orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
32,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","The United Kingdom Independence Party (UKIP) is now a significant contributory factor in costing the Conservative Party victories in marginal seats, his report says.",1,Support,A,1,,,
1947, i am going to borrow from churchill, i believe evolution is correct and whats up with this lack of understanding that evolution is a sloooooooow process       with the making everything is  days and resting on the seventh  which conveniently happens to be a week,1,Support,A,0,,,
1092,i assert that they have been heard and their arguments have been refuted and thus they are legitimately ignored until they come up with some actual scientific evidence and arguments,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,A,0,,,
164,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"When initially questioned over his comments, Mr Bloom told BBC News it would be absurd and ridiculous to label UKIP racist.",1,Support,A,0,,,
277,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.","While UKIP is on the rise the Conservatives have lost more than 300 councillors and the Lib Dems, more than a hundred.",1,Support,A,1,,,
438,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,A,1,,,
2200,come on it is andy schlafly what do you expect from the spawn of phyllis,oh that explains a lot i actually forgot who she was had to google the name,1,Support,A,1,,,
1579,which one is it,k ,0,Attack,A,0,,,
278,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",Farage insisted his party was not a pressure group and demanded action to simplify the tax system.,0,Attack,A,1,,,
1490,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,why should god be directly implicated when it looks like a duck smells like a duck walks like a duck,0,Attack,A,0,,,
1614,have you been to the icr facility to watch their presentationicr teaches hilarious nonsense,are they any less a scientist because they use   science   and their   education   to prove that evolution is falsethey are not scientists because their evidence is false,1,Support,A,1,,,
1991, i really do not know where to start with this one at the time of writing this response apparently evolution is incorrect, has anyone got a more rational explanation,1,Support,A,1,,,
2387,it should be blue,blue is a good colour,1,Support,A,0,,,
1320,casey luskinfirst the ayn rand institutes arguments offend the first amendments protections on religious freedom scientists have freedom of religion and their scientific views should not be disqualified due to their alleged religious motives or beliefs,this objection highlights one of the problems with public education the government should not be in the position of deciding what people ought to believe about science anymore than they should decide what people ought to believe about religion,1,Support,A,0,,,
2418,We should grant politicians immunity from prosecution,The ability to prosecute politicians is the ultimate protection against the abuse of power,0,Attack,A,1,,,
220,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,1,,,
1063,i was going to post a long reply discussing each quote in detail but i decided this was so much simpler,in fact the history of life shows a pattern of explosions where new fossil forms come into existence without any clear evolutionary precursors concurring with design theory that predicts that species might appear abruptly,1,Support,A,1,,,
1130,the only thing i take issue with in this argument is the comments about lenskis work with e,mr,1,Support,A,0,,,
1158,icdesign is suddenly not interested in hearing about science anymore, what features of the complexity of the cell points to intelligent design how does the complexity of the cell point to intelligent design these are the kinds of questions you should be answering with this argument,1,Support,A,1,,,
239,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,"YouGov polling guru Peter Kellner warned people around Ed Miliband, who were contemplating a referendum pledge, that it would be a foolish move.",1,Support,A,0,,,
2347,absolutely everybody knows about foursquare but nobody remembers gowalla they offered identical features and also launched on the same day same conference,well said,1,Support,A,0,,,
1576,some people see it as a day to the lord is a  years,isnt one of those choices objectively true,0,Attack,A,1,,,
512,"UKIP doesn't understand that young people are, by and large, progressive.","The UKIP leader also stated that the priority for Britain should be to have more united communities and better job prospects for young people, rather than the economic benefits that some believe immigration can bring.",0,Attack,A,1,,,
18,If UKIP is really the best our country can do for an alternative then we are all doomed.,UKIP Oxfordshire councillor David Silvester was suspended recently after he said in an interview that changing the law to allow gay people to marry had caused floods.,1,Support,A,1,,,
2512,I believe that opinion polls harm the democratic process,Opinion polls are a forum for public expression and should be protected,0,Attack,A,1,,,
1144,im sorry but this argument of design is apparent not real always make me scratch my head in bewilderment,it always has been and always will be impossible to have a design without a designer,0,Attack,A,1,,,
1683,what proof can you offer that right now we have reached the maximum limit of human knowledge  why is it at this moment that nothing more should be known why not  years ago or  years from nowi am not here to argue scripture on god because the bible tells us that the man who lacks wisdom says that there is no god psalm  verse you do realize that quoting from the bible only works when you are talking with christians,i am not an atheist and have no reason to debate with anyone concerning an eternal being who is greater than any of us,0,Attack,A,1,,,
918,island statesyou pretend like the appearance doesnt beg a real scientific question because you are overreacting to your perceived motivation of idists but not because you are thinking like an honest scientist would,you are missing the point the ad hominem is not that i did not understand your argument i can see why given your limited exposure to id you may have come to that conclusion,1,Support,A,0,,,
1744,it is only the closest science can come to explaining the origin of human existence and how things developed over timeyes,so would you say that the those in the bible lied about jesus doing miracles and god showing himself through signs or etc,1,Support,A,1,,,
1226,the only way that design could be detected in nature is if there were objects around that werent designed,and one of the reasons why id appears to be lousy theology but what the heck  i am sure iders can find yet another ad hoc explanation for this,1,Support,A,1,,,
1440,the ncses response to id is that about  scientist dont believe in id and you shouldnt either,its not about believing in id many people have come to accept by faith the existence of a god but rather that scientists do not believe that id has much of anything to offer scientifically speaking,0,Attack,A,0,,,
166,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"On this, and many other matters, UKIP's views chime with mine and I am delighted to join the party which is fast becoming a real force in British politics.",1,Support,A,0,,,
588,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Nobody below the age of 60 has ever had a chance to have a say on this issue, he said.",1,Support,A,0,,,
2368,apple no comparison there excellent quality longevity of hardware amazing support,also much smaller decrease in value over time compared to other laptops,1,Support,A,0,,,
819,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,A,1,,,
581,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,1,,,
174,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.","UKIP, which campaigns for the UK to leave the European Union, said numbers had increased by more than 13,000 to about 32,500 in 2013.",1,Support,A,0,,,
444,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","Ahead of May's local elections, Conservative cabinet minister Ken Clarke dismissed UKIP as a protest party and a collection of clowns.",1,Support,A,0,,,
1405,is good science a liberal theme if you love true science you must be a liberalyou are in good company but remember that good science including evolutionary science knows no boundaries christians republicans democrats and independents all accept the facts of science of course given the historical link between evangelicals and republicans we do observe a stronger lack of understanding of science amongst some who also happen to be republicans but do not confuse cause and effect here,the national center for science education does not as its name implies promote and support science education in the united states in a general sense,0,Attack,A,1,,,
1743,yes i understand we didnt evolve from chimps from the position of   evolution   theory  and im sorry for saying it that way considering i truly dont want to encourage the misinformation and typical uninformed view,it is only the closest science can come to explaining the origin of human existence and how things developed over timeyes,0,Attack,A,0,,,
1187,i agree  one of the main purposes of science is to discover truth or should be anyway,seems to me like dawkins and weinberg were claiming that there is no evidence for design at least according to richards,0,Attack,A,1,,,
2495,I support the truth and reconciliation commission,The reconciliation process provides access to justice in post conflict states,1,Support,A,0,,,
231,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,UKIP have just selected someone to run for Orpington as our potential MP and he's of Indonesian origin and Muslim.,1,Support,A,1,,,
798,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,1,,,
1593,i had always been taught it was the plants,  httpeesc,1,Support,A,0,,,
2294,way too expensive for what you get the only advantage is maybe the long life battery but even this is now standard in other laptops too,apple is really overpriced and their keyboards are low quality also the macbook air is heated up quite easily and the macbook pro is too heavy,0,Attack,A,0,,,
161,"UKIP are just trying to stir up fear, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","We can only stir it up because it is already there, red hot and seething against us.",0,Attack,A,1,,,
1055,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,do you know that there is a god youre  on this,0,Attack,A,0,,,
1990, this is pure ignorance, i really do not know where to start with this one at the time of writing this response apparently evolution is incorrect,1,Support,A,1,,,
1417,idnetthe writer of this piece is working for a salary,the catch is getting people who think id is an attempt at   theocracy   to agree with us,0,Attack,A,0,,,
1780,now creationism to me makes much more sense,ok so youre saying since youve never seen an ape which is the wrong animal again evolve into a human and never seen god create a human god wins this debate so just because we havent proven were from chimpanzees gives grounds to say god made us theres a huger spectrum out there,0,Attack,A,1,,,
393,The only reason we are even having a sensible debate about Europe are UKIP.,"The whole political scene is changing; it's changing because of the strength of UKIP, and I'm pleased about that.",1,Support,A,0,,,
154,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,UKIP leader Nigel Farage said his party was on a journey from a party of protest to a party of government.,1,Support,A,0,,,
1087,id has legal and educational merit because it is a bona fide scientific theory ,none of these promises have much relevance to id as a concept nor have few if any come to fruition,1,Support,A,1,,,
105,It's a protest vote because (most) people know that UKIP will never net in power.,It may actually tuen out to be a close-fought contest,0,Attack,A,1,,,
1328, lets see would these titles copied from the table of contents of the house of representatives report entitled intolerance and the politicization of science at the smithsonian back up you or me  ,have you read the original emails based on which the conclusions were madeyou do understand the meaning of a congressional report by the majority party dont you,0,Attack,A,1,,,
768,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,1,,,
781,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.",UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,A,0,,,
1986, you have to consider the alternative explanations for our existence and the evidence for and against each  oh by the way  year long consensus doesnt count as evidence      i dont think theres any need to go too deeply into the evidence for evolution by natural selection but as most people will know there is some although controversially scarce evidence in the fossil records for common ancestry as well as similarities of existing species physiological and genetic makeup, i think evolution is a far better explanation than the idea that the world is  years old and theres a guyinthesky,1,Support,A,1,,,
1129,lets look at this to counter the malarial parasite presumably another creation of this benevolent intelligent designer a designer tinkers over the millennia with our genes to confer partial immunity but with the sideeffect of lethal sicklecell disease,the only thing i take issue with in this argument is the comments about lenskis work with e,0,Attack,A,0,,,
1391,einsteinit was of course a lie what you read about my religious convictions a lie which is being systematically repeated,i never said anything about einsteins religious convictions,0,Attack,A,1,,,
1289,i recommend this bookgod in the foxhole by charles sasser not that youll read it but hey its worth a try,in case you didnt see it their was an atheist or two in those foxholes but not for very long hahahasounds like a collection of anecdotal stories made by a biased source,0,Attack,A,0,,,
1899, none of the things that people put forward as evidence of a god are evidence for a specific religion, theres no rational reason to accept creationism its simply empty claims with no evidence it has no predictive powers it cannot explain what we see in nature and it introduces a level of complexity with no explanation requiring mindless faith,1,Support,A,0,,,
317,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"Mr Davis said UKIP's policies on law and order, immigration, taxation, foreign affairs, and Europe mimic a simplified 1980s Tory manifesto.",1,Support,A,0,,,
541,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,"In his keynote speech at the UKIP conference on Friday, Mr Farage predicted UKIP would cause a political earthquake at next year's European elections.",1,Support,A,0,,,
1428,so would you like to give a better explanation on what current ool theories exist this is definitely a subject in origins debate that interests me most,instead of a bolt of lightning hitting a pool of   chemicals   and making a cell pop outwhere did i say thatit was most likely a slow process taking place along the ancient shores,0,Attack,A,0,,,
1629,now the trick is to prove that all of the authors were free of stray thoughts and theological spin,my answers to your questions are ,1,Support,A,1,,,
1243,the problem with the catholic church is that it has been unable to disagree with any scientific theory ever since they got burned condemning galileo,funny how being completely wrong about the earth revolving around the sun can make the catholic church a bit gun shy about claiming that   science   is incorrect without evidence to back it up,0,Attack,A,0,,,
1953, evolution is just logic, hahaha theres always one that slips through the net,1,Support,A,1,,,
279,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",The party's leader Nigel Farage has promised to cause a political earthquake at next year's polls after a strong showing in local elections.,0,Attack,A,1,,,
2589,movies should be fun entertaining this movie is not waste of my time ,depressing how its a happy ending if you pay attention,0,Attack,A,1,,,
2105,the article as a whole never made that argument either,okay yankee fan keep pretending that it does not well if you never read the article you would not be pretending as that would be an argument from position of ignorance,0,Attack,A,1,,,
2218,i find that very interesting that many christians are so loudly against abortion yet their own bible condones it,that is right everyone of the fundamentalists are on the band wagon about abortion being murder the same ones depend on their ministers to hail the words for the biblical scholars,1,Support,A,0,,,
302,Hopefully we will see our first UKIP MP before the general elections next year.,UKIP has won 42 seats so far and is averaging 26 per cent of the vote in the wards where it is standing.,1,Support,A,0,,,
1074,i dont agree with the very first statement that id limits its claims to what can be scientifically inferred from the empirical domain,sharky has pointed out the problem with id namely the flawed concept that ordinary and rarefied design can be detected reliably based on the same approach,1,Support,A,0,,,
2541,We should force think tanks to reveal all of their sources for resource funding,People have a right to know where their information comes from,1,Support,A,0,,,
1380,why should i waste more than  seconds attempting to communicate with an ignoramusim asking myself the same thing,of course the disco tute is the discovery of nonsense,0,Attack,A,1,,,
687,UKIP language tends to portray the real experiences of UKIP people not the politically correct fantasy construct that too many people on here seem comfortable with.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,A,0,,,
1582,is often confused for rhetoric,the point of the debate is to set up a straw man that the world was created in six days that antichristians can knock down,1,Support,A,1,,,
457,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",0,Attack,A,1,,,
83,Many racists and especially xenophobes find the UKIP message appealing.,A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,A,0,,,
1312,but where does that leave id  without a theory for the designer then that aspect remains unknown and would thus be called supernatural,id without a designer the cause of the big bang is unknown,0,Attack,A,0,,,
954,in a recent article casey luskin addresses the recent findings that changes in a regulatory gene can help explain the morphological differences between the chimpansee and humans,the question is somewhat meaningless because you can believe that we were created by design and still conclude that intelligent design as proposed by the discovery institute and its fellows  is a scientifically vacuous concept,1,Support,A,1,,,
2090,i am always right except when i am wrong,so far you have been nothing but wrong,0,Attack,A,1,,,
475,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",UKIP said leaving the EU was the only way to fully take control of the UK's borders.,1,Support,A,0,,,
1942, theres a definite difference between microevolution and macroevolution in the sense that with the moths and the finches there are minor changes that happen, i feel the need to distinguish between microevolution and macroevolution,1,Support,A,0,,,
2038, the evidence that supports evolution is not only significantly abundant but predominately irrefutable, who enters into a scientific debate about evolution asking only for opinions are you serious forget opinions,1,Support,A,1,,,
1810,evolution is basically common sense once you put down your bible and get out of the church,evolution really is true but as we all know the main reason of how we evolve is because of god our lord,1,Support,A,1,,,
1544,if it is then only a malicious god would tell it out of order use terms we cannot understand or have other traps while holding us to its words,the order of events in genesis i agree with   science  ,1,Support,A,1,,,
1595,animals convert oxygen to co,so youre saying that because it is written in the bible that god created the universe in the manner described then it must be true i dont even know where to begin on this one,1,Support,A,0,,,
1820,as i prepare to answer this question i realize i have essentially no knowledge about the theory of evolution besides darwinism and the title,yes you are right it is impossible to call it a certainity but for this reasonall evidence for evolution is proven,1,Support,A,1,,,
2225,the only difference is that the gene for making short hair has been eradicated from the population by natural selection that is it,right the frenquecy of the alles ,1,Support,A,0,,,
377,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","I think UKIP is a party that is really on the up, now that we have got the positive bit between our teeth, we are really going to go places.",0,Attack,A,1,,,
1069,the di is correct to point out that a lack of merit of id should not be confused with its religious implications however the combinations of its religious foundations with a lack of scientific content provides a strong argument against id having merit scientifically and delegates it to the realm of theology,but i think you dont realize the importance of your concession that the di is correct to point out that a lack of merit of id should not be confused with its religious implications,1,Support,A,1,,,
1101,i understand that michael behe is one of the participants on this forum and i am looking forward to his contributions addressing matzkes observations,behe claims that they can bring together separate components and place them in relationship to each other to create an effect that may be extremely unlikely to occur by chance,1,Support,A,0,,,
327,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","And last autumn, MEP Godfrey Bloom embarrassed the party when he used the phrase bongo bongo land and joked that some female activists were sluts.",1,Support,A,0,,,
1626,andrew holt heres my take on your question,i apologise for the personal slant to the first part of my first question it was meant to be rhetorical,0,Attack,A,0,,,
2108,it is much more important that you concern yourself with the destiny of your soul not how many years you can stay on the earth,i am sure it is many a doctors spiritual duty to relieve suffering just as jesus healed the sick besides who wants to go back to  year average lifespan like they have in afghanistan,0,Attack,A,1,,,
