orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
2505,The International Criminal Court should be recognised,The ICC has too much authority,0,Attack,A,1,,,
2268,suits is the best,suits is good but certainly not the best characters are pretty cool but plot and dialogue can be a bit cheesy sometimes unless dwight is a senior partner,0,Attack,A,1,,,
517,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,1,Support,A,0,,,
1187,i agree  one of the main purposes of science is to discover truth or should be anyway,seems to me like dawkins and weinberg were claiming that there is no evidence for design at least according to richards,0,Attack,A,0,,,
884, teaching creationism is dangerous to science and reason  if a theory that does not follow the scientific method is taught in schools as science science and reasoning will be undermined, creationism is not scientifically testable,1,Support,A,0,,,
2475,We should create a United Nations standing army,A United Nations standing army is simply impossible to form,0,Attack,A,1,,,
1025,the response to my comment id contradicts itself is a series of peculiarly unclear assertions,guided by a larger force,0,Attack,A,0,,,
1631,answers in genesis avoids doing the one thing that might actually lead them to understand the biblical text studying genuine uptodate biblical scholarship that reflects a genuine desire to understand the text rather than impose ones predetermined conclusions on it,i would like your oppinion of my remarks    httpwww,1,Support,A,0,,,
1603,if the bible is the inspired word of the infinite creator god then it must be selfauthenticating and selfattestingand it is,i dont care how many times you say it,1,Support,A,1,,,
2627,as far as acting and cinematography go this film was great but the content and plot were horrible,yes this movie was pretty bad,1,Support,A,1,,,
619,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,"Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",1,Support,A,0,,,
2404,I prefer trade to aid,Financial contributions from the West have proved detrimental for Africa,1,Support,A,1,,,
1532,i know this sounds crazy but in a weird way im honored to get a response from you,the full drafts were all entered as evidential exhibits with the court and are on file there,0,Attack,A,0,,,
1804,it doesnt need to be proven as there is no underlying math in physics there is,ive studied a lot of biology and to me evolution has indeed been proved,1,Support,A,1,,,
1782,she said shes never seen an ape evolve into a human,i find it immensely amusing when christians require proof before theyll believe in something,1,Support,A,1,,,
295,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,1,,,
1127,because   science   as we know it today can only answer one of them,why not what qualities does the designers have that make them beyond studynot being able to directly observe it,0,Attack,A,1,,,
1183,i dont think anyone who feels limitations should be brought to light about a theory is a   creationist  ,the actual limitations that creationists try to bring to light are nonsense,0,Attack,A,1,,,
1323,the di is quick to argue that jones overstepped its bound by declaring id not be scientific even though both the plaintiffs and the defendants insisted that the judge address this because the existence of a valid secular purpose which is not a sham is an important aspect in determining if something is unconstitutionaljudge jonesdefendants presented no convincing evidence that they were motived by any valid secular purposealthough defendants attempt to persuade this court that each board member who voted for the biology curriculum change did so for the secular purposed of improving science education and to exercise critical thinking skills their contentions are simply irreconcilable with the record evidence,for goodness sakes guys very few people are advocating the mandatory teaching of id in schools,0,Attack,A,0,,,
2655,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,have to agree brian theres a whole half hour of boring as he goes across the expanse of the desert that could be edited out,1,Support,A,0,,,
885, creationism is not scientifically testable, evolution is an observable fact  while creationists often attempt to describe evolution as merely a theory this is not exactly the case,1,Support,A,1,,,
423,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",Olly Neville said that if UKIP wanted to make a real difference it is by representing the people in Westminster politics.,0,Attack,A,0,,,
2663,after all the attention and awards etc and an imdb rating of  i was so shocked to finally see this film and have it be so bad,i liked it but i did find it quite underwhelming,1,Support,A,0,,,
2162,these so called pro lifers do not care if women die because of forced pregnancies,of course they do not care being selfish is a cornerstone of who they are they think that all women are invisible,1,Support,A,0,,,
2022, people like you should be banned from this website, there is positive evidence against macroevolution,0,Attack,A,0,,,
411,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,A,0,,,
387,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"It is doing the country serious damage because there are large numbers of potential investors in the UK who would bring employment here, who are being warned off because of the uncertainty all of this is creating.",0,Attack,A,1,,,
2220,fearmongering is what that is called,uh yeah that was their intent under color of law no less,1,Support,A,0,,,
1787,i have never seen an ape evolve into a human and although i have never seen god that makes more sense than evolution,correction its an ancestor of both chimpanzees and humans,1,Support,A,1,,,
858,UKIP are asking the questions that haven't been asked by the opposition or the media.,"It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,A,0,,,
1644,it has been translated for about six thousand years,it has been translated for about six thousand years,0,Attack,A,0,,,
2463,We should promote democratisation,Democracies are more peaceful countries both domestically and internationally and so it is in our interests to promote it worldwide,1,Support,A,0,,,
2515,I believe that opinion polls harm the democratic process,Tactical voting is legitimate within the democratic process,0,Attack,A,0,,,
1026,guided by a larger force,just look around,0,Attack,A,1,,,
1544,if it is then only a malicious god would tell it out of order use terms we cannot understand or have other traps while holding us to its words,the order of events in genesis i agree with   science  ,1,Support,A,1,,,
1343,tji dont believe the  similarity in the aclus submission and the judges analysis was a lucky or freak coincidence im illinformed because i think he copied it rightyou seem to be ill informed about both the extent as well as the relevance of this so called copying,this is one of the things wesley cites to bolster his case  httpvangogh,0,Attack,A,1,,,
448,"UKIP is not at all taking into account the financial effects of their only real policy, leaving the EU.","The charge put by its deputy leader David Campbell Bannerman when he defected to the Conservatives in the wake of the May elections was that UKIP remained, at heart, a single issue pressure group.",1,Support,A,0,,,
46,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.",Mr Farron said he was expecting it to be a tough fight but said UKIP was determined to win.,1,Support,A,0,,,
1279,nobody ever said that natural selection was random,the random comes in when particles of rna that came out of the primordial ooze aligned by chance in such a way to produce a singlecelled organism,0,Attack,A,1,,,
1933, there are lots of proofs that show evolution is not at all a proper scientific law which can give a perfect explanation to human appearance, i do agree that evolution is wrong in the sense that it does not explain or support our existence,1,Support,A,0,,,
784,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"Meanwhile, the Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.",0,Attack,A,0,,,
1922, the one that suits its current environment surveys and grow up to breed, evolution is an embarrassment to science,0,Attack,A,1,,,
1518,just because id claims that it is scientifically relevant and in fact can lead to affect research directions does not mean that their claims are accurate and truthful especially given the simple fact that in the last  years id has failed to show much of any example that supports their claims,it is entirely misleading to imply that academic freedom is gives license to present nonscience like idthese academic freedom bills which typically work in conjunction with the science standards are written to strictly prohibit the teaching of religion creationism creation science creation facts and id,1,Support,A,1,,,
624,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,0,Attack,A,1,,,
2340,lots and lots of things to see i loved the kitchens at the royal palace the egyptian museum and the museum of cinema such a variety of things to see,sounds lovely,1,Support,A,0,,,
488,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,A,1,,,
152,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Nigel Farage and UKIP are the last best hope for Britain.,1,Support,A,0,,,
2510,I believe that opinion polls harm the democratic process,Opinion polls can lead to tactical voting which may have unintended outcomes,1,Support,A,0,,,
1865,ok,evolution has basically been proven there is no evidence for the biblical story common claims made by evolutionists,0,Attack,A,0,,,
1667,does the bible state that the world was created in six days,what do you think,0,Attack,A,0,,,
2424,European Parliament elections should involve only one voting district all of Europe and not separate country seats,Get out the vote,1,Support,A,0,,,
1378,unfortunately for them they have failed,why should i waste more than  seconds attempting to communicate with an ignoramusthere is a wonderful world wide web out there with a lot of substance,0,Attack,A,1,,,
1652,everything i say is correct regardless of logic or evidence that attempts to prove me wrong,while aig tries to defend genesis with the weakest possible argument answers in creation explain genesis i in a way that gives it a literal interpretation that is still in line with   science  ,1,Support,A,1,,,
1720,just curious but what does the types of rock have to with ex nihilo,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,0,Attack,A,1,,,
2521,We should negotiate with terrorists,Negotiation isolates those who are only interested in violence,1,Support,A,1,,,
1888,its called the theory of evolution for a reason,ignorance of terminology,0,Attack,A,1,,,
1734,if scientific inquiry has shown conclusively that genesis is at best allegorical then christians should reconsider beliefs that presume a historical interpretation of eden,doctrines such as original sin substitutionary atonement and the trinity are very well described in the bible,0,Attack,A,1,,,
2020, nope just the opposite, its not falling apart its evolving as new data arrives,1,Support,A,1,,,
1235,btw you people continue to ignore the fact that natural processes cannot account for the origins of nature because natural processes only exist in nature,jaywhat makes you qualify as a design theorist  please be specific,1,Support,A,1,,,
1696,your argument breaks down if your audience rejects the notion that adam was created ex nihilo with the appearance of age,with all due respects here is my bottom line though i run the risk of being arrogan and closedminded i only write for the judeochristian world view,0,Attack,A,1,,,
2651,oh no ive seen the whole movie multiple times definitely a film i wont get tired of any time soon,yeah this is a definite rewatchable film really heavy but never boring and i for one would love to know the answer to arthur burns last question,1,Support,A,0,,,
0,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"UKIP used to be a protest vote, he explained, but now we are now talking about how Britain should be governed and how we can help all British people.",0,Attack,A,1,,,
2143,by gun nut logic children should be able to tote guns around at school because it will not make a difference because if they really wanted to kill each other they will just find another way to do it if they do not got guns because you know what guns do not kill people people kill people,you know brady you have said a lot of stupid stuff over the years i even remember finding a post of yours where you said all guns and gun owners should be registered but sex offenders should not be this latest post of yours is just another senseless and stupid rambling of somebody that is so hateful and fearful of an inanimate object that its impossible for him to function in our society and can barely handle his own needs,0,Attack,A,1,,,
1600,is god all powerful no because he gave that up when he gave mankind free will,so if god is not all powerful and all knowing then god is fallible,1,Support,A,0,,,
571,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,0,,,
450,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",But Dr North does have other reservations about Nigel Farage - including what he sees as his lack of political acumen.,0,Attack,A,1,,,
1497,you mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,nothing in the early drafts state that the creator was specifically god or anything supernatural something the di is already emphasizing on this site,0,Attack,A,1,,,
1513,the reason for the existence of the second amendment is to prevent religious people from being denied the opportunity to practice their religion,oopsie,1,Support,A,1,,,
1236,jaywhat makes you qualify as a design theorist  please be specific,why are you claiming one designer theres just as much evidence for a pantheon as there is a monotheistic god but you have the prior assumption the designer is your god and automatically rule them out when you say the designer,1,Support,A,1,,,
716,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","There needs to be a clearer narrative on immigration, stressing not only the need to restrict numbers, but also to determine which individuals, with what skills, enter our country, he said.",0,Attack,A,0,,,
1859,this is why i have my doubts about id too but the main premise of it which is why i accept it as probable is still very rational,and i guess those differences bring us right back to the atheist vs,1,Support,A,0,,,
3,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,UKIP's presence this time around isn't lost on any of its rivals.,1,Support,A,0,,,
1488,jon buell the president of the foundation for thought and ethics testified in court enjoyby mr,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,0,Attack,A,1,,,
2207,im prochoice but to say that having an abortion should not or will not effect either parent is callous you will most likely at minimum wonder regretfully what could have been choice in abortion is not a small choice like whether to wear a blue or black suit and should not be,could not agree more,1,Support,A,0,,,
910,preventing creationism to be taught is not violating freedom of religion,laurie goodstein,0,Attack,A,0,,,
1822,to say that evolution has been scientifically proved would require that it be first studied then determined scientifically,no but i do call into question the nature of your uncertainty,1,Support,A,1,,,
998,id is offered as an explanation for the complexity of life on earth which according to id proponents cannot be explained by random chance and survival of the fittest,on pandasthumb nick matzke whose contributions to dover v kitzmiller were instrumental in the stunning defeat of intelligent design and whose contributions to exposing the fallacies in behes arguments as well as the extent of ignorance of science amongst id proponents has caused much concern amongst id proponents so much that in general they have chosen to pretend in a typical creationist fashion that matzkes arguments do not exist,1,Support,A,1,,,
836,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,I believe that what UKIP is doing is vital for this country.,1,Support,A,0,,,
2366,the nexus  has everything fast processor big screen and the latest version of android,definitely better than a shiny iphone,1,Support,A,0,,,
834,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",0,Attack,A,1,,,
1481,i appreciate that you are making attempts to answer all these issues,but i certainly do believe that nature exhibits intelligence and design not to mention beauty and love,0,Attack,A,0,,,
1741,because you cant imagine a reason why both chimps and humans have a chunk of dna that has the same viral code doesnt mean its   evolution  ,this is not a proof of   evolution   from chimps,0,Attack,A,0,,,
774,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,It was a very comfortable win for Labour who secured over 50% of the vote.,0,Attack,A,1,,,
330,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",There's more to UKIP than our policy of wanting to withdraw from the European Union and we will show that.,0,Attack,A,1,,,
2296,you can get any other tablet for much less that has the same features ,one may argue that there are enough apple only apps justify the apple price,0,Attack,A,1,,,
1092,i assert that they have been heard and their arguments have been refuted and thus they are legitimately ignored until they come up with some actual scientific evidence and arguments,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,A,1,,,
43,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,"Many opinion polls suggest UKIP opinions are mainstream, at just the same time that UKIP's big beef, the EU, and it's take on it, getting out, has arguably never been more prominent or more fashionable.",1,Support,A,0,,,
1945, yes the theory of evolution is wrong it got popular when darwin wrote the book the origin of species but later on many scientists proved from several experiments that it is an incorrect theory, there is no scientist can give strong evidence to support evolution,0,Attack,A,0,,,
1353,when the supreme court formulated valid secular purpose which is not a sham the court unlikely believed that any future unstated secular purpose would be sufficient for something to pass this requirement,discovery institute amicus curiae briedvalid secular purposes for teaching students about the theory of intelligent design include   informing students about competing theories of biological origins as  they exist within the scientific communitythere are no competing theories of biological origins certainly id provides none  helping students to better understand neodarwinism by  understanding a theory with which it competesagain there is no competing theory of id,1,Support,A,1,,,
1093,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,if theres something on    evolution   news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,A,0,,,
1675,the earth is not billions of years old because that would mean your ancient holy book and everything you believe in would be wrongim sorry but this took serious cahones to write as a defense of your beliefs,all aig is showing is that the author of one part of the bible took the author of another part of the bible literally not that either one knew what they were talking about,1,Support,A,0,,,
1496,i changed my mind and felt somewhat angry when i realized just what those early drafts meantyou mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,you mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,0,Attack,A,0,,,
923,i understand why id proponents would like to embrace newton and others as relevant to id,archfilejockey quoted kent hovind as saying asking an atheist why he cant find god is like asking a thief why he cant find a police officer,1,Support,A,0,,,
240,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","Natalie Bennett spoke about UKIP polices for the Green Belt, Trident, defence the and economy, with Andrew Neil on the Daily Politics while campaigning in the West Midlands.",0,Attack,A,1,,,
2069,the story of the literal genesis is only rejected by those who are not looking to the absolute truth found in god almighty,a literal reading of genesis is rejected by every major sect of christianity what kind of a looks at a bat and then claims that it is a bird because it says so in the holy bible,0,Attack,A,1,,,
1256,may as well get to work on it,landonevolutionary science may have progressed but it has not explained the evolution of man or history,1,Support,A,0,,,
2138,yes i believe in a young earth however at the end of the creation week it was fully mature i can easily see why men can say it looks old,but because your book of mythology tells you about a week of creation you prefer that because it requires less thought to examining reality,0,Attack,A,1,,,
2599,rarely have i watched and rewatched a movie with such spectacular cinematography,loved the blood splatter on the camera too gave it that feel of being right there with a war correspondent the timing of everything was incredible,1,Support,A,0,,,
1642,all this is hard to understand,as i stated above i believe neither side,0,Attack,A,0,,,
204,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,They might be voting for UKIP because they want to have a referendum on Europe.,0,Attack,A,1,,,
2316,no it did not a lot of bits were too far fetched and the whole story was very americanized,it was indeed a bit tacky at times,1,Support,A,0,,,
959,science is about how things work,good point but as an evolutionary biologist i find that not entirely true,0,Attack,A,1,,,
1191,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,theology it says in his profile,1,Support,A,0,,,
2114,biomorphs are an embarrassing attempt to explain just how a complex structure such as an eye might come about by gradual mutations except they only do this by fooling you into believing the program mimics a natural possibility when it can not not when you are running the program and interfering at will,no they are not you quote a web site that is not dawkins interpretations of biomorphs and suggest that the web sites interpretation is what dawkins created biomorphs for,0,Attack,A,1,,,
1640,there is much scientific evidence to proof it its just that you wouldnt believe it anyway,i do not believe in science,0,Attack,A,1,,,
557,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,0,Attack,A,1,,,
1298,by the very nature of its approach intelligent design cannot be satisfied with a designer who is part of the natural world,bowmanid addresses evidences for designed structures mechanisms and synergistic systems in biology,0,Attack,A,1,,,
1616,god is not physical except as christ  a christian true believers,this is my proof that he existswell your proof is a terrible waste of valuable electrons and also ridiculous nonsense,0,Attack,A,1,,,
1203,the wmap data does not indicate we are at the center of the universe nor does the goldilock enigma really predict such,we must be prepared to take account  of the fact that our location in the universe is necessarily privileged to the extent of being compatible with our existence as observersand even that formulation has been taken apart by rudolf haller in his book nonexistence and predicationunderstanding is the first step towards formulating a workable hypothesis and popularization thereof,1,Support,A,1,,,
2073,with all the debt obama has generated for our nation he deserves to be filibustered into the ground ,which planet in your parallel uni haverse did this happen on you should stick to topics on which you know something,0,Attack,A,1,,,
1671,but who could it be  is it you or me  or maybe the buddhists,is it me or is it you only time will tell,0,Attack,A,0,,,
1546,certainly there is value in the documents from which human culture has derived the christian bible the value of which is to be determined individually by the reader,how can anyone believe that the human race began with just one pair adam and eve and refuse to face the logical consequence that the human race would have to have with brothersister incest  if god wanted to start the human race with just one pair of biological ancestors then he must have ordained incestuous marriage for at least the first generation of humans,1,Support,A,1,,,
827,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"His comments come as a poll suggests that 56% of people want major curbs on immigration,",1,Support,A,0,,,
617,UKIP and the Greens are the only parties to date that haven't screwed us all over.,UKIP say it proves their message is cutting through regularly.,1,Support,A,0,,,
1961, we have similar dna to a cabbage is that just because god was having a good joke with his angel mates, evolution is true im a christian but im not in denial adam and eve is a load of sh   its probably meant to be symbolic and easy to understand for the people of the day remember that was over  years ago,1,Support,A,1,,,
656,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,"I believe that what UKIP is doing is vital for this country, and of course the party's financial management is crucial.",1,Support,A,0,,,
2128,if you are this closeminded impervious to logic and show this much delight in ignorance at your tender age can you imagine how much more insufferable you will be when you grow up,you throw personal insults more than i do so when will you grow up,0,Attack,A,1,,,
1046,theories are not supported by finding confirming evidence only,ufcarazy although it is clear that id has led to some successful predictionsreally  what predictions has id made  and along those lines how exactly would id be falsifiable  without valid answers to these two questions it does not even begin to qualify as   science  ,0,Attack,A,1,,,
2202,no biggy i am happy though that you did take more than reasonable precautions to prevent pregnancy in the first place,yep that is someting that many pro lifers also never take into account,1,Support,A,1,,,
1324,for goodness sakes guys very few people are advocating the mandatory teaching of id in schools,tjlook what happened to richard stenburg when he had the courage to allow an id piece get published scientists and his peers jumped all over him,0,Attack,A,0,,,
1608,you cant use the bible to prove the bible thus that is an invalid argument,the argument youre making would make sense if we could all just go up to god and ask hey is this true and god could give his answer directly to anyone who asked,1,Support,A,0,,,
201,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","But as politicians and the public become more used to devolved government, Giles Dilnot looks at the rise of other parties and UKIP looking to enter NI politics.",1,Support,A,1,,,
1788,correction its an ancestor of both chimpanzees and humans,oh boy here we go again,1,Support,A,0,,,
1402,caseyas evidence that teaching id promotes religion auscs claims that phillip johnson the socalled father of intelligent design once told a religious audience that his goal is to use id to instill doubt about evolution in peoples minds and then introduce them to the truth of jesus christ,good arguments are worth far more than vehement objections,1,Support,A,0,,,
1855,id doesnt undermine evolution,id does undermine evolution because supporters of id wish to put a sticker in every textbook that says something along the lines of evolution is just a theory,1,Support,A,1,,,
903,teaching creationism is in no way akin to child abuse,attempts to teach the creationismevolution controversy to students are disingenuous promotions of activist christians,0,Attack,A,1,,,
2392,the best way to protect Scottish interests in the EU is to vote for independence,Scottish independence might be a faster route out of the EU than a referendum,0,Attack,A,0,,,
106,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Former UKIP deputy leader David Campbell Bannerman defected to the Tories soon after, expressing concerns about the party's direction.",0,Attack,A,0,,,
1219,the argument always had intuitive plausibility,you gave  claims of intelligent design intelligent agents sometimes leave traces of their activity behind like fingerprints on evidence,0,Attack,A,0,,,
363,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Mr Farage was challenged on a number of issues - including the party's attitude towards climate change, maternity leave and small businesses, diversity in the party and the European Union.",1,Support,A,0,,,
895,openmindedness toward creationism is important,attempts to conceal the creationismevolution controversy from students are dogmatic promotions of evolution,1,Support,A,1,,,
138,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","Commentators have predicted success for UKIP in the forthcoming European elections, but the borderline racist views of some of its outspoken members have caused a headache for the party leader.",0,Attack,A,1,,,
2218,i find that very interesting that many christians are so loudly against abortion yet their own bible condones it,that is right everyone of the fundamentalists are on the band wagon about abortion being murder the same ones depend on their ministers to hail the words for the biblical scholars,1,Support,A,0,,,
1274,intelligent design has been misrepresented as some kackamamy religiously motivated scheme by those who are afraid to challenge what they believe in,first off the human eye did not pop into existence by chance it is the result of billions of years worth of   evolution  ,0,Attack,A,1,,,
482,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"Ahead of May's local elections, Conservative cabinet minister Ken Clarke dismissed UKIP as a protest party and a collection of clowns.",0,Attack,A,1,,,
1810,evolution is basically common sense once you put down your bible and get out of the church,evolution really is true but as we all know the main reason of how we evolve is because of god our lord,1,Support,A,1,,,
573,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",1,Support,A,0,,,
2082,however the bible does say i create you before i placed you in the womb this would imply that god created you before you are even conceived,so god also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the womans uterus oh well i suppose it is all beliefs no matter how silly it sounds,0,Attack,A,1,,,
2562,Governments should be allowed to disrupt Internet service on grounds of national security,The right to internet access as a fundamental right,0,Attack,A,1,,,
1584,then why does this argument always seem to come from the creationists  aig was not founded and is not funded by the scientific community,this thread has been kept going by three people who have voted no to the question of a six day creation,1,Support,A,0,,,
301,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,A,1,,,
