orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
1492,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","Immigration has also been an issue and UKIP, which rejects charges of being racist, sees the EU question being at the heart of it.",2,No Relation,C,0,0,1,
1336,Many racists and especially xenophobes find the UKIP message appealing.,"But he reserves his greatest enthusiasm for touring World War I battlefields, with a group of close friends who call themselves Farage's Foragers.",2,No Relation,C,0,0,1,
3217,no but i do call into question the nature of your uncertainty,if what you say is true then nothing at all is scientific fact,0,Attack,C,1,0,0,
1025,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"UK Independence party leader Nigel Farage has said he is expecting a big swing to his party in the seat, with most polls carried out in the seat putting the party third, ahead of Labour.",1,Support,C,0,0,1,
3551,that would be true if he did not keep on opening up thread after thread after thread of the same subject he makes  or  posts then runs away to open up another thread,yes i agree with you,1,Support,C,0,1,0,
3558,at most it will lead to another timothy mcveigh type incident,just a matter of time,1,Support,C,0,1,0,
808,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"Party officials are hoping for wins in the two mayoral contests that were also being held on Thursday, in Doncaster and North Tyneside, but there is talk of Labour seeing their majority reduced in South Shields.",2,No Relation,C,0,0,1,
3103,mike my apologies to you but i am surprised at the numbers of people here who appear to be somewhat hostile towards the existence of a supreme being namely god yahweh yahwah yhwh the i am that i am and so forth,we have two different literal interpretations,0,Attack,C,1,0,0,
2566,its funny because i already named some provided resources to find them and yet you seemed to dodge the argument altogetherfollowed by the usual nonsense,not all this link was identified in my last reply    httpwww,0,Attack,C,1,0,0,
930,If UKIP is really the best our country can do for an alternative then we are all doomed.,I don't want to underestimate the difficulties that still face us.,2,No Relation,C,0,0,1,
3074,human beings added names to the days of week they were originally and simply numbers,why should we just stop  why not keep trying to understand the universe  i could never imagine being satisfied with a god did it,0,Attack,C,1,0,0,
3824,European Parliament elections should involve only one voting district all of Europe and not separate country seats,This would undermine national sovereignty,0,Attack,C,1,0,0,
448,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"UKIP, which campaigns for the UK to leave the EU, is demanding a referendum on Britain's membership.",2,No Relation,C,0,0,1,
3116,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,you didnt read this  creation ex nihilo and the earth  did you,0,Attack,C,1,0,0,
2219,"The sooner we are out of the EU, the sooner we can start making this country great again.",He goes on to add that he is publishing the letter so that anybody who wishes to check whether you are a Member of the House of Lords can view this official confirmation that you are not.,2,No Relation,C,0,0,1,
3491,you consider this refuting my evidence what amazes me is that you all scoff at creationism yet this is the best most of you can offer to refute scientific evidence which supports the flood,you ask someone to explain polystrate fossils three people do you plug your ears and go i can not hear you then demand that someone explain polystrate fossils,0,Attack,C,1,0,0,
2328,seems highlander was somewhat quick in his response as i am more than willing to support my claims,highlanderthe exact same is true when modern science reveals an ic structure such as the flagellar motor  assembly,1,Support,C,0,1,0,
590,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","UKIP never actually developed any body of thinking on mainstream British political problems, we have no idea what it would do in most areas, but I don't believe it would just be right wing blather.",0,Attack,C,1,0,0,
84,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","The Conservatives and Labour were contesting most local election seats, with 2,263 and 2,168 candidates respectively.",2,No Relation,C,0,0,1,
1212,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,Those of us who believe in national democracy do not want to take us back to the Western Front or 1914.,2,No Relation,C,0,0,1,
1673,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","Despite the strong performances at the recent by-elections, it is true that Nigel Farage, in terms of electoral success, remains a political minnow.",2,No Relation,C,1,0,0,
1716,UKIP doesn't need to win power to force the changes people want.,UKIP leader Nigel Farage has demanded a written in blood guarantee of a referendum on EU membership before entering any pact with another party.,1,Support,C,1,0,0,
3582,japan and the former soviet union had very high rates of abortion because of the lack of birth control neither country made such a decision because of religion,that was the past i am speaking of now,1,Support,C,0,1,0,
3610,i thought the idea of starting threads on a topic was to start a discussion on that matter,yes that is logical,1,Support,C,0,1,0,
1175,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Mrs Ayling, 54, who sits on East Lindsey District Council, defected from the Conservatives earlier this year.",2,No Relation,C,0,1,0,
1743,UKIP are blatantly disregarding the possibility of man made climate change.,The energy secretary will say attempts to discredit the scientific evidence of climate change threaten a breakdown of the political consensus on the issue.,1,Support,C,1,0,0,
1248,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","The UK Independent Party says it is the only party which will pull the UK out of the European Union, a vital process according to them.",0,Attack,C,1,0,0,
1834,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,He claimed the document was nothing more a collection of disparate policy papers.,2,No Relation,C,0,1,0,
1205,UKIP are asking the questions that haven't been asked by the opposition or the media.,Douglas Alexander accused the PM of a shambolic and ill-judged negotiation strategy.,2,No Relation,C,0,0,1,
1541,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,C,0,1,0,
3749,i think it depends on the individual,yes i guess it really depends on the preferences if you want smaller but more holidaylike then nice is very nice if you want old i would suggest krakow,1,Support,C,0,1,0,
1083,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Labour and the Conservatives were panicking, Mr Aker said, as they had not dealt with mass immigration and mass unemployment, whereas UKIP was offering a sensible solution.",0,Attack,C,1,0,0,
2576,non sequitur,i dont think anyone who feels limitations should be brought to light about a theory is a   creationist  ,0,Attack,C,0,0,1,
1704,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"Foreign Secretary William Hague has meanwhile ruled out an electoral pact with UKIP, after a BBC poll suggested nearly 25% of Conservative councillors were in favour of such a deal.",0,Attack,C,1,0,0,
3760,the nexus  has everything fast processor big screen and the latest version of android,definitely better than a shiny iphone,1,Support,C,0,1,0,
2366,if you are going to comment on something in   science   you need to back it up with actual data,first i believe that religion is manmade as are christ buddha mohammed et al,0,Attack,C,0,0,1,
2489,if biology leads to new design if it is viewed in that contextand it never has and never will,and it never has and never will,0,Attack,C,0,1,0,
101,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","Mr Farage will say immigration has now become the number one issue in British politics, adding eighty per cent of the British people did not want borders to come down with Romania and Bulgaria, but they did.",2,No Relation,C,1,0,0,
2696,how does the antiid position explain the bacterial flagellum it just evolved,i understand the ad hominem approach chosen by joe after all what is the alternative showing that id really lives up to what joe claims it isjoe gand again the design inference relies on observations data and experience,0,Attack,C,1,0,0,
3066,is it me or is it you only time will tell,if the existence of a fossil record contradicting parts of the bible then that does not disprove in and of itself the fossil record,0,Attack,C,0,0,1,
1433,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,C,0,1,0,
3784,the best way to protect Scottish interests in the EU is to vote for independence,Scotland is more pro EU than the rest of the UK,1,Support,C,1,0,0,
2615,also christians concerned about science,to correct pvms confusionforensic detectives have to figure out the means,0,Attack,C,0,0,1,
3873,We should use torture to obtain information from suspected terrorists,In the event of an imminent attack it is only reasonable to use force to find information,1,Support,C,0,1,0,
297,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.","The first televised debates were held before the last general election in 2010, involving the three main party candidates - Labour's Gordon Brown, Conservative Mr Cameron and Liberal Democrat Nick Clegg.",2,No Relation,C,0,0,1,
806,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","YouGov polling guru Peter Kellner warned people around Ed Miliband, who were contemplating a referendum pledge, that it would be a foolish move.",2,No Relation,C,0,0,1,
755,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Eurosceptic Paul Sykes said UKIP was the last best hope for Britain and he would help fund its election campaign.,1,Support,C,0,1,0,
1425,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,
1936,UKIP doesn't need to win power to force the changes people want.,He also said he would consider a electoral pact with another party if it meant moving closer to leaving the EU.,1,Support,C,0,0,1,
2793,why dont we   add   those inand believe me those commandments werent invented at that time,why dont you tell meare they needed to for   health   and safety of the country,0,Attack,C,0,0,1,
302,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"This, Mr Cameron says, would follow a full renegotiation of relations with Brussels.",2,No Relation,C,0,0,1,
1210,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"And yes, it is true that she is the only party leader who knows how to shear a sheep.",2,No Relation,C,0,0,1,
459,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,Voters have often struggled to see what relevance a party that campaigns for Britain's exit from the European Union has to their neighbourhood.,0,Attack,C,1,0,0,
1636,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"Nigel Farage said the prime minister was terrified of losing votes to UKIP, and its rising poll rating and doubted any referendum would take place under the present government.",2,No Relation,C,0,1,0,
3604,aikido judo and karate wado ryu would constitute a good combination,some of these martial arts videos are remarkable,1,Support,C,0,0,1,
1977,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","The UK Independence Party, which has long campaigned for the UK to pull out of the European Union, failed to make its hoped-for breakthrough in May's election.",0,Attack,C,1,0,0,
2313,you are missing the point the ad hominem is not that i did not understand your argument i can see why given your limited exposure to id you may have come to that conclusion,i wrote a good philosophical question and i think you and i would agree that this adaptation could have been guided by some higher agency of course by using a fully natural mechanism such questions remain scientifically vacuous,1,Support,C,0,0,1,
1265,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.",Labour accused the PM of trying to ditch the TV debates simply because he is too scared to defend his record.,2,No Relation,C,0,0,1,
213,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","High up in the Staffordshire Moorlands in the village of Endon, Liberal Democrat candidate Christina Jebb has her campaign leaflets set out on the dining table.",2,No Relation,C,0,0,1,
2397,i think this comes down to an irreducible complexity argument,as much as i might believe that there is some sort of creator and that a creation occurred you cannot justifiably intermingle science and religion,1,Support,C,1,0,0,
2478,needless to say even id proponents have come to realize that id is lacking scientifically speakingfor instance young earth creationist philosopher and id proponent paul nelson is on the record as saying easily the biggest challenge facing the id community is to develop a fullfledged theory of biological design,this post by casey luskin graphically illustrates why intelligent design is not science,1,Support,C,0,1,0,
1323,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","He said UKIP was fighting a big, positive campaign with 1,225 candidates, boosted by a strong showing in the Barnsley Central by-election.",0,Attack,C,1,0,0,
1671,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,He said his views were nothing to do with UKIP and were expressed before he became involved with the party.,2,No Relation,C,0,0,1,
3864,We should promote democratisation,The immense cost and effort involved in sustaining democracy across the world in countries that are not prepared to fully accept responsibility themselves does not equal the benefits,0,Attack,C,1,0,0,
3481,how can it get anymore embarrassing for science that they got the premise wrong for all these years,do you actually have any idea how science works why are you not embarrassed for creationism,0,Attack,C,1,0,0,
2228,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",Man's best friend doesn't look like our best friend from where I'm looking and is leaving us both with the impression that he'll not only demolish the leaflet being offered to his owner but the arm of whoever hands it to him.,2,No Relation,C,0,0,1,
479,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"He also suggested that UKIP might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",1,Support,C,0,0,1,
2157,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","The former defence secretary, who was forced to resign over a lobbying scandal, said the party leadership had to show more emotion.",2,No Relation,C,0,0,1,
1861,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"He debated with journalist and historian Sir Max Hastings who said Britain can't stay in Europe on any terms, but said leaving could mean the UK could find a very tough time out there.",1,Support,C,0,1,0,
1664,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,"Foreign Secretary William Hague has meanwhile ruled out an electoral pact with UKIP, after a BBC poll suggested nearly 25% of Conservative councillors were in favour of such a deal.",1,Support,C,0,0,1,
2255,"If UKIP took all their anti-establishment guff and turned it on the banks and financial institutions then they would have more legitimacy, but instead they turn on Polish and Roma fruit pickers who do unskilled work for minimum wage.","Speaking on Wednesday, the deputy prime minister said he was very surprised to see vans driving aimlessly around north London telling illegal immigrants to go home, and that they were not a very clever way of tackling the issue.",1,Support,C,0,1,0,
2214,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.",He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,C,0,0,1,
944,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","He pointed to the example of Norway, which has invested North Sea oil revenues in a sovereign wealth fund for decades, as to how the UK should maximise the benefits of shale gas.",2,No Relation,C,1,0,0,
1647,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",1,Support,C,1,0,0,
1065,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.",Godfrey Bloom's and other UKIP party members' actions are an insult to all those who have fought against fascism.,0,Attack,C,0,0,1,
2098,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",0,Attack,C,1,0,0,
563,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Mr Farage said he would instead run for a seat in the Commons - specifically the seat of Commons Speaker John Bercow, which, by convention, other major parties do not fight.",2,No Relation,C,0,0,1,
3054,the author seems to thing there is no extrabiblical evidence of a young earth,all of those socalled evidences have been debunked by real scientists with real degrees and have true understanding of science,0,Attack,C,1,0,0,
2839,how do we observe   evolution   occurring i do not see one creature evolving into another one,when i read casey luskins article he made some very good points,0,Attack,C,0,0,1,
2741,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,i will address the post by americans united for separation of church and state here and then address the question of constitutionality in another post,1,Support,C,0,0,1,
3751,electric vehicles,low co emissions ,1,Support,C,0,1,0,
1144,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Italy - like the UK - had offered no places at all, the organisation said.",2,No Relation,C,0,0,1,
1462,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,"The BBC's projected national share of the vote put Labour in the lead with 29% of the vote and the Conservatives in second place with 25%, UKIP in third place with 23% of votes and the Lib Dems fourth with 14%.",2,No Relation,C,1,0,0,
2804,tjopen debate is all we are asking for,some places do seem more open to honest debate over evolution rather than just trying to brainwash kids,0,Attack,C,0,1,0,
3078,i am not an atheist and have no reason to debate with anyone concerning an eternal being who is greater than any of us,aig doesnt believe the geological data,0,Attack,C,1,0,0,
2102,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","South Tyneside councillor and social worker Emma Lewell-Buck, 34, will contest the seat for Labour.",2,No Relation,C,0,0,1,
3510,then a man who needs an artifical heart to survive is a new species of man that is the analogy i gave and you ignored,and well he should have ignored it your analogy is nonsense,0,Attack,C,1,0,0,
2108,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","He debated with journalist and historian Sir Max Hastings who said Britain can't stay in Europe on any terms, but said leaving could mean the UK could find a very tough time out there.",1,Support,C,0,1,0,
1415,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","He called for clarity, and for his coalition colleagues to live up to their manifesto pledge on a vote, calling on them to support the Conservative Party position.",2,No Relation,C,0,0,1,
3022,for the bible to be divinely inspired all the persons writing the bible or translating the bible had to be listening to god all the time,now the trick is to prove that all of the authors were free of stray thoughts and theological spin,1,Support,C,1,0,0,
2721,tjthe government report on the issue validates the charges against the smithsonian institute, lets see would these titles copied from the table of contents of the house of representatives report entitled intolerance and the politicization of science at the smithsonian back up you or me  ,0,Attack,C,1,0,0,
2437,i am an experimental scientist,i only need one sentence to reply to this can the   existence   of a designer be verified by the scientific method  oh it cant oh darn,0,Attack,C,1,0,0,
952,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,The party currently has 19 councillors in local authorities in England - not including town and parish councils.,2,No Relation,C,0,0,1,
923,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"UKIP has reached unprecedented heights in the opinion polls under Mr Farage, coming second in the European elections in 2009 and winning hundreds of seats in May's local elections.",1,Support,C,0,1,0,
2599,science of course has tested the principle even though for a long time it stood as an assumption,this rather poorly phrased term suggests that there may be an enigma but lets look at the apparent correlation between habitability and our existence as observers,1,Support,C,0,0,1,
4044,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,oh no i have seen the whole movie multiple times definitely a film i will not get tired of any time soon,0,Attack,C,1,0,0,
