orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
220,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,1,,,
2520,We should negotiate with terrorists,Negotiation is the only way to solve the underlying problem,1,Support,A,0,,,
1231,that figures,contribution from joe gjoe ggeez pvm your position that everything comes down to sheer dumb luck is totally vacuous,0,Attack,A,1,,,
719,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,The Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.,0,Attack,A,1,,,
2109,it is up to you argue with me or argue with the person you want me to be,it is up to you stop bringing up red herrings or arguing by personal attack or do not expect me to treat your posts with any less contempt than i have for most of what has been posted to this board,0,Attack,A,0,,,
132,UKIP and the Greens are the only parties that haven't screwed us all over yet,"Both the UK Independence Party, which is fielding a record number of candidates, and the Green Party of England and Wales are hoping to make notable gains.",1,Support,A,0,,,
228,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","But UKIP, whose conference takes place at Eastbourne's Congress Theatre and Winter Gardens, is keen to be seen as more than a single-issue party and other issues on the agenda include defence, education and housing.",0,Attack,A,1,,,
1480,pvmcool now the claim is the arrival of variation,i appreciate that you are making attempts to answer all these issues,1,Support,A,0,,,
1772,a lot of them are stupid and come up with outright stupid ignorant arguments against it,not stupid but ignorant and perhaps even foolish,1,Support,A,1,,,
2628,as far as acting and cinematography go this film was great but the content and plot were horrible,are you serious this film is class the way the real world and the fantasy world its not an easy mix to get right,0,Attack,A,1,,,
1207,we also investigate axis of evil aoe type anomalies which detect phase correlations between different multipoles in harmonic space,while i am quite happy with pwning  of the three statements you made i am certainly willing to look at your final claim which references a statement by richard ryals,1,Support,A,0,,,
2384,paper and preferably yellow post it notes for important reminders in app lists tend to be forgotten about,paper is much better and allows you to make more personal notes,1,Support,A,0,,,
208,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.","Talking of the EU, Godfrey Bloom said UKIP was the only game in town, the only party that is going to get us out.",1,Support,A,0,,,
2272,why not london has it all culture fun exhibitions parks what more do you want,better weather,0,Attack,A,1,,,
2409,I prefer trade to aid,Trade requires infrastructure,0,Attack,A,0,,,
866,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,1,Support,A,0,,,
1788,correction its an ancestor of both chimpanzees and humans,oh boy here we go again,1,Support,A,0,,,
2358,low co emissions ,i do agree with this,1,Support,A,0,,,
145,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,"As well as campaigning against wind farms and increased migration, which UKIP claims is placing a strain on housing and public services, the party has three overarching polices for councils across England, all of which appear thoroughly right wing.",1,Support,A,0,,,
2519,We should negotiate with terrorists,Negotiation encourages moderation,1,Support,A,0,,,
2341,but there are very nice beaches nearby,this is true for example baratti is lovely,1,Support,A,0,,,
2297,you can get any other tablet for much less that has the same features ,build quality and response time to input are much better than on other tablets,0,Attack,A,1,,,
2439,Bribery is sometimes acceptable,The demand for bribes would end if companies stopped supplying them,0,Attack,A,1,,,
156,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,Any eccentric comment made by any UKIP [member] immediately becomes a huge national scandal.,1,Support,A,1,,,
1649,after the entire cain and able thing the brother left to another group of people to find a wife,aig argues that pretexts brought by the reader are to blame for difficulties accepting the bible as literal truth,1,Support,A,0,,,
2370,perhaps the most quality consistent series with a stellar character development,no dropoff in quality as the show progresses unlike shows such as dexter californication etc,1,Support,A,0,,,
1605,you cant prove anything using that same thing you have to use evidences outside of that,there is no proof that there even exists a god to begin with so in that case you cant really use that either,0,Attack,A,0,,,
939,highlanderthe lack of evidence supporting materialist assumptions complexity is a chance arrangement means the opposite could be true,these two moves ruling out regularity and then ruling out chance  constitute the design inference,1,Support,A,0,,,
2474,We should create a United Nations standing army,A United Nations standing army would not be costeffective,0,Attack,A,1,,,
1333,ok you are right on this point as well,tjok you are right on this point as well,0,Attack,A,0,,,
2640,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i wholeheartedly agree ive just seen it tonight and was blown away by it i will be thinking of this movie for a long time,1,Support,A,0,,,
2468,We should promote democratisation,Developing countries are generally not altruistic enough to fully support countries and as a result they achieve a useless halfway state,0,Attack,A,1,,,
129,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,Eurosceptic Paul Sykes said UKIP was the last best hope for Britain and he would help fund its election campaign.,0,Attack,A,1,,,
154,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,UKIP leader Nigel Farage said his party was on a journey from a party of protest to a party of government.,1,Support,A,0,,,
1612,which do you believe they are after all both based on books written by men,i actively attend the origins conferences hosted by a variety of different organizations including christian universities reasons to believe and most recently the skeptic society,1,Support,A,0,,,
2129,i was only joking it hit me this morning though that if i am willing to talk about abortion without bringing up god i wonder if the pro choicers could argue their position without bringing up womens rights,womens rights actually exist unlike the christian god,0,Attack,A,1,,,
1344,this is one of the things wesley cites to bolster his case  httpvangogh,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,1,Support,A,1,,,
2188,japan and the former soviet union had very high rates of abortion because of the lack of birth control neither country made such a decision because of religion,that was the past i am speaking of now,1,Support,A,1,,,
569,"The UKIP party is a populist party at the right end of the spectrum, which exploits people's fears of the foreign and unknown.",The committee said the EU had helped to transform Europe from a continent of war to a continent of peace.,1,Support,A,1,,,
289,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"But UKIP has a mountain to climb compared with its larger rivals and still lacks the strength on the ground that the Lib Dems, Conservatives and Labour can command.",0,Attack,A,1,,,
1092,i assert that they have been heard and their arguments have been refuted and thus they are legitimately ignored until they come up with some actual scientific evidence and arguments,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,A,1,,,
1215,whats there left to do,you mean ones like wmap shows that we are at the center of the universe or the quote of carterwell i realize that one does remain the goldilocks enigma is a falsifiable observation that makes testable predictionsas i already explained though observations are seldomly falsified as they are based on observed data,1,Support,A,1,,,
996,this is the age old question,oasthadare we machines choosing between incorrect and correct responses or are we sentient being choosing between good and evil how could you not teach thisthats a good topic for sunday school,0,Attack,A,0,,,
263,Many racists and especially xenophobes find the UKIP message appealing.,"He was a UKIP supporter, he said, because he wanted the UK to withdraw from the European Union, which is by no means a xeniphobic sentiment.",0,Attack,A,1,,,
1079,why would consideration of the designer necessarily introduce religious discussions about theological questions clearly it is because his concept of the designer is a supernatural onewhich was exactly what i was arguing,the ayn rand center says id claims that design can be inferred merely from observed complexity specified complexityi,1,Support,A,0,,,
2633,once you know all the in and outs or all the magic tricks of the movie i dosnt seem as good,i think it gets better you notice little things you get more into looking at the picture not just fitting the pieces,0,Attack,A,0,,,
671,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,A,0,,,
2217,i will post another in the next couple of days,bless your heart,1,Support,A,0,,,
2021, its not falling apart its evolving as new data arrives, people like you should be banned from this website,1,Support,A,0,,,
142,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,"But if you're looking for a serious politician, with a strategic brain, who is able to lead a party and develop and expand a party, well,you won't find them at UKIP",0,Attack,A,1,,,
1495,while i did feel for some time that id had merit i also must admit that i believed for some time that it was religious due to those early pandas drafts,i changed my mind and felt somewhat angry when i realized just what those early drafts meantyou mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,0,Attack,A,1,,,
517,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,1,Support,A,0,,,
1877,there is no actual absolute proof of evolution as some of the people here have stated,evolution has never been witnessed,0,Attack,A,1,,,
945,joe i do,joewe look at the options,1,Support,A,0,,,
2244,the only certain answer is that no one is able to know that,not entirely true,0,Attack,A,1,,,
1393,and seeing that pvm doesnt care about the truth why is he a scientiston the contrary i have been asking you several times now how does id explains the bacterial flagella,joe gi never said anything about einsteins religious convictions,1,Support,A,0,,,
1445,how do we observe   evolution   occurring i do not see one creature evolving into another one,when i read casey luskins article he made some very good points,0,Attack,A,0,,,
510,It's a protest vote because (most) people know that UKIP will never net in power.,But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,A,1,,,
1194,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,fxl wrote so why arent physicists saying gravity is as well established as the theory of   evolution  it  is obvious isnt it i hope not to be too snarky but the pope finally got around to admitting that  galileo was correct in teaching that the earth revolved around the sun get the gravity connection,0,Attack,A,1,,,
143,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"And last autumn, MEP Godfrey Bloom embarrassed the party when he used the phrase bongo bongo land and joked that some female activists were sluts.",1,Support,A,0,,,
2148,that can be proven,no it can not scientific theories are not proven,0,Attack,A,1,,,
202,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","Speaking on The World At One Nigel Farage, leader of the UKIP party, told presenter Shaun Ley that he believes that UKIP are offering a real alternative, and leaving the EU is at the heart of it.",0,Attack,A,1,,,
1640,there is much scientific evidence to proof it its just that you wouldnt believe it anyway,i do not believe in science,0,Attack,A,1,,,
1359,pvmfirst of all the judge observed that the school board was strongly motivated by religious beliefs and the fact that they believed that id presented a scientific hypothesis and thus a valid secular purpose was their downfall ,bowmanmore on the aclus rubber stamped ruling by a practicing attorneynothing wrong with quoting from a well argued submission by the aclubowmanthat said none of this relates to the id ruling since the board members were not id advocates except perhaps superficially,0,Attack,A,0,,,
201,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","But as politicians and the public become more used to devolved government, Giles Dilnot looks at the rise of other parties and UKIP looking to enter NI politics.",1,Support,A,0,,,
334,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.",Godfrey Bloom's and other UKIP party members' actions are an insult to all those who have fought against fascism.,0,Attack,A,0,,,
1653,while aig tries to defend genesis with the weakest possible argument answers in creation explain genesis i in a way that gives it a literal interpretation that is still in line with   science  ,the only assuption we make in science is that the nature of the universe is consistant and rational,1,Support,A,0,,,
1155,icdesignas far as scientific findings go the numbers of evolution believing scientists is on a major decline,i think behe has made the case for obviousdesign within the cell and i dont think you will findanyone who could put it any more clear,1,Support,A,0,,,
1875,evolution has been proven many times,evolution has not been proven,0,Attack,A,1,,,
1846,nothing appeared its very simple,contrary to some belief evolution doesnt conflict with creationismyou just have to read the first story of the bible adam and eve in a less literal sense,1,Support,A,0,,,
2103,how despite centuries of artificial breeding and decades of experiments no one has ever observed one species turn into another speciation,out and out lie there is really no other way to put this,0,Attack,A,0,,,
138,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","Commentators have predicted success for UKIP in the forthcoming European elections, but the borderline racist views of some of its outspoken members have caused a headache for the party leader.",0,Attack,A,1,,,
633,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Oh and if the last few minutes of reading this article has felt like the Nigel Farage Show, he still dominates this political party.",0,Attack,A,0,,,
493,It's a protest vote because (most) people know that UKIP will never net in power.,But as one UKIP member said to me - if this is a protest vote it's a bloody big protest.,0,Attack,A,0,,,
2652,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,im with you on this one brian both my husband and i sat there tempted to turn it off though there was nothing better on at the time so we sat it out,1,Support,A,0,,,
69,If UKIP is really the best our country can do for an alternative then we are all doomed.,"Europe had in the last few years become a huge issue due to the euro crisis and the bailouts, said Mr Helmer, and UKIP is making people aware of this.",0,Attack,A,1,,,
2221,we take reality and describe it in our minds and thus form it into abstract concepts which we can operate with,this is my understanding as well interestingly concepts only approximate that which they intend to define confusion between concept and actuality is fertile ground for misunderstanding,1,Support,A,0,,,
652,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,1,,,
135,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","Demetri Marchessini, who has made two donations totalling £10,000 to UKIP, is a conservative nut case who wrote a book arguing women who wear trousers are demonstrating hostile behaviour.",1,Support,A,1,,,
474,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"He named several seats where his party could win at Westminster level, and claimed the press was desperately scared on UKIP, and keen to run stories attacking his party.",1,Support,A,0,,,
1619,youre missing the point about the four rivers,you are opening the door to a nonliteral explanation of the text,1,Support,A,0,,,
589,UKIP doesn't need to win power to force the changes people want.,UKIP leader Nigel Farage has demanded a written in blood guarantee of a referendum on EU membership before entering any pact with another party.,1,Support,A,1,,,
1844,actully uncomplext compunds bonded to geather to create chemicals and very very uncomplect cell fragments that then banded to geather with otherthings for survival and formed the first very simple cells that then became more complext,god was created by people who needed faith in something,1,Support,A,0,,,
2416,We should grant politicians immunity from prosecution,Seeing a politician put on trial hurts the integrity of their office,1,Support,A,0,,,
1777,to me i do not see us evolving even if it takes forever it still does not show,first of all there have been writings in hebrew ,1,Support,A,0,,,
2247,this could not be more far from the truth because running is more intense the general health benefits are higher within reason more pain is more gain,jogging is just as good as walking but it is done at a faster pace which results in higher impact on your knees hips and other joints,0,Attack,A,1,,,
603,UKIP is a vessel through which a protest is being delivered. ,But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,A,0,,,
418,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","Mr Farage will tell members at the conference in London that, by the 2015 general election, UKIP will overtake the Lib Dems in terms of its support base.",1,Support,A,0,,,
2516,I believe that opinion polls harm the democratic process,Opinion polls provide useful information to politicians,0,Attack,A,1,,,
1389,id explains the genetic code the same way we explain a computer code,joe gnow you are just lying,1,Support,A,1,,,
1003,i think this comes down to an irreducible complexity argument,as much as i might believe that there is some sort of creator and that a creation occurred you cannot justifiably intermingle science and religion,1,Support,A,1,,,
2420,We should grant politicians immunity from prosecution,Immunity for politicians is an unjust double standard,0,Attack,A,1,,,
1997, nothing in biology makes sense except in light of evolution, i definitely agree with evolution,1,Support,A,0,,,
1071,intelligent design if true would indeed have amazing implications,in arguing for the existence of god dr,1,Support,A,1,,,
1401,the  commandments are not the sole source of morality,what i am saying is if we teach laws,0,Attack,A,1,,,
2095,yes i have read these things,but did not understand them,0,Attack,A,1,,,
793,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.",The two-day conference is also set to discuss the UKIP leadership's plans to ensure migrants have private health insurance and for social housing to be prioritised for people whose parents or grandparents were born locally.,0,Attack,A,1,,,
1450,jim,jimfinally i just want to say that it appears to me that statements made against id and their proponents  made by others not you  regarding id has been so emotionally charged it makes me feel their judgment is affected,1,Support,A,0,,,
1558,from here we can see that the bible already is going to not have any sort of  exact meaning,in  when questioned by clarence darrow william jennings bryan stood by the bible,1,Support,A,1,,,
2090,i am always right except when i am wrong,so far you have been nothing but wrong,0,Attack,A,1,,,
1785,the theory behind evolution is not that an organism evolves during its lifetime but that the species evolves over thousands if not millions of years or generations,hey razza for i wanna say thanks for standing up for what u believe in most people want hard evidence that will prove gods existence when really we ourselves are evidence that god exists,0,Attack,A,0,,,
1860,and i guess those differences bring us right back to the atheist vs,aristotle socrates and plato,1,Support,A,0,,,
2008, then again i often wondered as a child why and how the whole universe was created in the first place, evidence indicating intelligent design is abundant and overwhelming,1,Support,A,1,,,
197,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,Some earlier polls have had UKIP snapping at the heels of the Liberal Democrats - and leader Nigel Farage has said its aim must be to overtake Nick Clegg's Liberal Democrats to become the third force in British politics.,1,Support,A,0,,,
624,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,0,Attack,A,1,,,
269,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","He also said it should be predominantly about people who have a chance of being PM, a category which he said did not include Mr Farage, who was only in it for some publicity.",1,Support,A,0,,,
549,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.",UKIP has won 42 seats so far and is averaging 26 per cent of the vote in the wards where it is standing.,1,Support,A,1,,,
554,"Whatever you think of UKIP, you've got to admit that Farage is a superb speaker.","He's very outspoken - even the people who don't share his message think that he's a great speaker and fun to listen to, says Soini.",1,Support,A,0,,,
1694,include the transmission of the biblical text,using logic to apply consistent artistry to the mass of creation we may assert the existence of the artist almighty god  if we exercise faith toward god by believing that he exists in the very manner that he says that he does then we may logically apply his consistent character including his artistic signature in creation to all things that god the artist creates,0,Attack,A,0,,,
804,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,1,,,
1275,first off the human eye did not pop into existence by chance it is the result of billions of years worth of   evolution  ,the whole point of bringing up the eye example is to demonstrate that id is an actual theory and not a simple example in which someone proclaims that something is too complex based on their own judgements,0,Attack,A,1,,,
495,"The ratio of nutters in UKIP is far higher than in other parties, especially so since they seem determined to take all the Tories' fruitcakes off them.","Immigration has also been an issue and UKIP, which rejects charges of being racist, sees the EU question being at the heart of it.",0,Attack,A,0,,,
1093,if theres something on    evolution    news its irrelevant to intelligent design andor distorted beyond all scientific recognition,if theres something on    evolution   news its irrelevant to intelligent design andor distorted beyond all scientific recognition,0,Attack,A,0,,,
2339,lucca is lovely and off the tuscan beaten track,pretty walled town close to the better known florence and pisa a great basis for visiting tuscany,1,Support,A,0,,,
1029,satan is sure behind all of these things,thats classy,1,Support,A,0,,,
1416,the writer of this piece is working for a salary,idnetthe writer of this piece is working for a salary,0,Attack,A,0,,,
1224,if we dont know then no one can say that a designer was not involved or not required, joeif we dont know then no one can say that a designer was not involved or not required,0,Attack,A,0,,,
1752,what does random premarital sex lead toa number of possible outcomes based on a number of factors,i believe that the first chapters of genesis including the ancient history of the hebrew people should be understood within the context of covenant,1,Support,A,0,,,
771,"UKIP is a party stronger for its diverse opinions and sometimes anarchic views; much better than the automatons in the Establishment parties, who just say what they think the public wants to hear, except when the mask slips.",And they also seemed very thankful to have the colourful Nigel Farage back as party leader.,1,Support,A,0,,,
1408,as to the ncse not wanting to discuss somehow i see few id proponents on this group and behe seems to have ignored matzkes excellent critiques,agreed that religious belief should not necessarily compel the rejection of wellestablished results from welldeveloped scientific fields,1,Support,A,0,,,
374,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.",And there are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,A,0,,,
1346,after some diversions to point out that augustine himself held some inconsistent positions tj finally comes to the quote i providedtji understand what he is saying but for this to be valid the unbeliever has to accurate in what he believes,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,0,Attack,A,1,,,
2165,that post was a joy to read,yes great post bradley well written perceptive and insightful,1,Support,A,0,,,
2494,Terrorism can sometimes be justified,Terrorism creates a negative abusable portrayal,0,Attack,A,1,,,
1063,i was going to post a long reply discussing each quote in detail but i decided this was so much simpler,in fact the history of life shows a pattern of explosions where new fossil forms come into existence without any clear evolutionary precursors concurring with design theory that predicts that species might appear abruptly,1,Support,A,1,,,
507,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,A,0,,,
1388,as for scientific evidence for id start with the genetic code,id explains the genetic code the same way we explain a computer code,0,Attack,A,1,,,
1898, yes evolution has hard scientific fact and the creationists put all of their faith in a book that is supposed to be the word of god but it was written by people, none of the things that people put forward as evidence of a god are evidence for a specific religion,1,Support,A,0,,,
872,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",1,Support,A,0,,,
2123,creation scientists read the sedimentary record of the placement of strata as evidence of the great flood while evo scientists read the same evidence very differently as evidence of an old earth,and creationists who can not tell the difference between cats and nuclear reactors do not understand fluid mechanics,0,Attack,A,1,,,
1510,stop eating at creationists heads and settle down a tad,it is not entirely clear to me who you are inditing for being rude so i wont attempt to defend them,0,Attack,A,1,,,
2577,animal kingdom is better than the town and winters bonei have just seen animal kingdom and wow what an awesome movie it was,it certainly is and its a crime this didnt get a bigger push i think mainstream audiences would have loved it easily one of the best films of the year,1,Support,A,0,,,
1069,the di is correct to point out that a lack of merit of id should not be confused with its religious implications however the combinations of its religious foundations with a lack of scientific content provides a strong argument against id having merit scientifically and delegates it to the realm of theology,but i think you dont realize the importance of your concession that the di is correct to point out that a lack of merit of id should not be confused with its religious implications,1,Support,A,1,,,
2522,We should negotiate with terrorists,Negotiations cannot take place while innocents are being threatened,0,Attack,A,1,,,
525,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","More people were considering voting for UKIP at a general election than ever before, he suggested, and this current poll surge was different from previous spikes in support which were linked to European elections.",1,Support,A,0,,,
1197,richard dawkins and victor stenger argue that the existence of a creative superintelligence or god are scientific questions,the first point stressed in my college biology class was in fact that we as scientists cannot ascribe purpose to chemical and biological functions,0,Attack,A,1,,,
2000, there are documented cases of specific species adapting over time, i think  the case against evolution is wrong and misinformed,1,Support,A,1,,,
362,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",The EU is no longer an academic debate because it's affecting people in their everyday lives.,1,Support,A,1,,,
765,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.",Mr Farage has successfully broadened UKIP's appeal away from Europe.,0,Attack,A,1,,,
1638,i dont see what is so hard about it,your stating what you believe not what can be demonstrated scientifically,0,Attack,A,1,,,
1479,sologosi dont believe that there is a significant controversy about the concept of natural selection,pvmcool now the claim is the arrival of variation,0,Attack,A,1,,,
2624,the themes and the dark tragedy to life wrapped around a child is so realistic to how kids are raised now it is truly amazing and a feat to behold to see,i found del toros attempts to blend fantasy and reality to be quite ham fisted and lazy,0,Attack,A,1,,,
2235,carefully think about this statement christianity is based upon the essential beliefs that god is allpowerful man is fallen and in need of redemption,well there is a little more to it than that but agreed,1,Support,A,0,,,
1614,have you been to the icr facility to watch their presentationicr teaches hilarious nonsense,are they any less a scientist because they use   science   and their   education   to prove that evolution is falsethey are not scientists because their evidence is false,1,Support,A,1,,,
1195,fxl wrote so why arent physicists saying gravity is as well established as the theory of   evolution  it  is obvious isnt it i hope not to be too snarky but the pope finally got around to admitting that  galileo was correct in teaching that the earth revolved around the sun get the gravity connection,it is obvious isnt it i hope not to be too snarky but the pope finally got around to admitting that galileo was correct in teaching that the earth revolved around the sun get the gravity connection,0,Attack,A,0,,,
