orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
1878,evolution has never been witnessed,the aftermath of evolution has been witnessed but never the actual process itself,0,Attack,A,0,,,
390,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","His team sell a rather low-grade tea towel bearing the face of Herman Van Rompuy, the president of the EU council, with the slogan genuine Belgian damp rag.",1,Support,A,0,,,
116,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,But there are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats.,0,Attack,A,0,,,
256,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",Mr Farage's pitch is attractive to voters.,1,Support,A,0,,,
2061,it is just feeding off of the mother,just spoken like a true man,0,Attack,A,0,,,
2633,once you know all the in and outs or all the magic tricks of the movie i dosnt seem as good,i think it gets better you notice little things you get more into looking at the picture not just fitting the pieces,0,Attack,A,1,,,
2561,Governments should be allowed to disrupt Internet service on grounds of national security,The internet is a threat to public safety,1,Support,A,0,,,
529,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Britain would prosper outside the EU, he argued, and talk of its losing trade was not credible.",1,Support,A,1,,,
1969, the simplest way to prove it is this, i am a christian and i do believe in evolution because there are quite an amount of amazing proofs for it,1,Support,A,0,,,
1313,id without a designer the cause of the big bang is unknown,the cause of the big bang is currently unknown but it is also undergoing investigation,0,Attack,A,0,,,
1151,im not a cell expert either and understanding what behe wrote in his argument doesnt require it because he didnt say anything except cellular machinery is complex therefore it must be designed,but dont try to lead me astayi wanted to try and lead to the truth from being astrayactually,0,Attack,A,0,,,
1262,to sneer at aynrandinstitute and ayn rands philosophy is to fail to address the growing primary reason why people are deciding god is not an explanation of anything,youre lucky not enough people know or care enough about your religion to throw out opinions based on it presented as science philosophy logic or fact on the spot,0,Attack,A,1,,,
1391,einsteinit was of course a lie what you read about my religious convictions a lie which is being systematically repeated,i never said anything about einsteins religious convictions,0,Attack,A,1,,,
2615,i actually really loved moon i was invested the entire way through,for some reason i was bored endlessly by moon i found myself uninterested and disorientated from the central character who could not connect with and had zero interest in,0,Attack,A,1,,,
589,UKIP doesn't need to win power to force the changes people want.,UKIP leader Nigel Farage has demanded a written in blood guarantee of a referendum on EU membership before entering any pact with another party.,1,Support,A,1,,,
2002, there are plenty of examples of species evolving in present times, actually most leading scientists nowadays support evolution and of course its going to have massive holes in it thats what makes it a theory,1,Support,A,1,,,
2509,I believe that opinion polls harm the democratic process,Opinion polls are subject to bias and often produce faulty information on which decision are made,1,Support,A,0,,,
1752,what does random premarital sex lead toa number of possible outcomes based on a number of factors,i believe that the first chapters of genesis including the ancient history of the hebrew people should be understood within the context of covenant,1,Support,A,0,,,
1582,is often confused for rhetoric,the point of the debate is to set up a straw man that the world was created in six days that antichristians can knock down,1,Support,A,1,,,
2553,Transparency is necessary for security,Transparency helps reduce international tension,1,Support,A,0,,,
1690,you are ignoring centuries of good scholarship including that in the last century specifically engaging the arguments of historical criticism and socalled higher reasoning,the scripture is silent as to which locale in the spacetime continuum the author of the account was measuring time from on the first day of creation,1,Support,A,1,,,
2257,maybe it is a bit too industrialised,but there are very nice beaches nearby,0,Attack,A,1,,,
121,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"Voters appear restive, often reluctant to support the larger parties.",1,Support,A,0,,,
1007,very well said,that reply was to allogic,1,Support,A,0,,,
942,the design inference reached based on our knowledge of what nature operating freely can  cannot do coupled with our knowledge of what designing agencies can do,joe argues that the design inference is disallowed and we agree to the extent that it fails to be scientifically relevant a posteriori but of course it is never disallowed a priori,0,Attack,A,0,,,
1491,why should god be directly implicated when it looks like a duck smells like a duck walks like a duck,fxl insists that just because god is absent from the book that it therefor could not have been based on creationism even though it defined creationism to be in line with its predecessors and later renamed the term to read design,0,Attack,A,0,,,
1476,there is more than naturalism can engage,there is more than naturalism can engage,0,Attack,A,0,,,
1957, you shouldnt just blindly repeat things you hear, did you really just say that no scientist can support evolution  the theory of evolution came about from scientific discovery so your statement makes hardly any sense,1,Support,A,1,,,
1733,in genesis we have no reason to believe that one day meant any more than one day today,if scientific inquiry has shown conclusively that genesis is at best allegorical then christians should reconsider beliefs that presume a historical interpretation of eden,1,Support,A,1,,,
2642,i cant believe that a great film like this can receive such a low rating while the likes of shawshank redemption and batman sit comfortably in the top  list of the entire website,this film is very underrated especially by critics why this film is a big twist even better than sixth sense and that crap memento,1,Support,A,0,,,
50,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",But immigration has also been an issue and UKIP sees the EU question being at the heart of it.,0,Attack,A,1,,,
1428,so would you like to give a better explanation on what current ool theories exist this is definitely a subject in origins debate that interests me most,instead of a bolt of lightning hitting a pool of   chemicals   and making a cell pop outwhere did i say thatit was most likely a slow process taking place along the ancient shores,0,Attack,A,0,,,
991,  intelligent design does have merit,jumpstart helps us understand the eliminative nature of idit is difficult even improbable to imagine how such a process could happen without being jump started,0,Attack,A,0,,,
2576,animal kingdom is better than the town and winters bonei have just seen animal kingdom and wow what an awesome movie it was,i totally agree animal kingdom to me was the best movie of the year,1,Support,A,0,,,
2097,you consider this refuting my evidence what amazes me is that you all scoff at creationism yet this is the best most of you can offer to refute scientific evidence which supports the flood,you ask someone to explain polystrate fossils three people do you plug your ears and go i can not hear you then demand that someone explain polystrate fossils,0,Attack,A,0,,,
427,"It feels like UKIP is anti most things and base their politics on this: Anti-aid, Anti-immigrant – at times even anti-politics; it is therefore difficult to understand what they actually stand for and want to work towards.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",1,Support,A,0,,,
822,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,"Mr Cameron once described UKIP as a party of fruitcakes, loonies and closet racists.",1,Support,A,0,,,
2167,this is where the competition really occurs this is why natural selection the ability to go on to breed on the level of the population is actually nonrandom,wow supersport got something right,1,Support,A,0,,,
2545,We should force think tanks to reveal all of their sources for resource funding,Think tanks may become smoke screens for criminal groups,1,Support,A,1,,,
2154,murder is always illegal,we agree on something,1,Support,A,0,,,
1166,behe assertsdesign is recognized in the purposeful arrangement of partswho decides if an arrangement of parts is purposeful  what does purposeful really mean in that statement  do the parts have purpose  does the arrangement have purpose  did the designer have purpose  if i take an old wristwatch and remove all the springs and gears and arrange them in a circle is the circle designed  if i throw them in a heap are all of the parts of the watch no longer designed  if i pick up some metal shavings off of the floor from under the lathe in the machine shop and arrange them into a complicated mathematical pattern that i generated using a computer program can you tell if this is a purposeful design or just a random designis a virus designed  a prion  a fragment of rna a benzene molecule  how can you tellwaving your hands and saying i know design when i see it and all life was obviously designed just wont cut it,who decides if an arrangement of parts is purposeful what does purposeful really mean in that statement do the parts have purposeif there is some form of synergy in the arrangement then yes that would be purposeful,0,Attack,A,0,,,
1779,theres no point arguing against evolution when you dont understand it in the first place,now creationism to me makes much more sense,0,Attack,A,1,,,
2658,the only good thing in this movie was dr schultz after that it was a yawn fest,very true its as unpleasant as can be and not entertaining in the least this has to be the most overrated film of the past two years,1,Support,A,0,,,
2210,aikido judo and karate wado ryu would constitute a good combination,some of these martial arts videos are remarkable,1,Support,A,0,,,
2591,movies should be fun entertaining this movie is not waste of my time,then dont watch it its that simple but dont say that movies should be one thing have you not read depressing literature or stared at melancholic paintings before,0,Attack,A,1,,,
902,schools should teach competing theories the idea that creationists reject mutation or natural selection is ridiculous,teaching creationism is in no way akin to child abuse,1,Support,A,1,,,
273,The only reason we are even having a sensible debate about Europe are UKIP.,"It is doing the country serious damage because there are large numbers of potential investors in the UK who would bring employment here, who are being warned off because of the uncertainty all of this is creating.",0,Attack,A,0,,,
1727,dr,a six day creation is a literal interpretation of genesis but it is not the only literal interpretation,1,Support,A,0,,,
1173,not all this link was identified in my last reply    httpwww,actually the construction of the cell rather suggests chance,0,Attack,A,1,,,
1174,actually the construction of the cell rather suggests chance,jaythat means that anyone who dares speak of purpose or design within science or when discussing scientific evidence ceases to be a scientist,1,Support,A,1,,,
1135,as much as behes somewhat misleadingyet when lenski tracked down the mutations they tended to be degradative changes ones which destroyed genes or made them less efficient,for example humans have acquired a number of helpful genetic changes in our battle with the malarial parasite over the past ten thousand years,1,Support,A,1,,,
1448,in answering your questions i will try to keep on point,jim,0,Attack,A,0,,,
12,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",The UK Independence Party had its best ever local election night with a 14% share of the vote where they had candidates.,1,Support,A,1,,,
1412,you are confusing mn with is a methodology with a worldview again,who the designer is has nothing to do with it and everyone knows that,1,Support,A,1,,,
213,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","There is also a democratic argument about who runs our country,  he added.",1,Support,A,0,,,
1642,all this is hard to understand,as i stated above i believe neither side,0,Attack,A,0,,,
525,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","More people were considering voting for UKIP at a general election than ever before, he suggested, and this current poll surge was different from previous spikes in support which were linked to European elections.",1,Support,A,0,,,
362,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",The EU is no longer an academic debate because it's affecting people in their everyday lives.,1,Support,A,1,,,
307,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",Mention Farage and the facial expression you're met with is one of crumpled disgust.,0,Attack,A,1,,,
102,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","If UKIP has good cause to think that it should be in the TV debates and it's excluded, we will provide an alternative form of entertainment on the evening.",0,Attack,A,0,,,
1510,stop eating at creationists heads and settle down a tad,it is not entirely clear to me who you are inditing for being rude so i wont attempt to defend them,0,Attack,A,1,,,
703,Plenty of survey's have shown UKIP to be the most hated of the main parties.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,A,1,,,
1273,i guess i must be old fashioned  but i do believe in real science,intelligent design has been misrepresented as some kackamamy religiously motivated scheme by those who are afraid to challenge what they believe in,1,Support,A,1,,,
1600,is god all powerful no because he gave that up when he gave mankind free will,so if god is not all powerful and all knowing then god is fallible,1,Support,A,0,,,
1020,with belief,my other comment focused more on my atheist background but i wanted to respond to your scientific misconceptions,0,Attack,A,0,,,
1735,doctrines such as original sin substitutionary atonement and the trinity are very well described in the bible,first of all i have no presupposed attitude,0,Attack,A,0,,,
1046,theories are not supported by finding confirming evidence only,ufcarazy although it is clear that id has led to some successful predictionsreally  what predictions has id made  and along those lines how exactly would id be falsifiable  without valid answers to these two questions it does not even begin to qualify as   science  ,0,Attack,A,1,,,
1929, god created the world we did not evolve from monkeys its in the good book, the evolution that i believe in is not the kind you think,1,Support,A,0,,,
520,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.",Former Europe Minister Denis MacShane said the EU was Britain's biggest trading partner.,0,Attack,A,1,,,
973,first i believe that religion is manmade as are christ buddha mohammed et al,ask yourself this if the universe is expanding what happens when that expansion ceases my answer is that it cant be random,0,Attack,A,0,,,
749,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",They seemed very thankful to have the colourful Nigel Farage back as party leader.,0,Attack,A,0,,,
354,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.",He said the UKIP had never been more important for our freedom as a self-governing democracy and had to go on telling the truth about Europe.,1,Support,A,0,,,
2140,evolutionists cannot support their theory and expect you to find proof to support yours,i thought you said that you had been following the converstaion i guess you did not understand any of it,0,Attack,A,0,,,
1386,i guess this means that what id proponents say about id is irrelevant even though said proponents are the ones who started idfascinating indeed,as for scientific evidence for id start with the genetic code,1,Support,A,1,,,
1514,oopsie,that luskin accuses the ncse of rewriting history and law when both clearly established the evolution of creationists via cdesign proponentsists to design proponents,0,Attack,A,0,,,
1844,actully uncomplext compunds bonded to geather to create chemicals and very very uncomplect cell fragments that then banded to geather with otherthings for survival and formed the first very simple cells that then became more complext,god was created by people who needed faith in something,1,Support,A,1,,,
1952, they all kinds of evidence that evolution exists, evolution is just logic,1,Support,A,1,,,
284,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","The UK Independent Party says it is the only party which will pull the UK out of the European Union and, with Nigel Farage at the helm, will put us back on track.",0,Attack,A,1,,,
763,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","UKIP candidate Diane James came second with 11,571 votes, her 28% the party's best-ever showing in a Westminster election.",1,Support,A,1,,,
186,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"Some recent polls have placed UKIP, which wants the UK to leave the EU, in third place ahead of the Liberal Democrats.",1,Support,A,1,,,
2497,I support the truth and reconciliation commission,International and intergovernmental bodies are better able to secure justice for the victims of war crimes,0,Attack,A,1,,,
2638,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,completely agree with the original post just watched it for a second time after i saw it years ago and i am completely blown away,1,Support,A,0,,,
2647,i really liked this movie a lot loved the performances of all the actors and even the story but was not quite convinced with the ending,i liked the ending as well sort of like the ending of the graduate no point in adding a coda it is best left with loose ends,0,Attack,A,0,,,
761,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,Sir Menzies Campbell suggested the government was worried about a political backlash amid public concerns about immigration levels in general.,1,Support,A,1,,,
1605,you cant prove anything using that same thing you have to use evidences outside of that,there is no proof that there even exists a god to begin with so in that case you cant really use that either,0,Attack,A,0,,,
1355,he was a judge,as explained on that page some of the scientific journals and other prestigious academic sources that have published peerreviewed scientific publications by id proponents supporting core id arguments includeand then the discovery institute continues to claim some journals without providing much of any reference to the actual papers,0,Attack,A,0,,,
1366,from the above linked paper by peter irons i quote the followingpeter ironsin an undoubtedly unintentional slip which they may well regret the di authors have effectively given away the store with their concession that under the lemon test all that was necessary for judge jones to determine that an establishment clause violation had occurred was to find that the dover school board members had predominantly religious motivations for enacting their id policy,peter irons article is only one part of the montana law reviews take on this,0,Attack,A,0,,,
2419,We should grant politicians immunity from prosecution,Politicians who commit crimes are likely unfit to serve,0,Attack,A,1,,,
679,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","In 2006, the lower-key Knapman retired, to be replaced by Nigel Farage, an eye-catching media performer who pledged to make UKIP a truly representative party, ending its image as a single-issue pressure group.",0,Attack,A,0,,,
784,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"Meanwhile, the Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.",0,Attack,A,0,,,
2463,We should promote democratisation,Democracies are more peaceful countries both domestically and internationally and so it is in our interests to promote it worldwide,1,Support,A,0,,,
291,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"UKIP has reached unprecedented heights in the opinion polls under Mr Farage, coming second in the European elections in 2009 and winning hundreds of seats in May's local elections.",1,Support,A,0,,,
2006, i see the creation story as one perspective from one group of people, i interpret the creation story as a metaphor with science as how god made humans,1,Support,A,1,,,
1139,science was able to intelligently design flagellar function,science did not design the functionality scientists observed the functionality and developed theories on how it function  how that function came about,0,Attack,A,1,,,
1441,its not about believing in id many people have come to accept by faith the existence of a god but rather that scientists do not believe that id has much of anything to offer scientifically speaking,creationism has more solid evidence than   evolution   does,0,Attack,A,1,,,
431,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,A,0,,,
2177,did a famous gangster not once escape from jail using a gun he carved from soap maybe oz should ban bars of soap,yea that was uncle john,1,Support,A,0,,,
538,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,One Conservative MP has suggested his party consider a pact with UKIP at the next election.,1,Support,A,0,,,
2087,how can it get anymore embarrassing for science that they got the premise wrong for all these years,do you actually have any idea how science works why are you not embarrassed for creationism,0,Attack,A,1,,,
739,UKIP is a vessel through which a protest is being delivered. ,"It is a disappointing result for the Conservative Party, but it is clear that, in mid-term by-elections, people want to register a protest.",1,Support,A,0,,,
2440,We should fear the power of government over the internet,Regulating the Internet is a means for governments to spy on their citizens,1,Support,A,0,,,
719,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,The Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.,0,Attack,A,1,,,
