orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance
3457,if you think we can not rise up against tyranny then you must support dictatorship,your twisted logic strikes again i realise that if a group of you were to take your guns and rise up against the current administration you would all be labelled terrorists this is not evidence that i support the current regime how you could twist it to seem so is beyond me,0,Attack,C,1,0,0,
1072,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",We need to show respect for people who have taken the choice to support this party and we are going to work really hard to win them back.,1,Support,C,0,1,0,
1704,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"Foreign Secretary William Hague has meanwhile ruled out an electoral pact with UKIP, after a BBC poll suggested nearly 25% of Conservative councillors were in favour of such a deal.",0,Attack,C,1,0,0,
2381,that one is from isaiah ,yes god is by his nature  supernatural,0,Attack,C,0,0,1,
1485,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","Mr Farage told the BBC that since the general election UKIP had trebled its vote share, according to opinion polls.",1,Support,C,0,1,0,
1631,The Ukip is only an effect of years and years of fake politics and a lot of radical chic talking nonsense through editorials.,"UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",1,Support,C,1,0,0,
3270,evolution has not been proven,there is no actual absolute proof of evolution as some of the people here have stated,1,Support,C,0,1,0,
135,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","I remember we were in Ypres, it was about 3:00am in the morning, we must have drunk the restaurant completely dry - it was one hell of a session, and I called time.",2,No Relation,C,0,0,1,
1290,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",The Tories said an application to rejoin them had been rejected.,2,No Relation,C,0,0,1,
1343,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Timo Soini, leader of the Eurosceptic True Finns Party, which gained 19% of the vote at Finland's general election in April, will also address delegates.",2,No Relation,C,1,0,0,
1626,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,"UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",1,Support,C,0,1,0,
2457,i was going to post a long reply discussing each quote in detail but i decided this was so much simpler,in fact the history of life shows a pattern of explosions where new fossil forms come into existence without any clear evolutionary precursors concurring with design theory that predicts that species might appear abruptly,1,Support,C,0,0,1,
2704,natural pertaining to or part of the observable world,i dont really believe in the supernatural unless you wanted to say that the first cause behind the big bang is beyond the observable world and therefor supernatural,0,Attack,C,0,1,0,
3074,human beings added names to the days of week they were originally and simply numbers,why should we just stop  why not keep trying to understand the universe  i could never imagine being satisfied with a god did it,0,Attack,C,0,1,0,
2786,i never said anything about einsteins religious convictions,and seeing that pvm doesnt care about the truth why is he a scientiston the contrary i have been asking you several times now how does id explains the bacterial flagella,0,Attack,C,0,0,1,
1377,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP, which is fielding a record number of candidates in next month's elections on the back of strong performances in recent Westminster by-elections, said the issue was definitely coming up on doorsteps.",0,Attack,C,0,1,0,
466,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",Leader Nick Clegg said the party's candidate Mike Thornton had pulled off a stunning victory which had been secured against the odds.,1,Support,C,0,0,1,
3644,i would suggest just buying a tablet either an ipad or any android tablet no need to pay the cost of a laptop,some tablets are more expensive than laptops so i propose to buy a laptop or a netbook,0,Attack,C,1,0,0,
2187,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.","Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",0,Attack,C,1,0,0,
642,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,UKIP's fortunes have improved and it recorded its best performance in a parliamentary by-election in Rotherham in December.,1,Support,C,0,1,0,
2393,on pandasthumb nick matzke whose contributions to dover v kitzmiller were instrumental in the stunning defeat of intelligent design and whose contributions to exposing the fallacies in behes arguments as well as the extent of ignorance of science amongst id proponents has caused much concern amongst id proponents so much that in general they have chosen to pretend in a typical creationist fashion that matzkes arguments do not exist,i read the entire article,0,Attack,C,0,0,1,
1368,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,C,0,1,0,
2614,you gave  claims of intelligent design intelligent agents sometimes leave traces of their activity behind like fingerprints on evidence,also christians concerned about science,0,Attack,C,0,0,1,
1801,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"A poll suggests that 56% of people want major curbs on immigration,",0,Attack,C,0,1,0,
2049,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"While the number of immigrants arriving in the country remained virtually unaltered over the period, the increase was driven by a change in the number of people leaving Britain.",2,No Relation,C,1,0,0,
1418,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"This is not a one-off result, this is a springboard and we will go on from here to fight a thousand council seats and contest in Scotland, Wales and Northern Ireland.",2,No Relation,C,0,0,1,
3487,the controversy is over whether it is man made or not,and if we can actually do anything about it from what i hear on the fringes the debate should not be about how to change or stop it but how to change to deal with it and what we should expect as society adapts to a change in climate,0,Attack,C,1,0,0,
2657,youre lucky not enough people know or care enough about your religion to throw out opinions based on it presented as science philosophy logic or fact on the spot,hello richardi admire your wealth in cash funds,0,Attack,C,0,0,1,
899,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,He later joined UKIP and acted as its Commonwealth spokesman in 2013 but quit the party in December.,2,No Relation,C,0,0,1,
2368,ask yourself this if the universe is expanding what happens when that expansion ceases my answer is that it cant be random,pvm those are merely my opinions,0,Attack,C,0,0,1,
825,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"The English Democrats later claimed Mr Nattrass had agreed to join them and run in next year's European elections, but had then changed his mind.",2,No Relation,C,0,0,1,
656,It's a protest vote because (most) people know that UKIP will never net in power.,"Unlike all the others I actually had a job in the real world, for 20 years, Mr Farage said.",2,No Relation,C,0,0,1,
1657,"The only people who should be voting for UKIP are Conservatives who believe that the Conservative Party isn't defending the rich enough, or that the Conservative Party isn't denying global warming enough.","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",2,No Relation,C,1,0,0,
912,Beyond leaving the EU and migration what ukip have no policies!,They were asked if they were more or less active within the party than they were five years ago.,2,No Relation,C,0,0,1,
1832,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","When asked about Labour's performance in the local elections in May, he said the One Nation label was good, but that they needed the policies behind it to back it up.",2,No Relation,C,0,0,1,
3943,We should force think tanks to reveal all of their sources for resource funding,Think tanks should be assessed by the value of their ideas not by who funds them,0,Attack,C,0,1,0,
787,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","After pursuing a career in the media, Mr Hamilton returned to the political spotlight earlier this year when he joined UKIP - which campaigns for the UK to leave the EU.",2,No Relation,C,0,0,1,
1145,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","The Conservatives failed here because traditional Tory voters look at Cameron and they ask themselves 'Is he a Conservative?' and they conclude 'No, he's not'.",2,No Relation,C,0,0,1,
518,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","In response to Mr Barroso's comments, Mr Callanan said it was a bit rich for the unelected head of the European Commission to give electoral adviceâ€¦ but I suppose that's typical of him.",2,No Relation,C,0,0,1,
1052,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"He unsuccessfully ran for Parliament last year, after setting up his own anti-corruption party.",2,No Relation,C,0,0,1,
165,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","He claims to have no ambition for high office - and with the party still lacking representation at Westminster that is not going to happen soon - but it has, against all the odds, established itself as a genuine force.",2,No Relation,C,1,0,0,
688,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"Firms with apprenticeship schemes had a workforce that was more motivated and connected, he suggested.",2,No Relation,C,0,0,1,
2878,i happened to drop by the discoverys institutes website which claims to be interested in improving the accuracy in reporting and read an interesting blurb titled ncse promotes shrill editorial suggesting students be forced to consider the possibility that there is no god,so i decided to check out the actual articles in question and much to my dismay i came to realize that this seemed to be a blatant quote out of context,0,Attack,C,0,1,0,
3720,i stayed a couple of times at the londa beach hotel it is fantastic friendly stuff great service and beautiful location,i went to its website and indeed it looks like a magnificent place to stay in,1,Support,C,0,1,0,
3499,the article as a whole never made that argument either,okay yankee fan keep pretending that it does not well if you never read the article you would not be pretending as that would be an argument from position of ignorance,0,Attack,C,1,0,0,
68,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Many hospitals are overburdened with long waiting times and do not want to act as immigration officials while the NHS is already buckling under the weight of administration, Tim Aker, the head of the party's policy unit said.",2,No Relation,C,0,0,1,
3905,I believe that opinion polls harm the democratic process,Opinion Polls should not be published 2 weeks in advance of an election,1,Support,C,0,1,0,
2976,is often confused for rhetoric,the point of the debate is to set up a straw man that the world was created in six days that antichristians can knock down,1,Support,C,0,1,0,
3910,I believe that opinion polls harm the democratic process,Opinion polls provide useful information to politicians,0,Attack,C,1,0,0,
339,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"This will be only the fifth occasion since the 1945 general election when the Lib Dems, or their predecessors the Liberals, have defended a parliamentary seat in a by-election.",2,No Relation,C,1,0,0,
2141,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,C,0,0,1,
1264,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"On Saturday, the leaders of Britain's three main political parties issued a joint statement backing a UN appeal to raise Â£4bn to help Syrian refugees.",2,No Relation,C,0,0,1,
1252,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.",He said many people were beginning to prefer what UKIP was offering - which he called the politics of the common ground.,0,Attack,C,1,0,0,
2468,i dont agree with the very first statement that id limits its claims to what can be scientifically inferred from the empirical domain,sharky has pointed out the problem with id namely the flawed concept that ordinary and rarefied design can be detected reliably based on the same approach,1,Support,C,0,1,0,
1254,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","It is not certain whether this will be repeated, but Mr Farage argues that, as his party is enjoying a sustained run of good ratings in the opinion polls, he should be included in any repeat.",2,No Relation,C,0,0,1,
1428,UKIP is an opportunistic party that exploits the unpopular European Union for political gain.,Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,2,No Relation,C,0,1,0,
3930,We should allow voting at 16 in European Parliament elections,Votes by 1617 year olds would not be protest votes,1,Support,C,0,1,0,
2501,michael behe may be best known for his book darwins black box and to a lesser extent its sequel the edge of evolution,in his latest book edge of evolution behe attempts to define this edge by pointing to malaria as an example of a designed system in which according to behe two simultaneous mutations are required and given the estimated probabilities of  in  this may be quite unlikely,1,Support,C,0,1,0,
3115,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,0,Attack,C,0,1,0,
3919,We should negotiate with terrorists,Terrorists cannot be trusted better to crush them,0,Attack,C,1,0,0,
3021,i apologise for the personal slant to the first part of my first question it was meant to be rhetorical,for the bible to be divinely inspired all the persons writing the bible or translating the bible had to be listening to god all the time,1,Support,C,0,0,1,
3182,correction its an ancestor of both chimpanzees and humans,oh boy here we go again,1,Support,C,0,0,1,
2993,so god is not omniscient,is god all powerful no because he gave that up when he gave mankind free will,1,Support,C,0,1,0,
2178,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",0,Attack,C,0,1,0,
1173,"It's true that UKIP dont have ideas to suit everyone, but at the moment they are heads above the pillocks at No 10 today.",The UKIP leader had told the Guardian that there was no way his party could work with Mr Cameron under any circumstances.,1,Support,C,0,1,0,
1729,UKIP doesn't need to win power to force the changes people want.,It comes as William Hague ruled out an electoral pact with UKIP.,0,Attack,C,1,0,0,
1450,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,C,1,0,0,
2328,seems highlander was somewhat quick in his response as i am more than willing to support my claims,highlanderthe exact same is true when modern science reveals an ic structure such as the flagellar motor  assembly,1,Support,C,0,1,0,
2642,how was catastrophism closer then the original darwinian theory  catastrophism offered no mechanism for the changes that we see was completely wrong as to what catastrophes occurred  how severe they were and when they took place,richard dawkins and victor stenger argue that the existence of a creative superintelligence or god are scientific questions,0,Attack,C,0,0,1,
1136,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","James Morris said there were lots of practical ideas for the future of the Conservative Party, but denied it was an alternative group.",2,No Relation,C,0,0,1,
1895,UKIP are blatantly disregarding the possibility of man made climate change.,"From the right, fringes of the Conservative Party and UKIP are parroting the arguments of the most discredited climate change deniers, seizing on any anomaly in the climate data to attempt to discredit the whole.",1,Support,C,0,1,0,
3258,evolution has more supporting details than the theory of intelligent design,ok,1,Support,C,0,0,1,
1738,UKIP is a vessel through which a protest is being delivered. ,But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles.,1,Support,C,0,1,0,
3988,i read the book which is subtle philosophical and nuanced at the beginning of the year and last night i watched the dvd of this film what utter rubbish the film is a boring sweary standard thriller,sadly yes it just became a standard thriller,1,Support,C,0,1,0,
90,"UKIP are a two trick pony, Europe and immigration that's it.","UKIP is branching out on its policy focus, currently focusing its local election campaign on fat cat executives who are currently directing cuts at vital front line services while protecting trendy non-jobs.",0,Attack,C,1,0,0,
857,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,The move is an attempt to show David Cameron is serious about a referendum pledge he made earlier this year.,2,No Relation,C,0,0,1,
3672,hybrid electric vehicle,high vehicle cost,0,Attack,C,0,1,0,
2218,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","The clock is ticking, but details are sparse.",2,No Relation,C,0,0,1,
4006,after sitting through this movie i could not fathom why it is rated so high after the clone plot is revealed the movie lacks the grip and mystery altogether,i agree with you eight points it is way too high the movie is ok i think it deserves no more than six points,1,Support,C,,,,
2337,joe argues that the design inference is disallowed and we agree to the extent that it fails to be scientifically relevant a posteriori but of course it is never disallowed a priori,joewe look at the options,0,Attack,C,,,,
1296,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",I want to give people a proper choice between Britain remaining in a reformed European Union or leaving that European Union.,2,No Relation,C,,,,
3491,you consider this refuting my evidence what amazes me is that you all scoff at creationism yet this is the best most of you can offer to refute scientific evidence which supports the flood,you ask someone to explain polystrate fossils three people do you plug your ears and go i can not hear you then demand that someone explain polystrate fossils,0,Attack,C,,,,
2617,and again the design inference is based on our current knowledge that being we have an understanding of what nature operating freely is capable of and we couple that with our knowledge of what designing agencies are capable of,if we dont know then no one can say that a designer was not involved or not required,0,Attack,C,,,,
3954,Governments should be allowed to disrupt Internet service on grounds of national security,National security takes precedence,1,Support,C,,,,
745,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","But UKIP, whose conference takes place at Eastbourne's Congress Theatre and Winter Gardens, is keen to be seen as more than a single-issue party and other issues on the agenda include defence, education and housing.",0,Attack,C,,,,
1528,UKIP will not improve public services.,"Mr Farage is expected to focus, in his speech at lunchtime in Exeter, on what he sees as the impact of immigration in working-class communities, putting pressure on public services and squeezing wages.",0,Attack,C,,,,
1692,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","In their leaflets, UKIP says that 29 million Bulgarian and Romanians will have the right to live, work and draw benefits in the UK and while many will be fine, hard-working people, suggests the country may struggle to cope with another influx of people needing jobs, housing schools, hospitals and benefits.",1,Support,C,,,,
712,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The idea of sitting down with the Liberal Democrats makes my stomach churn.,2,No Relation,C,,,,
2188,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.",The result is expected to be announced at about 02:00 on Friday.,2,No Relation,C,,,,
3608,they did way back when the us did too,and way back when they were legally able to defend themselves to,1,Support,C,,,,
1672,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,He suggested they had worked last time because the three broadcasters had come forward with a simple idea and not proposed rival or different approaches.,2,No Relation,C,,,,
2598,we must be prepared to take account  of the fact that our location in the universe is necessarily privileged to the extent of being compatible with our existence as observersand even that formulation has been taken apart by rudolf haller in his book nonexistence and predicationunderstanding is the first step towards formulating a workable hypothesis and popularization thereof,science of course has tested the principle even though for a long time it stood as an assumption,1,Support,C,,,,
3993,rarely have i watched and rewatched a movie with such spectacular cinematography,loved the blood splatter on the camera too gave it that feel of being right there with a war correspondent the timing of everything was incredible,1,Support,C,,,,
1315,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"Asked what he would do if the British people voted to remain in the EU, Mr Farage joked that he would have to get a proper job.",2,No Relation,C,,,,
1051,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The party's leader, Robin Tilbrook, has used his blog to release a series of emails between Mr Nattrass and the English Democrats.",2,No Relation,C,,,,
2669,first off the human eye did not pop into existence by chance it is the result of billions of years worth of   evolution  ,the whole point of bringing up the eye example is to demonstrate that id is an actual theory and not a simple example in which someone proclaims that something is too complex based on their own judgements,0,Attack,C,,,,
1763,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,All this is making the Tory membership pretty pessimistic.,2,No Relation,C,,,,
1647,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",1,Support,C,,,,
2010,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.","He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",2,No Relation,C,0,0,1,
1566,"Everybody's got their own take on Ukip but I still say that what's fuelled their rise is disgruntlement about wages and working conditions, which ultimately have little to do with immigration - it's much more a case of good old exploitation by the capitalist classes.","The by-election is the first to be held since the last election, making it the first significant test of the coalition government's popularity.",2,No Relation,C,0,0,1,
2888,i take it your also a closet fan of hugh ross am i right dnot really he tries hard but fails,while i did feel for some time that id had merit i also must admit that i believed for some time that it was religious due to those early pandas drafts,0,Attack,C,0,0,1,
114,UKIP are asking the questions that haven't been asked by the opposition or the media.,"I think of the volunteers in my own constituency, they are not just my friends and my supporters, I feel I am one of them.",2,No Relation,C,0,0,1,
266,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"In 2009, Lord Pearson's predecessor Nigel Farage was one of 13 UKIP politicians who became MEPs, as the party came second in the popular vote.",2,No Relation,C,0,1,0,
437,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",UKIP's 2010 manifesto called for Trident to be retained and ultimately be replaced by four British-built submarines armed with US missiles.,2,No Relation,C,0,0,1,
1027,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"He spoke later against those who offer easy answers where there are none, such as those who offer the comfort blanket of British destiny - as though we'll always just muddle through.",2,No Relation,C,0,0,1,
3626,that is the opinion i hold that ccws should not be required but this thread assumes that ccws are required,that is why i voted as i did as well ideally i would prefer the none required policy,1,Support,C,0,1,0,
1507,It's a protest vote because (most) people know that UKIP will never net in power.,"I have absolutely no sympathy for the rent-a-mob protesters, the Swampies and the Occupy Movement and the anti-capitalists and eco-freaks who have sought to hijack the Balcombe protest, he said to cheers from supporters.",2,No Relation,C,0,0,1,
3569,i apologise if i have offended you jason furthermore i must admit that i do not actually own a camel,apology accepted i kind of figured you did not,1,Support,C,0,1,0,
2844,jim,jimfinally i just want to say that it appears to me that statements made against id and their proponents  made by others not you  regarding id has been so emotionally charged it makes me feel their judgment is affected,1,Support,C,0,0,1,
3061,does the bible state that the world was created in six days,what do you think,0,Attack,C,0,0,1,
1748,It's a protest vote because (most) people know that UKIP will never net in power.,The Electoral Commission said it accepted the Supreme Court's judgement and it would carefully consider the implications of the judgment for how impermissible donations are dealt with in future.,2,No Relation,C,0,0,1,
2171,"Marketing UKIP as ""the people's army"" is a bitter irony.","Deputy Prime Minister Nick Clegg, whose Liberal Democrats oppose a referendum, said leaving altogether would make us less safe because we co-operate in the European Union to go after criminal gangs that cross borders.",2,No Relation,C,1,0,0,
2096,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"UKIP, which calls for withdrawal from the European Union and greater restrictions on immigration, has enjoyed much-improved opinion poll ratings in recent months and is expected to gain seats at next year's European Parliament elections.",1,Support,C,0,1,0,
2238,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,C,0,1,0,
1725,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,But it has been criticised for relying too heavily on leader Nigel Farage to promote its policies.,0,Attack,C,1,0,0,
976,UKIP are asking the questions that haven't been asked by the opposition or the media.,"The party's then-leader, Lord Pearson, actively campaigned for Mr Hollobone in his constituency, Kettering.",2,No Relation,C,0,1,0,
3442, there is endless evidence what it is evidence for is for each person to decide, yes there is evidence,1,Support,C,1,0,0,
1891,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,He promised that his party would sing Mr Lynam's humorous version of Send in the Clowns at its South East conference on 8 June.,2,No Relation,C,0,0,1,
2576,non sequitur,i dont think anyone who feels limitations should be brought to light about a theory is a   creationist  ,0,Attack,C,,,,
2370,i cannot argue with your opinions as to what you want to believe,i fail to see how id can help us here,0,Attack,C,,,,
1046,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","Mr Farage suffered back injuries sustained in an air crash on election day 2010, and had had a couple of discs removed from my neck and replaced last week, he told the BBC.",2,No Relation,C,,,,
