orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
1023,the name intelligent design is itself a hoax,the response to my comment id contradicts itself is a series of peculiarly unclear assertions,0,Attack,B,0,1,,,
514,"UKIP don't lecture, they try to represent the people, which is why they are doing so well.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,B,0,1,,,
1978, it cant  be wrong this is something natural, evolution is defined in wikipedia as a change in the inherited traits of a population from one generation to the next,1,Support,B,0,1,,,
988,yes god is by his nature  supernatural,first of all the bible is not a   science   book,1,Support,B,0,1,,,
1048, features that appear vestigial and functionless actually serve a function eg, features that appear vestigial and functionless actually serve a function eg,0,Attack,B,0,1,,,
2535,We should allow voting at 16 in European Parliament elections,Youth are not represented in politics,1,Support,B,0,1,,,
269,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","He also said it should be predominantly about people who have a chance of being PM, a category which he said did not include Mr Farage, who was only in it for some publicity.",1,Support,B,0,1,,,
1540,you say this and yet you use a computer,feel free to respond,1,Support,B,1,0,,,
2503,The International Criminal Court should be recognised,The ICC generates crippling expenses,0,Attack,B,1,0,,,
2624,the themes and the dark tragedy to life wrapped around a child is so realistic to how kids are raised now it is truly amazing and a feat to behold to see,i found del toros attempts to blend fantasy and reality to be quite ham fisted and lazy,0,Attack,B,1,0,,,
226,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"Laura Pidcock, from campaign group Show Racism the Red Card, told Today that these crude stereotypes perpetuated by UKIP were incredibly damaging.",1,Support,B,0,1,,,
1202,   httpwww,the wmap data does not indicate we are at the center of the universe nor does the goldilock enigma really predict such,1,Support,B,1,0,,,
978,it allows some people to scientifically believe in   god   ,i dont really care  ,0,Attack,B,1,0,,,
730,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","The UK Independence Party, which has long campaigned for the UK to pull out of the European Union, failed to make its hoped-for breakthrough in May's election.",0,Attack,B,1,0,,,
1609,the argument youre making would make sense if we could all just go up to god and ask hey is this true and god could give his answer directly to anyone who asked,this is so because it has been proven,1,Support,B,1,0,,,
1519,it is entirely misleading to imply that academic freedom is gives license to present nonscience like idthese academic freedom bills which typically work in conjunction with the science standards are written to strictly prohibit the teaching of religion creationism creation science creation facts and id,islandno as i said they are typically by law strictly prohibitive of id creationism which is a huge difference that you dont want to willingly acknowledge,1,Support,B,0,1,,,
909,teaching creationism is akin to childabuse,preventing creationism to be taught is not violating freedom of religion,1,Support,B,0,1,,,
1432,casey relies on the fallacy that undermining evolution somehow provides merit to id,luskin saysin the title of its first opening statement the ncse charges that id should be rejected because it is a religiously motivated attack on science,1,Support,B,1,0,,,
2348,absolutely everybody knows about foursquare but nobody remembers gowalla they offered identical features and also launched on the same day same conference,nice example,1,Support,B,0,1,,,
120,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Historically people turned out in European elections to vote for UKIP and then in general elections went back to their normal parties but something has changed since then, he said.",0,Attack,B,1,0,,,
1864,evolution has more supporting details than the theory of intelligent design,ok,1,Support,B,0,1,,,
953,id can be scientifically relevant if it were to take the scientific approaches used by real science such as criminology which uses means motives opportunities etc,in a recent article casey luskin addresses the recent findings that changes in a regulatory gene can help explain the morphological differences between the chimpansee and humans,1,Support,B,0,1,,,
1494,i take it your also a closet fan of hugh ross am i right dnot really he tries hard but fails,while i did feel for some time that id had merit i also must admit that i believed for some time that it was religious due to those early pandas drafts,0,Attack,B,0,1,,,
1833,just like pluto orbiting the sun completely and gravity theyre theories but in the scientific way of using the word,aha exactly and we now know that pluto is a planetoid not a planet,0,Attack,B,0,1,,,
938,i am not sure why highlander accuses me of not being honest when i provide the information and my explanation,highlanderthe lack of evidence supporting materialist assumptions complexity is a chance arrangement means the opposite could be true,1,Support,B,0,1,,,
1467,jimremember the question we are addressing is does id have merit i have explained why i think it does,but its more than we dont understand thus designed,0,Attack,B,0,1,,,
1720,just curious but what does the types of rock have to with ex nihilo,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,0,Attack,B,1,0,,,
1577,isnt one of those choices objectively true,yes it is,0,Attack,B,0,1,,,
387,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"It is doing the country serious damage because there are large numbers of potential investors in the UK who would bring employment here, who are being warned off because of the uncertainty all of this is creating.",0,Attack,B,1,0,,,
856,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe.",0,Attack,B,1,0,,,
1049, features that appear vestigial and functionless actually serve a function eg,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,0,Attack,B,0,1,,,
1448,in answering your questions i will try to keep on point,jim,0,Attack,B,0,1,,,
749,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",They seemed very thankful to have the colourful Nigel Farage back as party leader.,0,Attack,B,1,0,,,
1499,the term creation and creationists have very clear and religious meanings,you argue based on the ftes claims that the term creation and creationism had nothing to do with religion,0,Attack,B,1,0,,,
2304,no what makes economics tick is unfairness of trade you do not need to fix something that is still not broken,on the other hand prices in usa are much lower for example for electronic devices that could be a way to reduce prices in europe,0,Attack,B,1,0,,,
1986, you have to consider the alternative explanations for our existence and the evidence for and against each  oh by the way  year long consensus doesnt count as evidence      i dont think theres any need to go too deeply into the evidence for evolution by natural selection but as most people will know there is some although controversially scarce evidence in the fossil records for common ancestry as well as similarities of existing species physiological and genetic makeup, i think evolution is a far better explanation than the idea that the world is  years old and theres a guyinthesky,1,Support,B,0,1,,,
2220,fearmongering is what that is called,uh yeah that was their intent under color of law no less,1,Support,B,0,1,,,
270,UKIP are asking the questions that haven't been asked by the opposition or the media.,"Europe had in the last few years become a huge issue due to the euro crisis and the bailouts, and UKIP was the only party addressing this problem head on.",1,Support,B,0,1,,,
320,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"UK Independence party leader Nigel Farage has said he is expecting a big swing to his party in the seat, with most polls carried out in the seat putting the party third, ahead of Labour.",1,Support,B,0,1,,,
92,UKIP are blatantly disregarding the possibility of man made climate change.,And he dismissed wind power and other renewables as playground technology.,1,Support,B,0,1,,,
4,"The core of UKIP seem pretty much right wing, so you can expect those polices to be similar to the current conservative ones which will drive the left leaning voters away in droves. ","But Mr Cameron dismissed UKIP's showing as a protest by voters and promised to stay true to his principles, which he claimed to be quite disparate from UKIP's.",0,Attack,B,1,0,,,
1012,i really have to give the antiiders credit you have a lot of faith,while in science you cannot prove or falsify the existence of god and id doesnt change that i agree that when it comes to blind faith dawkins and pz myers are guilty of the same thing,1,Support,B,0,1,,,
2104,i enjoy written debates very much and i am trying to show how evolution can establish atheism in the us government,and you have been failing miserably partly because your definition of atheism is asinine,0,Attack,B,1,0,,,
2659,the only good thing in this movie was dr schultz after that it was a yawn fest,you must have bad taste in movies,0,Attack,B,1,0,,,
1377,they simply want to show that there is good scientific evidence for considering the role of intelligence in the emergence of life,unfortunately for them they have failed,0,Attack,B,1,0,,,
304,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,Mr Farage said his party was making huge progress towards achieving that goal going in one year from 4.5% in the polls to a high of 16%.,0,Attack,B,1,0,,,
1019,your argument is compelling until we expand the question of how did we get here to encompass the divine,with belief,0,Attack,B,1,0,,,
1866,evolution has basically been proven there is no evidence for the biblical story common claims made by evolutionists,ok,0,Attack,B,0,1,,,
492,UKIP seems overwhelmingly to be staffed by racists who want to keep people not born in this country outside this country.,Conservative MEP Daniel Hannan said the Tories and UKIP should start having conversations and stop calling each other names.,0,Attack,B,1,0,,,
2111,i have not studied evolution according to your way of thinking,really what a surprise so tell me if you do not know what it is or how it works how do you know that you are opposed to it,0,Attack,B,1,0,,,
2156,databed seems to be proposing that the biblical creation account is metaphorical therefore if reality does not exactly match it it does not invalidate the whole of the bible,very well said thank you for clarifing very helpful,1,Support,B,0,1,,,
478,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"He said his party had fundamentally changed the national debate on Europe, immigration and education.",1,Support,B,0,1,,,
1975, as far as evolution god and the creation of man is concerned maybe evolution is an explanation of how and not why, as a general common sense rule you really shouldnt get into a debate against evolution unless you have some basic understanding of the process of evolution,1,Support,B,1,0,,,
1009,and i was just the reverse,i find much more animosity spouted by the atheist,0,Attack,B,1,0,,,
1250,whats really illogical is when the study of   science   excludes god because you dont want him to exist,you have such books written as the consipiracy of ignorance by martin gross,0,Attack,B,0,1,,,
1269,the informational signaturesonly conscious beings produce signatures,first id is being applied only to objects that have high levels of csi,1,Support,B,0,1,,,
7,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","Mr Cameron once described UKIP as a party of fruitcakes, loonies and closet racists.",0,Attack,B,0,1,,,
1198,the first point stressed in my college biology class was in fact that we as scientists cannot ascribe purpose to chemical and biological functions,jay richards says theres especially intriguing evidence of design in cosmology physics and astronomy,1,Support,B,1,0,,,
1205,science of course has tested the principle even though for a long time it stood as an assumption,this rather poorly phrased term suggests that there may be an enigma but lets look at the apparent correlation between habitability and our existence as observers,1,Support,B,0,1,,,
2149,the people that already own weapons do not seem to be doing much to combat crime,well what do you expect everytime gun owners try and do anything to combat crime you liberal sissies yell and scream about vigilantism and foam at the mouth as you talk about how were taking the law into our own hands and that well be administering death sentences without trials for matters as trivial as jaywalking,0,Attack,B,1,0,,,
2102,can you please respond to fdr and his new deal that saved the country,fdr saved this country if i recall it was in  that because of a combination of weakened capital situations from reconstruction finance corporation loans which published lists of the loan takers and a nationwide banking holiday banks around the country went through a new wave of demise dropping the dc and dr ratios so sharply that in one month alone the money stock m fell a whopping four percent,0,Attack,B,1,0,,,
102,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","If UKIP has good cause to think that it should be in the TV debates and it's excluded, we will provide an alternative form of entertainment on the evening.",0,Attack,B,1,0,,,
471,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,Some Conservative backbenchers have suggested a deal with UKIP is necessary to avoid splitting the right-wing vote and allowing Labour leader Ed Miliband into Number 10.,0,Attack,B,1,0,,,
2208,is it religion,yes it is see below,1,Support,B,0,1,,,
59,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!","But it caused tensions in the Tory ranks, with Mr Cameron accused of being out of touch with his grassroots.",0,Attack,B,1,0,,,
184,Only an idiot would think a UKIP win would result in withdrawal from the EU the day after.,"If you want to have a managed migration policy, you cannot remain a member of the European Union.",0,Attack,B,1,0,,,
2584,was anyone else disappointed by the ending of the movie it feels to me like there couldve been a few scenes about what happens next im no writer but i do feel this wasnt appealing at all,i felt it fit the whole narrative style,0,Attack,B,1,0,,,
993,how did life begin ,saying there are experts on intelligent design is like saying there are experts on astrology,0,Attack,B,1,0,,,
1533,the full drafts were all entered as evidential exhibits with the court and are on file there,heres some links to actual passages something nick failed to provide as requested,0,Attack,B,0,1,,,
2352,not london for sure,yes it is vienna,1,Support,B,0,1,,,
1489,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,0,Attack,B,0,1,,,
2231,i do not know if it will be found unconstitutional but there is an effort to simply get it repealed same effect in the end,well it is being challenged in the courts so the only way to overturn it would be to deem it no longer constitutional,1,Support,B,1,0,,,
429,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Former Europe Minister Denis MacShane said the EU was Britain's biggest trading partner.,0,Attack,B,1,0,,,
1252,it should readtruth is probably the best factor in determining intelligence and one cannot have it without gd,i think that is what is called a freudian slip,0,Attack,B,1,0,,,
1105,mjhowever people do not do such things as design eyes or flagelli,it is also possible to detect design by reading what other experts say about socalled experts,1,Support,B,1,0,,,
921,i surely intend to do so but these issues go beyond questions of policy,you said id has failed to contribute in any meaningful mannerwrong  newton pascal einstein and many others put stock in the id theory,0,Attack,B,1,0,,,
944,joewe look at the options,joe i do,0,Attack,B,0,1,,,
1790,i could argue the many reasons i dont believe in creationism but i would never be able to end my list,science involves observations theory design testing and predictable outcomes,0,Attack,B,0,1,,,
1803,yes everyone evolves as everyone endures mutations,it doesnt need to be proven as there is no underlying math in physics there is,1,Support,B,1,0,,,
148,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"UK Independence Party leader Nigel Farage has launched his party's local election manifesto, saying it is far more than just a call for a referndum.",1,Support,B,0,1,,,
41,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"An opposition party in the middle of a parliamentary term amid a deeply difficult economy should expect victories and plenty of them, but this is often meaningless.",0,Attack,B,1,0,,,
959,science is about how things work,good point but as an evolutionary biologist i find that not entirely true,0,Attack,B,1,0,,,
635,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The party's leader Nigel Farage has promised to cause a political earthquake at next year's polls after a strong showing in local elections.,1,Support,B,0,1,,,
481,UKIP will not improve public services.,"Mr Farage is expected to focus, in his speech at lunchtime in Exeter, on what he sees as the impact of immigration in working-class communities, putting pressure on public services and squeezing wages.",0,Attack,B,1,0,,,
604,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","He said his party had fundamentally changed the national debate on Europe, immigration and education.",0,Attack,B,1,0,,,
1856,id does undermine evolution because supporters of id wish to put a sticker in every textbook that says something along the lines of evolution is just a theory,once again generalizing on an unfair term,1,Support,B,1,0,,,
2442,We should fear the power of government over the internet,Internet regulation is an attempt by big interest groups to regulate the internet in their favour,1,Support,B,0,1,,,
2478,We should create a United Nations standing army,A United Nations standing army is unnecessary,0,Attack,B,1,0,,,
1017,first of all science does not make a claim that every feature of the universe can be explained without god,youre right science is not atheism but not thats what most people make it out to be,0,Attack,B,0,1,,,
2519,We should negotiate with terrorists,Negotiation encourages moderation,1,Support,B,0,1,,,
1520,islandno as i said they are typically by law strictly prohibitive of id creationism which is a huge difference that you dont want to willingly acknowledge,the national center for science education has a good reason to be concerned about intelligent design,1,Support,B,1,0,,,
2137,catholics have a different belief the goal is to always save both mother and child if the fetus dies during the attempt to save both then that is what happens for instance with an ectopic pregnancy the goal is not to kill he fetus the goal is to save both mother and fetus,you told me in an earlier post that the mother should die even if they predict the fetus will kill the mother your bible states otherwise,0,Attack,B,1,0,,,
401,The Tories should be running scared of UKIP.,"The justice secretary was asked about the threat to Tories from the eurosceptic party, and a BBC/Comres survey showing it was attracting disaffected Tories.",1,Support,B,0,1,,,
170,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",I think we should really consider bringing forward the legislation in this parliament that would enable the referendum on EU membership.,0,Attack,B,1,0,,,
1878,evolution has never been witnessed,the aftermath of evolution has been witnessed but never the actual process itself,0,Attack,B,0,1,,,
379,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,"Ms Dorries said many executives had huge empathy with UKIP, whose poll ratings have risen recently.",0,Attack,B,1,0,,,
1468,but its more than we dont understand thus designed,but its more than we dont understand thus designed,0,Attack,B,0,1,,,
1124,id is ridiculously and obviously not   science   ,so are we asking if a telic force exists or are we trying to psychoanalyze the intentions behind itwhy are these two questions always independent  i would think that any theory of id that made no attempt to identify and analyze the designer was an incomplete theory,0,Attack,B,0,1,,,
1603,if the bible is the inspired word of the infinite creator god then it must be selfauthenticating and selfattestingand it is,i dont care how many times you say it,1,Support,B,1,0,,,
1607,read romans chapter ,you cant use the bible to prove the bible thus that is an invalid argument,0,Attack,B,1,0,,,
1221,also christians concerned about science,to correct pvms confusionforensic detectives have to figure out the means,0,Attack,B,0,1,,,
2340,lots and lots of things to see i loved the kitchens at the royal palace the egyptian museum and the museum of cinema such a variety of things to see,sounds lovely,1,Support,B,0,1,,,
180,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,UK Independence Party leader Nigel Farage has urged MPs to vote in favour of further debate on Europe.,1,Support,B,0,1,,,
2583,was anyone else disappointed by the ending of the movie it feels to me like there couldve been a few scenes about what happens next im no writer but i do feel this wasnt appealing at all,you unfortunately did not understand the ending its a very hopeful ending clive owen succesfully sacrficed himself for humanity by bringing her to sea the boat comes thats a very happy ending,0,Attack,B,1,0,,,
251,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,"Mr Wheeler previously made a donation to UKIP - which wants the UK to leave the European Union - in the run-up to the 2009 European elections, saying that they are driving needed change.",1,Support,B,0,1,,,
610,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","In a separate interview with BBC Radio 5 live, he warned of the possible consequences of an in-out referendum on the UK's relationship with the EU.",0,Attack,B,1,0,,,
1821,yes you are right it is impossible to call it a certainity but for this reasonall evidence for evolution is proven,to say that evolution has been scientifically proved would require that it be first studied then determined scientifically,0,Attack,B,1,0,,,
506,"Europe is no longer fit for purpose and we'd do better to be out than in, plus save a whole load of cash.","That said, Lord Davies told peers the bill was an excellent idea, because he was quite confident that any such inquiry would decide that the benefits of EU membership outweigh the costs.",0,Attack,B,1,0,,,
2260,i think that there should be something that judges the percentage of people that are satisfied with your answer ,how would this be different to the rating of a particular replyanswer that it currently has,0,Attack,B,1,0,,,
1483,fundamental pointsthere are wellcredentialed scientists who support intelligent design idso what  there are many many more wellcredentialed scientists who say intelligent design is nonsense,i happened to drop by the discoverys institutes website which claims to be interested in improving the accuracy in reporting and read an interesting blurb titled ncse promotes shrill editorial suggesting students be forced to consider the possibility that there is no god,1,Support,B,0,1,,,
1950, if we werent continually evolving most of us  wouldnt be offended by the way the rest are degenerating, no no no  we are evolving constantly we have evolve so much that now we have the power to create,1,Support,B,0,1,,,
1806,maths is the only branch of science that offers  proof of its arguments,for macroevolution theory to be valid laws of nature that are generally accepted as true and standard must be repeatedly denied,0,Attack,B,0,1,,,
1343,tji dont believe the  similarity in the aclus submission and the judges analysis was a lucky or freak coincidence im illinformed because i think he copied it rightyou seem to be ill informed about both the extent as well as the relevance of this so called copying,this is one of the things wesley cites to bolster his case  httpvangogh,0,Attack,B,0,1,,,
2171,sounds like you are talking about a human being,yes as i have been debating about for the last four pages,1,Support,B,0,1,,,
535,The Ukip is only an effect of years and years of fake politics and a lot of radical chic talking nonsense through editorials.,"UKIP, which has called for withdrawal from the European Union and greater restrictions on immigration, has seen improved poll ratings this year.",1,Support,B,0,1,,,
1348,i will address the post by americans united for separation of church and state here and then address the question of constitutionality in another post,in my previous post i discussed by the auscss arguments were flawedboth factually and logically,1,Support,B,0,1,,,
1811,evolution really is true but as we all know the main reason of how we evolve is because of god our lord,that is where you are wrong,1,Support,B,1,0,,,
591,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",0,Attack,B,0,1,,,
119,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.",We need to show respect for people who have taken the choice to support UKIP.,1,Support,B,0,1,,,
1746,i wouldnt just go as far to say that those in the bible lied about the miracles jesus performed,the bible is in fact useless,1,Support,B,1,0,,,
2580,everything about this was perfect i cried so hard when i watched it,i thought it was ludicrous  the premise of it i mean the actors were very good i just didnt buy for a moment that the uk which is probably the most gay friendly and atheistic nation on earth could be transformed into a rightwing fascist state that kills homosexuals its just absurd,0,Attack,B,1,0,,,
1711,abraham isaac and jacob belonged to different tribes and were not related but the stories grew together into a collection and the persons were tied together as members of the same family,i am a strong believer in the authority and inspiration of the word of god,0,Attack,B,1,0,,,
868,"The sooner we are out of the EU, the sooner we can start making this country great again.",UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,1,Support,B,0,1,,,
1676,all aig is showing is that the author of one part of the bible took the author of another part of the bible literally not that either one knew what they were talking about,of all of aigs silliness i think this one is the winner,1,Support,B,0,1,,,
331,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","UKIP's call for an amicable divorce from the EU which had become mainstream, he said, and he urged Tory MPs frustrated with their policy to join his party.",1,Support,B,0,1,,,
1085,this post by casey luskin graphically illustrates why intelligent design is not science,ian asksif a prominent id advocate cant even get the description of one basic paper right how are they going to handle more complicated papers on the evolution of the immune systemin other words its not just the ignorance of science but the ignorance of the id proponent which seems to trigger design inferences,1,Support,B,0,1,,,
858,UKIP are asking the questions that haven't been asked by the opposition or the media.,"It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",1,Support,B,0,1,,,
1639,your stating what you believe not what can be demonstrated scientifically,there is much scientific evidence to proof it its just that you wouldnt believe it anyway,0,Attack,B,1,0,,,
2466,We should promote democratisation,Democracy is good for economy as the ability to trade freely and openly with all countries promotes growth and wealth worldwide,1,Support,B,0,1,,,
958,the purpose of the spiritual realm has never been to say how but why,science is about how things work,1,Support,B,0,1,,,
1509,oneinbillion observes that luskins claim id makes reliable inferences,stop eating at creationists heads and settle down a tad,0,Attack,B,1,0,,,
2252,what about a second hand book sale,nobody buys books anymore,0,Attack,B,1,0,,,
1721,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,0,Attack,B,0,1,,,
2011, creationism is mythology and intelligent design is a politically based movement to secure the support of a certain segment of the population, i dont attempt to defend either intelligent design or creationism,1,Support,B,0,1,,,
1169,riiiight,intelligent design works off positive predictions about where experience tells us that   intelligent design   is the cause at work,0,Attack,B,1,0,,,
1284,while it is true that   science   and   religion   have little to do with one another that has never stopped teachers from pointing out that science refutes religion,how are science teachers pointing out that science refutes   religion    it is true that science does refute certain religious teachings but that is incidental to the science itself,0,Attack,B,1,0,,,
2365,the nexus  has everything fast processor big screen and the latest version of android,and it is cheaper than most other smartphones as well,1,Support,B,0,1,,,
1312,but where does that leave id  without a theory for the designer then that aspect remains unknown and would thus be called supernatural,id without a designer the cause of the big bang is unknown,0,Attack,B,1,0,,,
1731,are we really arrogant enough to think that a day to us equals a day to god the thing is the bible never says how long a day is,in genesis we have no reason to believe that one day meant any more than one day today,0,Attack,B,1,0,,,
1005,id has no merit except as a religious idea,what i desire to beleive is totally irrelevant,1,Support,B,1,0,,,
1134,prototypic should read phenotypic,as much as behes somewhat misleadingyet when lenski tracked down the mutations they tended to be degradative changes ones which destroyed genes or made them less efficient,1,Support,B,0,1,,,
2017, no it is not falling apart, this sounds like religious faith speaking,1,Support,B,1,0,,,
1590,while i have my own reasons for believing he did that my personal opinions regarding   religion   are a bit outside of the mainstream so im not going to discuss them,very interesting summary,1,Support,B,0,1,,,
324,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","He said he did not believe the Tories had to start sounding like UKIP, who he dismissed as isolationists, in order to win the next election, saying the only way to win was to get on with the serious business of governing the country.",1,Support,B,0,1,,,
530,UKIP will not improve public services.,"We saw mass, uncontrolled immigration changing communities in a way people didn't feel comfortable with, putting huge pressure on public services.",0,Attack,B,1,0,,,
650,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",There are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,B,0,1,,,
1658,science is based on what can be observed  tested,intelligent design might be a seasoned exercise in rationalization but the claim that it is a science cannot be supported,0,Attack,B,0,1,,,
1588,im going to ask both creationists and evolutionists to look at the following with a completely open mind for just one minute,why would god explain this only to a semiliterate group of ancient nomads with no understanding of the cosmos or the world outside of their little   society   why not give an updated version to modern jewish or christian or islamic scholars surely all three groups today include people who understand  geology astronomy and biology on a rather more comprehensive level than the ironage authors of genesisin fact being allpowerful why be limited to the understanding of the writers at least if you can create the world surely you can inspire sentences like and the quickness of light shall be found to be always the same relative to the one who looketh and behold the quickness of the light when multiplied by itself and the true weight of matter equals the amount of force that went into its making,1,Support,B,1,0,,,
768,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,B,1,0,,,
1394,joe gi never said anything about einsteins religious convictions,but they do,0,Attack,B,1,0,,,
1396,  it sounds like there was an overarching policy limiting students speech on campus for this one, i have been a christian most of my life and the ten years i lived outside the community was hell on earth,0,Attack,B,0,1,,,
2511,I believe that opinion polls harm the democratic process,Opinion Polls should not be published 2 weeks in advance of an election,1,Support,B,0,1,,,
