orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
2866,i appreciate he way you have taken time to methodically object,but most of it seems to be in the responsesuch as  because the ncse thinks science should be a voting contestthats just plain silly its the dissent from darwinism which attempts to create a controversy where there is none,0,Attack,C,1,0,0,,
663,"On voting day, this week the vast majority of the British public will not vote for UKIP.",The Liberal Democrat - and former Conservative - MEP Edward McMillan-Scott said it was in Britain's interest for David Cameron to deal with his party's UKIP tendency.,2,No Relation,C,0,0,1,,
2386,jumpstart helps us understand the eliminative nature of idit is difficult even improbable to imagine how such a process could happen without being jump started,how did life begin ,0,Attack,C,0,1,0,,
1940,UKIP are blatantly disregarding the possibility of man made climate change.,"It is a simple, understandable message, which has led to the party gaining bigger shares of the votes in European elections.",2,No Relation,C,0,0,1,,
586,UKIP are neither sexist nor another incarnation of the BNP.,"The chairman of the Royal College of GPs, Claire Gerada, has accused UKIP's treasurer of sexism.",0,Attack,C,1,0,0,,
380,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,Mr Farage stepped down briefly before the last election to concentrate on winning a seat in Parliament and says he was not involved in drawing up its manifesto.,2,No Relation,C,0,0,1,,
719,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.","Mr Farage has abjectly failed to develop coherent policies and is not leading the party on the course to victory, she said.",1,Support,C,0,1,0,,
1124,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.",He added that he was very fortunate to have been backed by UKIP at the 2010 general election.,1,Support,C,0,1,0,,
2704,natural pertaining to or part of the observable world,i dont really believe in the supernatural unless you wanted to say that the first cause behind the big bang is beyond the observable world and therefor supernatural,0,Attack,C,0,1,0,,
646,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,I want to campaign for Britain to break free from the EU and UKIP are the party to do it.,0,Attack,C,1,0,0,,
718,A vote for UKIP would be a vote for a Tory-UKIP alliance that would be more right-wing than a Tory government.,"The Conservative leadership was more committed to membership of the EU and more committed to denying us a referendum than ever before, Farage said.",0,Attack,C,1,0,0,,
1497,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe. And now?",2,No Relation,C,0,0,1,,
2584,the universe is under no obligation to conform to anyones definition of science,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,1,Support,C,1,0,0,,
336,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"Diane James, who came second - 1,771 votes behind the Lib Dem winner - said there were no ongoing discussions in her party, and said it was the media that is pushing this.",2,No Relation,C,0,0,1,,
3283,ignorance of terminology,a theory as the word is used by scientists is a detailed description of some aspect of the universes workings that is based on longcontinued observation and where possible experiment that is the result of careful reasoning from those oservations and experiments and that has survived the critical studies of scientists generally,1,Support,C,0,1,0,,
3316, the one that suits its current environment surveys and grow up to breed, evolution is an embarrassment to science,0,Attack,C,1,0,0,,
2075,"The ratio of nutters in UKIP is far higher than in other parties, especially so since they seem determined to take all the Tories' fruitcakes off them.",They spoke after watching aSunday Politics filmon the fallout from the Wythenshawe and Sale East by-election.,2,No Relation,C,0,0,1,,
3551,that would be true if he did not keep on opening up thread after thread after thread of the same subject he makes  or  posts then runs away to open up another thread,yes i agree with you,1,Support,C,0,1,0,,
3410, yes if what you are saying is true then im for it, no it is not falling apart,0,Attack,C,1,0,0,,
3097,i think you hit the nail on the head here,my basic problem with science on these matters is that it is not true science,0,Attack,C,0,1,0,,
1502,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"He promised, in March, to strengthen the test which determines whether migrants get benefits by the end of the year.",2,No Relation,C,0,0,1,,
3083,aig decries scientists for making unproven assumptions while making many of their own,you are ignoring centuries of good scholarship including that in the last century specifically engaging the arguments of historical criticism and socalled higher reasoning,1,Support,C,1,0,0,,
262,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"But in a chat with younger UKIP members it was grammar schools and university that came up most, and not questions of EU membership.",0,Attack,C,1,0,0,,
1446,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",2,No Relation,C,1,0,0,,
3565,sounds like you are talking about a human being,yes as i have been debating about for the last four pages,1,Support,C,0,1,0,,
652,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","On the whole it's been a good year, Farage says.",1,Support,C,0,1,0,,
2586,theology it says in his profile,theology it says in his profile,0,Attack,C,0,1,0,,
2596,   httpwww,the wmap data does not indicate we are at the center of the universe nor does the goldilock enigma really predict such,1,Support,C,0,0,1,,
388,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"And with UKIP riding high in national opinion polls and coming second in the recent Eastleigh by-election, Mr Farage predicted his party would win seats in each of the 34 councils where elections are being held.",1,Support,C,0,1,0,,
1165,"UKIP are a two trick pony, Europe and immigration that's it.","UKIP's views are very different compared to the three main parties, and not just on immigration and the EU!",0,Attack,C,1,0,0,,
2356,the the myths and stories of the bible were never meant to be taken as history in our sense of the word and certainly not   science  ,  this will and is already descending into a debate about the philosophy of science,0,Attack,C,0,0,1,,
787,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","After pursuing a career in the media, Mr Hamilton returned to the political spotlight earlier this year when he joined UKIP - which campaigns for the UK to leave the EU.",2,No Relation,C,0,0,1,,
2444,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,id simply predicted that the appendix would have a function,0,Attack,C,0,1,0,,
2858,id may assert but as a science their contributions remain largely with content,id may assert but as a science their contributions remain largely with content,0,Attack,C,0,1,0,,
1556,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",And they also seemed very thankful to have the colourful Nigel Farage back as party leader.,1,Support,C,0,1,0,,
39,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,"Mr Hancock's comments are totally, utterly meaningless rubbish, while we remain part of the EU's single market, he told the BBC News Channel.",2,No Relation,C,0,1,0,,
2105,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"In a wide-ranging interview, Mr Davis also warned about the electoral challenge posed by the UK Independence Party, which campaigns for the UK to leave the European Union.",2,No Relation,C,0,1,0,,
3818,European Parliament elections should involve only one voting district all of Europe and not separate country seats,Get out the vote,1,Support,C,0,0,1,,
993,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"Mr Farage says he will give up as leader if UKIP doesn't win seats at Westminster at next year's general election, where he would represent all of the British people.",0,Attack,C,0,0,1,,
1968,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,He also said he would consider a electoral pact with another party if it meant moving closer to leaving the EU.,2,No Relation,C,0,0,1,,
883,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"I don't write them off as a protest party, he argues, they have some real policies these days.",0,Attack,C,1,0,0,,
1739,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,2,No Relation,C,0,1,0,,
3666,why not london has it all culture fun exhibitions parks what more do you want,better weather,0,Attack,C,1,0,0,,
607,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Prime Minister David Cameron, Labour leader Ed Miliband and UKIP leader Nigel Farage have all visited the constituency since the campaign began.",2,No Relation,C,0,0,1,,
503,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","We've done well in some areas and not so well in others, the deputy PM said.",2,No Relation,C,0,0,1,,
2418,the response to my comment id contradicts itself is a series of peculiarly unclear assertions,the response to my comment id contradicts itself is a series of peculiarly unclear assertions,0,Attack,C,0,1,0,,
1269,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",The Lib Dem leader suggested both he and his Labour counterpart Ed Miliband backed having three debates over consecutive weeks before polling day.,2,No Relation,C,0,0,1,,
302,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"This, Mr Cameron says, would follow a full renegotiation of relations with Brussels.",2,No Relation,C,0,0,1,,
2655,paulunfortunately a review of the entire corpus of actual scientific journal articles reveals an inconvenient truth the socalled empirical scientific truths of intelligent design creationism seem to be entirely missing,to sneer at aynrandinstitute and ayn rands philosophy is to fail to address the growing primary reason why people are deciding god is not an explanation of anything,1,Support,C,0,1,0,,
591,UKIP and the Greens are the only parties to date that haven't screwed us all over.,Ms Mensch stood down after two years as the MP for Corby to move to New York with her family.,2,No Relation,C,0,0,1,,
841,UKIP are not rabid racist and not another incarnation of the BNP.,"In 2005, Bhutto, of Leeds, admitted being the gang's boss and was jailed for seven years by a UK court.",2,No Relation,C,0,0,1,,
284,Many racists and especially xenophobes find the UKIP message appealing.,A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,C,0,1,0,,
1309,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"In 2007, a Magistrates Court decided UKIP need only forfeit a fraction of the total amount donated by Mr Bown.",2,No Relation,C,0,0,1,,
705,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Mr Farage will address party members in Birmingham later on Friday.,2,No Relation,C,0,0,1,,
3555,here in new hampshire not known as a bastion of liberalism civil unions passed the state legislature this year i am now covered under my partners state sponsored he is a state worker health insurance we are grateful,oh i hear you i am covered by my partners insurance here as well i would not have been able to get the insurance if we were not legally a union,1,Support,C,0,1,0,,
1341,"Despite their best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","I'm odd in the sense that I'm a conviction politician, I'm not doing this for a career, or for rank opposition.",2,No Relation,C,0,0,1,,
3728,maybe you could have a cake sale,of course everything is better when there is cake,1,Support,C,0,1,0,,
566,Beyond leaving the EU and migration what ukip have no policies!,"And, alongside that central desire to get out of the European Union, the party is now pushing a broader range of ideas, from being anti-gay marriage to pro-grammar school.",0,Attack,C,1,0,0,,
304,The folk who are turning to UKIP are the ones fed up with being told what they can and can't say by the PC brigade.,"For rights reasons, David Cameron's Christmas card is not featured.",2,No Relation,C,0,0,1,,
873,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"In his letter the Clerk of Parliaments says his predecessor also wrote to Viscount Monckton twice, in July 2010, asking him to stop claiming to be a member of the House either directly or by implication.",2,No Relation,C,0,0,1,,
1657,"The only people who should be voting for UKIP are Conservatives who believe that the Conservative Party isn't defending the rich enough, or that the Conservative Party isn't denying global warming enough.","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",2,No Relation,C,1,0,0,,
222,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"Mr Hancock's comments are totally, utterly meaningless rubbish, while we remain part of the EU's single market, he told the BBC News Channel.",2,No Relation,C,0,0,1,,
3476,however the bible does say i create you before i placed you in the womb this would imply that god created you before you are even conceived,so god also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the womans uterus oh well i suppose it is all beliefs no matter how silly it sounds,0,Attack,C,1,0,0,,
3344, if we werent continually evolving most of us  wouldnt be offended by the way the rest are degenerating, no no no  we are evolving constantly we have evolve so much that now we have the power to create,1,Support,C,1,0,0,,
4047,i turned this movie off halfway through because i was bored out of my skull then i come here and its got a high rating granted its got a good storyline good acting nice cinematography but somehow still managed to bore me to tears,i will also agree that i was bored at times considering all of the reviews that this movie got,1,Support,C,0,1,0,,
2803,agreed that religious belief should not necessarily compel the rejection of wellestablished results from welldeveloped scientific fields,tjopen debate is all we are asking for,0,Attack,C,0,0,1,,
697,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","There is also a democratic argument about who runs our country,  he added.",1,Support,C,0,0,1,,
960,A vote for UKIP is a vote to leave the EU and recover power over our national life.,"Nigel Farage was never really interested in toys, says his mother Barbara.",2,No Relation,C,0,0,1,,
2123,It's a protest vote because (most) people know that UKIP will never net in power.,"He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,C,1,0,0,,
1810,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,There is only one party in this country that can guarantee the people in this country will get a referendum on the EU and that is the Conservative Party.,2,No Relation,C,0,0,1,,
724,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"It is doing the country serious damage because there are large numbers of potential investors in the UK who would bring employment here, who are being warned off because of the uncertainty all of this is creating.",0,Attack,C,0,0,1,,
1720,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,2,No Relation,C,1,0,0,,
3503,it is up to you argue with me or argue with the person you want me to be,it is up to you stop bringing up red herrings or arguing by personal attack or do not expect me to treat your posts with any less contempt than i have for most of what has been posted to this board,0,Attack,C,1,0,0,,
3873,We should use torture to obtain information from suspected terrorists,In the event of an imminent attack it is only reasonable to use force to find information,1,Support,C,0,1,0,,
3101,once again we are attempting to split hairs over things that are beyond the frailty of the human brain,i am not disputing god and i hardly think the difference between a day and a billion years or so is splitting hairs,0,Attack,C,1,0,0,,
4019,the themes and the dark tragedy to life wrapped around a child is so realistic to how kids are raised now it is truly amazing and a feat to behold to see,i would never have thought pans labyrinth would be my sort of film but i was overwhelmed by it and i cant stop thinking about it it brought a tear to my eye on several occasions i agree one of my new favourite films of all time,1,Support,C,0,1,0,,
7,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.","Mr Miliband has not ruled out a referendum, which may be counter as a UKIP success.",1,Support,C,0,1,0,,
2205,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"Liberal Democrat leader Jason Zadrozny believes what sets his party apart from its rivals, is an alternative offer for the people of Nottinghamshire .",2,No Relation,C,0,0,1,,
3154,i wish i could express my support for your comment more fully,not only do i think the young earth creationists are wrong in their opinions i think their teachings should be regarded as blasphemous to god himself,1,Support,C,0,1,0,,
2891,you mean you accepted the attempt to reconcile the early drafts while ignoring the facts sadly you seem to have fallen victim of di propaganda,nothing in the early drafts state that the creator was specifically god or anything supernatural something the di is already emphasizing on this site,0,Attack,C,1,0,0,,
933,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,He said he was disappointed Ed Miliband had not mentioned Europe in his big speech on Tuesday.,2,No Relation,C,0,0,1,,
2585,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,theology it says in his profile,1,Support,C,0,1,0,,
1029,A vote for UKIP is a vote to leave the EU and recover power over our national life.,Lord Prescott pledged to be the champion of the people on policing matters in the region and has said tackling anti-social behaviour will be one of his key priorities.,2,No Relation,C,0,0,1,,
285,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","He heard from Conservative MEP Daniel Hannan and Lord Stevens, who defected this week to UKIP.",2,No Relation,C,0,0,1,,
1906,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,The by-election was called after former Lib Dem cabinet minister Chris Huhne resigned as an MP following an admission he had perverted the course of justice over driving licence points.,2,No Relation,C,0,0,1,,
3449,like i said i can not take mens position on abortion seriously because their viewpoint must be affected somewhat by the fact that they will never actually have to make the decision themselves,so barren women can not have a valid point of view nor women in the stage of menopause because it does not affect them personally perhaps you should tell the moderator to institute women only forums men only forums gays only forums etc,0,Attack,C,1,0,0,,
2752,lets just cut to the chase id does not perform any empirical and statistical verifications at best they could perform statistical falsifications of a particular scientific hypothesis but even the simplest hypotheses are not easily captured in statistics and thus id has found that most examples of supposedly designed systems cannot really be tested using id methodology,pvmfirst of all the judge observed that the school board was strongly motivated by religious beliefs and the fact that they believed that id presented a scientific hypothesis and thus a valid secular purpose was their downfall ,0,Attack,C,0,1,0,,
42,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.","It is understood he was also active in the campaign to maintain the current Westminster voting system in a referendum in 2011, posing in pictures with MPs Nigel Evans and Stuart Andrew.",2,No Relation,C,0,0,1,,
147,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","I believe in being a big globalist, not a little European, he told the meeting.",2,No Relation,C,1,0,0,,
3185,science involves observations theory design testing and predictable outcomes,therefore evolution has not been scientifically proven,1,Support,C,0,1,0,,
1871,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Al-Qaeda's beliefs were at odds with classical and contemporary mainstream Islam, she added.",2,No Relation,C,0,0,1,,
1589,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.",Surveys of grassroots members are rare because it is almost impossible to get hold of party membership lists.,2,No Relation,C,0,0,1,,
3542,that can be proven,no it can not scientific theories are not proven,0,Attack,C,1,0,0,,
348,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","Figures published earlier this month showed a further 57,000 fall in total unemployment but long-term joblessness continues to rise while nearly a million 18-24 year olds are still out of work.",2,No Relation,C,0,0,1,,
465,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.",He remains the public face of UKIP - still in demand from political discussion programmes and probably the only member of the party most members of the public would recognise - but he is no longer its leader.,2,No Relation,C,0,0,1,,
2409,forgot that atheism isnt a religion and if i say otherwise people will apologetically insist im wrong,atheism is merely the lack of theistic belief and it offers nothing beyond that,0,Attack,C,0,1,0,,
3301, you see a building and you have proof there is a builder, creationism is not out of the picture,1,Support,C,0,1,0,,
708,UKIP are asking the questions that haven't been asked by the opposition or the media.,"On matters of defence, Lord Hesketh's expertise and knowledge is second to none and he will be a valuable addition to our policy team.",2,No Relation,C,0,0,1,,
3376, well as being one of the denoted tie breakers of this debating conversation topic i would like to point out that evolution is both a fact and a theory, why is it that when you try to look at the theory of evolution that it comes down to a god thing       as far as i am aware evolution has been tested  proven and those conditions reproduced,1,Support,C,0,1,0,,
2663,the informational signaturesonly conscious beings produce signatures,first id is being applied only to objects that have high levels of csi,1,Support,C,0,1,0,,
4034,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i wholeheartedly agree ive just seen it tonight and was blown away by it i will be thinking of this movie for a long time,1,Support,C,0,1,0,,
2065,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",He argued that his party was on a journey from a party of protest to a party of government.,0,Attack,C,1,0,0,,
1078,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"The question now, for Farage's nervous rivals in the big three parties, is what next?",2,No Relation,C,0,0,1,,
2667,i guess i must be old fashioned  but i do believe in real science,intelligent design has been misrepresented as some kackamamy religiously motivated scheme by those who are afraid to challenge what they believe in,1,Support,C,1,0,0,,
2176,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,But after a strong showing from UKIP in the county council elections - which gained 139 more councillors - the Greens have lost their fourth position in terms of councillor number.,2,No Relation,C,1,0,0,,
3844,The voting age should be lowered to sixteen years,Parents are guardians and should be trusted to vote in their childrens interests,0,Attack,C,1,0,0,,
3871,We should create a United Nations standing army,A United Nations standing army renders the United Nations a de facto state but without a territory or a population,0,Attack,C,1,0,0,,
273,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"Having crashed his plane in the election campaign, he turned up at the church, still injured, with a stick, to pay tribute to one of his colleagues who'd died at the London metal exchange.",2,No Relation,C,0,0,1,,
3155,not only do i think the young earth creationists are wrong in their opinions i think their teachings should be regarded as blasphemous to god himself,quite so well as christians themselves,1,Support,C,0,1,0,,
