orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
1364,ids designer wink wink is just an evolved concept just like creationist became cdesign proponentist to design proponent,judge jonesalthough we have found that defendants conduct conveys a strong message of endorsement of the board members par ticular religious view pursuant to the endorsement test the better practice in this circuit is for this court to also evaluate the challenged conduct separately under the lemon test,0,Attack,B,0,1,,,
684,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,0,Attack,B,1,0,,,
1523,the debate here is false because both id and darwiniannatural selection theory are inadequate,teachers have no freedom to misinform and miseducate students,0,Attack,B,1,0,,,
1209,quite well i am sure,islandcontrary to modern and variant interpretations the anthropic principle was originally formalized by carter as an ideological statement against the dogmatic nonscientific prejudices that scientists commonly harbor that cause them to consciously deny anthropic relevance in the physics so they instead tend to be willfully ignorant of just enough pertinent facts to maintain an irrational cosmological bias that leads to absurd copernicanlike projections of mediocrity that contradict what is actually observed,1,Support,B,0,1,,,
362,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",The EU is no longer an academic debate because it's affecting people in their everyday lives.,1,Support,B,0,1,,,
798,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,B,1,0,,,
1579,which one is it,k ,0,Attack,B,1,0,,,
1566,people tend to focus on the trees,i agree he didnt want to confuse us,0,Attack,B,0,1,,,
2597,undoubtably the best film of the decade,definitely one of them no doubt,1,Support,B,0,1,,,
1187,i agree  one of the main purposes of science is to discover truth or should be anyway,seems to me like dawkins and weinberg were claiming that there is no evidence for design at least according to richards,0,Attack,B,0,1,,,
1670,one day we all will know the truth,but who could it be  is it you or me  or maybe the buddhists,0,Attack,B,0,1,,,
987,that one is from isaiah ,yes god is by his nature  supernatural,0,Attack,B,0,1,,,
1513,the reason for the existence of the second amendment is to prevent religious people from being denied the opportunity to practice their religion,oopsie,1,Support,B,1,0,,,
337,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,UKIP's rise in national opinion polls and recent strong performances at Westminster by-elections have led some Tories to warn a split in the centre-right vote would make it easier for Labour to form the next government.,1,Support,B,0,1,,,
876,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","Despite the strong performances at the recent by-elections, it is true that Nigel Farage, in terms of electoral success, remains a political minnow.",0,Attack,B,1,0,,,
1094,if theres something on    evolution   news its irrelevant to intelligent design andor distorted beyond all scientific recognition,if biology leads to new design if it is viewed in that contextand it never has and never will,0,Attack,B,0,1,,,
1483,fundamental pointsthere are wellcredentialed scientists who support intelligent design idso what  there are many many more wellcredentialed scientists who say intelligent design is nonsense,i happened to drop by the discoverys institutes website which claims to be interested in improving the accuracy in reporting and read an interesting blurb titled ncse promotes shrill editorial suggesting students be forced to consider the possibility that there is no god,1,Support,B,0,1,,,
2329,exercising is a matter of commitment and determination even though ten minutes a day are definitely good for you you would need a lot more to get fit,you will not get fit but of course that helps you keep in shape is it true that you burn  calories every ten minutes of fast walking,1,Support,B,0,1,,,
2548,We should force think tanks to reveal all of their sources for resource funding,Being subject to scrutiny discourages investors from supporting good projects,0,Attack,B,1,0,,,
1407,daveis there credible scientific evidence that life was designed yes,as to the ncse not wanting to discuss somehow i see few id proponents on this group and behe seems to have ignored matzkes excellent critiques,0,Attack,B,1,0,,,
1535,debates like this do nothing more but cause problems for people who are trying to pursue legitimate alternatives to neodarwinian theory,you have got to be kidding me,1,Support,B,1,0,,,
1888,its called the theory of evolution for a reason,ignorance of terminology,0,Attack,B,1,0,,,
1808,st evolution does not require dramatic mutation,yesit has been proved we live in a sciencefi world and if we dont believe in science it is foolishness,1,Support,B,0,1,,,
509,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,0,Attack,B,1,0,,,
496,UKIP doesn't need to win power to force the changes people want.,"He proposes a pact, in which the Conservatives would promise a referendum after 2015 and in return UKIP would not stand against Tory candidates.",1,Support,B,0,1,,,
796,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.",Mr Farage says he will give up as leader if UKIP doesn't win seats at Westminster at next year's general election.,1,Support,B,0,1,,,
2404,I prefer trade to aid,Financial contributions from the West have proved detrimental for Africa,1,Support,B,0,1,,,
557,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,0,Attack,B,1,0,,,
2362,but if we get this right we will waste less research time with dodgy students we wish we had rejected at interview,i fully agree,1,Support,B,0,1,,,
1110,behe says intelligent agents can plan ahead and act on their plans,so we detect design by inferring that some parts appear to have been arranged for a purpose,0,Attack,B,0,1,,,
161,"UKIP are just trying to stir up fear, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","We can only stir it up because it is already there, red hot and seething against us.",0,Attack,B,0,1,,,
1142,the physical reality to which behe so proudly points is a stylized cartoon of reality,design is recognized in the purposeful arrangement of parts storms  tornadoes hurricanes etc,1,Support,B,1,0,,,
704,"UKIP specifically targets and stigmatises people from specific nations, mostly eastern Europeans, arguing these comments are ‚Äúfine‚Äù because they only represent national not racial stereotypes. They are being extremely racist with their political approach in a way that may be borderline legal, but definitely not okay.","Mr Dimitrov said UKIP leader Nigel Farage was usually very feeble in presenting solid arguments, suggesting he preferred to engage in propaganda which deviates markedly from the essence of the debate.",1,Support,B,0,1,,,
2059,the father deserves nothing but scorn and derision he is a murderous cretin whose stupidity killed his child,well that is a stupid statement stupid enough that i can not even wrap my head around it and make a proper comparison,0,Attack,B,1,0,,,
421,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,Farage told the BBC the Conservatives were virtually indistinguishable from Labour and the Lib Dems on many issues and that UKIP was offering a real alternative.,1,Support,B,0,1,,,
1802,fact shmakt,yes everyone evolves as everyone endures mutations,0,Attack,B,1,0,,,
278,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",Farage insisted his party was not a pressure group and demanded action to simplify the tax system.,0,Attack,B,1,0,,,
2181,all of these reasons are way vague some are outright ridiculous,agreed many of the reasons are ridiculous but to some people no restriction on gun ownership is unreasonable,1,Support,B,0,1,,,
2045, youre right there isnt a shred of positive evidence for creationism and creationists dont even try, how com everyone here is bickering try the flood,0,Attack,B,1,0,,,
120,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Historically people turned out in European elections to vote for UKIP and then in general elections went back to their normal parties but something has changed since then, he said.",0,Attack,B,1,0,,,
2320,usually the best city in every country is the capital so i would go for madrid ,i have never been there but a friend of mine went last summer and she said that madrid is really wonderful,1,Support,B,0,1,,,
1602,if you take a basic biology course at the high school level just a reminder biology is accepted by almost all religions regarding contentthere would be a detailed explanation of how life was created by chemical compounds and reactions,if the bible is the inspired word of the infinite creator god then it must be selfauthenticating and selfattestingand it is,1,Support,B,1,0,,,
502,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,B,0,1,,,
2593,i read the book which is subtle philosophical and nuanced at the beginning of the year and last night i watched the dvd of this film what utter rubbish the film is a boring sweary standard thriller,i agree with about ninety percent of what you said i was also let down by this movie with all the hype this movie got before it was released i was expecting a masterpiece but no it was just puppet theater,1,Support,B,0,1,,,
2124,why would everybody participate in such a conspiracy reputations among scientists are made based on the accuracy of their data and the implications of their discoveries why has no one successfully built their career on the sound disproval of toe,because all scientists hate god again this is a fact,0,Attack,B,1,0,,,
300,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",I am proud of being a UKIP candidate and very proud of the achievements of my daughter who represents the people of Witham in an exemplarily fashion.,0,Attack,B,1,0,,,
2631,this film is the poster child for hollywood greed at work its a depressing plot devoid of compassionate characters i mean they kill a child in this movie who finds that entertaining,i started posting a riposte to your ridiculous message then i stopped and deleted it either youre taking the mick or you are an idiot either way i dont care,0,Attack,B,1,0,,,
630,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",Dr North does have other reservations about Nigel Farage - including what he sees as his lack of political acumen.,1,Support,B,0,1,,,
64,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,B,1,0,,,
236,If UKIP is really the best our country can do for an alternative then we are all doomed.,"UKIP better represents the views of Conservative voters than David Cameron's Conservative Party, he said, on a wide range of issues.",0,Attack,B,1,0,,,
1533,the full drafts were all entered as evidential exhibits with the court and are on file there,heres some links to actual passages something nick failed to provide as requested,0,Attack,B,0,1,,,
574,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,"More people were considering voting for UKIP at a general election than ever before, he suggested, and this current poll surge was different from previous spikes in support which were linked to European elections.",1,Support,B,0,1,,,
2340,lots and lots of things to see i loved the kitchens at the royal palace the egyptian museum and the museum of cinema such a variety of things to see,sounds lovely,1,Support,B,0,1,,,
1662,it is unfortuanate that creationists cannot be persuaded by facts,kent hovind is where he belongs  both of his ministries creation science evangelism and his dinosaur theme park were forprofit organizations,1,Support,B,0,1,,,
1178,but we are not arguing that it is wrong,the theory of   intelligent design   holds that certain features of the universe and of living things are best explained by an intelligent causefine,0,Attack,B,0,1,,,
890, allowing creationism in schools would violate the separation of church and state a separation of church and state necessitates that public schools not be a forum for upholding the validity or truth of certain faiths,evolution has no implications for morality it describes what has happened making no judgement about whether what has happened is good nonreligious ethicists are perfectly capable of making moral judgements and they regularly do so,1,Support,B,0,1,,,
2214,they did way back when the us did too,and way back when they were legally able to defend themselves to,1,Support,B,0,1,,,
1259,secrets of the genome january   by john c,the response by the discovery institute says that the methodology for detecting design which i discuss in my first opening statement is entirely empirical and scientific,1,Support,B,1,0,,,
165,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Business for New Europe director Phillip Souta, which organised the letter, said reform of the EU was needed and claimed We are better off in, in many, many ways indeed.",0,Attack,B,1,0,,,
2126,the only obsession i see is the obsession gays have in seeking acceptance for their lifestyles,you keep starting all these threads on gays called obsession,0,Attack,B,1,0,,,
549,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.",UKIP has won 42 seats so far and is averaging 26 per cent of the vote in the wards where it is standing.,1,Support,B,0,1,,,
2242,super mario kart it is one of the most fun games i have played in my life ,super mario brothers is by far the best in my opinion more levels more fun,0,Attack,B,1,0,,,
726,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",0,Attack,B,1,0,,,
1037,i grant your point sir,i appreciate your contributions as they provide an independent view into why so many have come to accept the scientific vacuity of id,1,Support,B,0,1,,,
307,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",Mention Farage and the facial expression you're met with is one of crumpled disgust.,0,Attack,B,1,0,,,
412,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP, which is fielding a record number of candidates in next month's elections on the back of strong performances in recent Westminster by-elections, said the issue was definitely coming up on doorsteps.",0,Attack,B,1,0,,,
207,Hopefully we will see our first UKIP MP before the general elections next year.,"As UKIP celebrates its 20th anniversary with its annual conference on Friday, City spokesman Steven Woolfe said it had grown tremendously.",1,Support,B,0,1,,,
1170,intelligent design works off positive predictions about where experience tells us that   intelligent design   is the cause at work,meaningless nonsense of course,0,Attack,B,1,0,,,
671,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",1,Support,B,0,1,,,
371,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",But Conservative Party chairman Grant Shapps categorically ruled out a deal with UKIP.,0,Attack,B,1,0,,,
2608,this movie absolutely fell flat after the discovery at the crash site was made,one million voters disagree with you what do you think they saw in this movie that you did not,0,Attack,B,1,0,,,
1377,they simply want to show that there is good scientific evidence for considering the role of intelligence in the emergence of life,unfortunately for them they have failed,0,Attack,B,1,0,,,
1791,science involves observations theory design testing and predictable outcomes,therefore evolution has not been scientifically proven,1,Support,B,0,1,,,
1005,id has no merit except as a religious idea,what i desire to beleive is totally irrelevant,1,Support,B,1,0,,,
186,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"Some recent polls have placed UKIP, which wants the UK to leave the EU, in third place ahead of the Liberal Democrats.",1,Support,B,0,1,,,
238,"I don't see UKIP as being far right, they're just further right than the rest who have congregated arund the middle ground.","The whole political scene is changing; it's changing because of the strength of UKIP, and I'm pleased about that.",1,Support,B,0,1,,,
1642,all this is hard to understand,as i stated above i believe neither side,0,Attack,B,0,1,,,
1341,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,0,Attack,B,0,1,,,
852,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,B,1,0,,,
1651,the bible is true because the bible says so is incredibly juvenile logic,everything i say is correct regardless of logic or evidence that attempts to prove me wrong,1,Support,B,0,1,,,
2071,heller represents a triumph for conservati have lawyers but it also represents a failure the courts failure to adhere to a conservati have judicial methodology in reaching its decision,when we brought the heller case before the supreme court we wanted them to determine whether or not dcs handgun laws which were not voted on but rather just passed without debate were constitutional or not that is the job of the supreme court to determine if a law is unconstitutional or if it may be allowed to remain as law,0,Attack,B,1,0,,,
831,"Ukip, the Tea Party of the UK, just as daft, menacing and dishonest as their US counterpart.","Mr Wheeler, who has criticised David Cameron's attitude to the EU, said UKIP's success was vital.",0,Attack,B,1,0,,,
1136,for example humans have acquired a number of helpful genetic changes in our battle with the malarial parasite over the past ten thousand years,for educating us about the immense scientific amount of information that seldomly gets disseminated when id proponents claim that x could not have evolved,1,Support,B,0,1,,,
1477,there is more than naturalism can engage,oibopen your mind and your brains will fall out,0,Attack,B,1,0,,,
1119,it seems that so far id has focused on malaria and on the bacterial flagellum which shares homology with the type three secretory system used by bacteria responsible for the bubonic plague,every time i hear a single word mentioned about the ttss and that it somehow gives flagellar   evolution   some credibility i lose a few months off my life span,0,Attack,B,1,0,,,
2391,the best way to protect Scottish interests in the EU is to vote for independence,Scotland has different interests to the UK,1,Support,B,0,1,,,
213,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.","There is also a democratic argument about who runs our country,  he added.",1,Support,B,0,1,,,
459,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",You all think euroscepticism is a right-wing view - it is not.,0,Attack,B,1,0,,,
1328, lets see would these titles copied from the table of contents of the house of representatives report entitled intolerance and the politicization of science at the smithsonian back up you or me  ,have you read the original emails based on which the conclusions were madeyou do understand the meaning of a congressional report by the majority party dont you,0,Attack,B,1,0,,,
771,"UKIP is a party stronger for its diverse opinions and sometimes anarchic views; much better than the automatons in the Establishment parties, who just say what they think the public wants to hear, except when the mask slips.",And they also seemed very thankful to have the colourful Nigel Farage back as party leader.,1,Support,B,0,1,,,
1288,because i hate to break it to you but   christians   believe that the world is round so does that mean you disagreebut is a round earth inherently a christian positionalso pagans believe that the earth is round as well,i recommend this bookgod in the foxhole by charles sasser not that youll read it but hey its worth a try,0,Attack,B,1,0,,,
2395,We should ban religious symbols in public buildings,Many symbols are seen as a symbol of oppression on women,1,Support,B,0,1,,,
2363,undergrads contribute to research,yes and urop is great,1,Support,B,0,1,,,
100,"I voted Tory for 30 years and started supporting UKIP because I want a sovereign, democratic , well governed Britain with Britain put first and its getting clearer by the day that the old Liblabcon parties will not do that.","Mr Farage added that he believed voters are beginning to see UKIP as more relevant to their lives, and said the party would become the third force in British politics and top the poll at the European elections in 2014.",1,Support,B,0,1,,,
1898, yes evolution has hard scientific fact and the creationists put all of their faith in a book that is supposed to be the word of god but it was written by people, none of the things that people put forward as evidence of a god are evidence for a specific religion,1,Support,B,0,1,,,
595,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,1,Support,B,0,1,,,
16,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,They have a remarkably bad track record of keeping their word.,0,Attack,B,1,0,,,
2577,animal kingdom is better than the town and winters bonei have just seen animal kingdom and wow what an awesome movie it was,it certainly is and its a crime this didnt get a bigger push i think mainstream audiences would have loved it easily one of the best films of the year,1,Support,B,0,1,,,
1904, to me there is no proof of a greater hand other than from the word of believers whose faith is based in belief and not in any form of evidence at all, amusing is all i can really say to cancers response,1,Support,B,0,1,,,
1475,i am glad that someone is trying to oppose the paradigm of undirected chancenonintelligent necessity,there is more than naturalism can engage,0,Attack,B,0,1,,,
2227,this one line stuck out because it mentioned evolution in a future context something i have not heard before,i have not heard of it before either any information that you or other members can gather on this subject would be of great interest i will also keep my eyes open,1,Support,B,0,1,,,
641,"UKIP is not an isolated phenomenon: France has Le Pen, Germany has AfD, and all of these have in common that they are nationalist, anti-European, and more right than mainstream conservative parties.",He said UKIP was clearly taking a very right wing position which pandered to an obvious anti-Europeanism.,1,Support,B,0,1,,,
1628,for the bible to be divinely inspired all the persons writing the bible or translating the bible had to be listening to god all the time,now the trick is to prove that all of the authors were free of stray thoughts and theological spin,1,Support,B,0,1,,,
1006,what i desire to beleive is totally irrelevant,very well said,0,Attack,B,0,1,,,
