orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
2933,feel free to respond,you say this and yet you use a computer,1,Support,C,0,0,1,,
3510,then a man who needs an artifical heart to survive is a new species of man that is the analogy i gave and you ignored,and well he should have ignored it your analogy is nonsense,0,Attack,C,1,0,0,,
201,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,Mr Farage has previously said any Tory pledge must be written in blood.,2,No Relation,C,0,0,1,,
882,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.","Because what we have done, we have thrown clothes off and they have picked them up and put them on.",2,No Relation,C,0,0,1,,
4011,did anybody else find the twist a bit silly i did it was shocking and unexpected alright but also so random ,i dont know how anyone can watch this movie and not understand the mastery of revenge they had just witnessed it couldnt have been more perfect,0,Attack,C,1,0,0,,
2736,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,tji dont believe the  similarity in the aclus submission and the judges analysis was a lucky or freak coincidence im illinformed because i think he copied it rightyou seem to be ill informed about both the extent as well as the relevance of this so called copying,0,Attack,C,1,0,0,,
1862,"The sooner we are out of the EU, the sooner we can start making this country great again.",UKIP plans to field candidates in the majority of November's contests across England and Wales and could take advantage of an expected low turnout to win in some areas.,2,No Relation,C,0,0,1,,
1649,"UKIP are a two trick pony, Europe and immigration that's it.","Explaining his decision to swap sides, Mr Campbell Bannerman - MEP for the East of England - said UKIP had become obsessed with single issue politics, internal fighting and shouting from the sidelines.",1,Support,C,0,1,0,,
822,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.",A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,C,0,1,0,,
3945,Transparency is necessary for security,Transparency is a good in and of itself,1,Support,C,0,1,0,,
2299,teaching creationism is comparable to teaching flat earthism,schools should not teach theories that are completely at odds with each other,1,Support,C,0,1,0,,
875,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"We have really connected with voters in this constituency, Farage told the BBC.",0,Attack,C,1,0,0,,
2993,so god is not omniscient,is god all powerful no because he gave that up when he gave mankind free will,1,Support,C,0,1,0,,
2456,discovery institute quote mines mayrwhat one actually found was nothing but discontinuities,i was going to post a long reply discussing each quote in detail but i decided this was so much simpler,1,Support,C,0,0,1,,
2315,i surely intend to do so but these issues go beyond questions of policy,you said id has failed to contribute in any meaningful mannerwrong  newton pascal einstein and many others put stock in the id theory,0,Attack,C,0,0,1,,
335,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.",He became the party's deputy leader last year.,2,No Relation,C,0,0,1,,
3105,abraham isaac and jacob belonged to different tribes and were not related but the stories grew together into a collection and the persons were tied together as members of the same family,i am a strong believer in the authority and inspiration of the word of god,0,Attack,C,1,0,0,,
3756,but if we get this right we will waste less research time with dodgy students we wish we had rejected at interview,i fully agree,1,Support,C,0,1,0,,
1863,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.",Former Europe Minister Denis MacShane said the EU was Britain's biggest trading partner.,0,Attack,C,1,0,0,,
2330,highlanderi am sure that highlander is familiar with the  foundational works of behe and dembskiboth rely on the absence of science being  able to explain a particular feature to infer design,your cites are worthless as defenses of your claims behe  dembski define id as an absence of science  what pages  what wordsdo you really think thats a clever proof of anything  you are not being very honest here pvm,0,Attack,C,1,0,0,,
2853,idnetto comment on whether id has merit or not it is minimally necessary that people be properly informed of the arguments involved,lets talk about cricks statement biologist must constantly keep in mind that what they see was not designed but rather evolved,0,Attack,C,0,1,0,,
2649,just when you think you have seen and heard it all the landons  eonic effect pops up again,may as well get to work on it,1,Support,C,0,0,1,,
1501,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","Mr Miliband, 47, who has an an American wife, is leaving the UK to become chief executive of the International Rescue Committee in New York.",2,No Relation,C,0,0,1,,
1191,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,"Bhutto's gang were behind a high-profile kidnapping in Karachi in 2004 and he then took a Â£56,000 ransom payment in Manchester.",2,No Relation,C,0,0,1,,
3355, we have similar dna to a cabbage is that just because god was having a good joke with his angel mates, evolution is true im a christian but im not in denial adam and eve is a load of sh   its probably meant to be symbolic and easy to understand for the people of the day remember that was over  years ago,1,Support,C,0,1,0,,
4025,this film is the poster child for hollywood greed at work its a depressing plot devoid of compassionate characters i mean they kill a child in this movie who finds that entertaining,i started posting a riposte to your ridiculous message then i stopped and deleted it either youre taking the mick or you are an idiot either way i dont care,0,Attack,C,1,0,0,,
3832,Bribery is sometimes acceptable,Variation in standards leads to a race to the bottom of corruptibility,0,Attack,C,1,0,0,,
2551,ok whatever dude,icdesign is suddenly not interested in hearing about science anymore,0,Attack,C,0,0,1,,
3841,The voting age should be lowered to sixteen years,No taxation without representation,1,Support,C,0,1,0,,
2223,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe.",0,Attack,C,0,0,1,,
2591,richard dawkins and victor stenger argue that the existence of a creative superintelligence or god are scientific questions,the first point stressed in my college biology class was in fact that we as scientists cannot ascribe purpose to chemical and biological functions,0,Attack,C,1,0,0,,
1927,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.","That said, Lord Davies told peers the bill was an excellent idea, because he was quite confident that any such inquiry would decide that the benefits of EU membership outweigh the costs.",0,Attack,C,1,0,0,,
1460,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"And there's quite a lot of them, he added.",2,No Relation,C,0,0,1,,
3471,you need not be far left to support reasonable gun regulation,suckers bet i think so you antis are so damned scared of guns you do not havea clue of how to commit a murderous domestic terrorist act of that nature,0,Attack,C,1,0,0,,
2645,you have such books written as the consipiracy of ignorance by martin gross,it should readtruth is probably the best factor in determining intelligence and one cannot have it without gd,1,Support,C,0,0,1,,
2336,the design inference reached based on our knowledge of what nature operating freely can  cannot do coupled with our knowledge of what designing agencies can do,joe argues that the design inference is disallowed and we agree to the extent that it fails to be scientifically relevant a posteriori but of course it is never disallowed a priori,0,Attack,C,1,0,0,,
2926,i know this sounds crazy but in a weird way im honored to get a response from you,the full drafts were all entered as evidential exhibits with the court and are on file there,0,Attack,C,0,0,1,,
2879,so i decided to check out the actual articles in question and much to my dismay i came to realize that this seemed to be a blatant quote out of context,after reading the points between the ncse and the discovery institute on that claim i am still skeptical of this as well,0,Attack,C,1,0,0,,
3824,European Parliament elections should involve only one voting district all of Europe and not separate country seats,This would undermine national sovereignty,0,Attack,C,1,0,0,,
473,It's a protest vote because (most) people know that UKIP will never net in power.,"The europhile claimed his former party has forgotten the legacy of Churchill, Macmillan and Thatcher, with the PM in terror of the right of his party.",2,No Relation,C,0,0,1,,
693,The only reason we are even having a sensible debate about Europe are UKIP.,"I remember we were in Ypres, it was about 3:00am in the morning, we must have drunk the restaurant completely dry - it was one hell of a session, and I called time.",2,No Relation,C,0,0,1,,
3573,i accept that the theory of evolution explains the observations both gentically represented and those of the fossil record,and it explains observations about morphology and physiology about successions of flora and fauna,1,Support,C,0,1,0,,
3147,i believe that the first chapters of genesis including the ancient history of the hebrew people should be understood within the context of covenant,you skewed whatever argument you were wishing to present by quoting from the cathoic catechism,0,Attack,C,1,0,0,,
151,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.",Nigel Farage understood people want us to do even more for hard-working people.,0,Attack,C,1,0,0,,
4031,i didnt watch the last  minutes the movie was giving me a headache,ok so i thought it was only me but after watching this movie i had a massive headache also i thought the movie was terrible it was all over the damn place and difficult to follow,1,Support,C,0,1,0,,
1489,"The whole UKIP-for-the-working-class narrative is utterly insane since, if we left the EU, the poor would still be competing with cheap foreign labor.","Explaining his decision to swap sides, Mr Campbell Bannerman - MEP for the East of England - said UKIP had become obsessed with single issue politics, internal fighting and shouting from the sidelines.",2,No Relation,C,0,0,1,,
2360,jumpstartwhen materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science, pvm why would materialists impose the supernatural this just does not make sense,0,Attack,C,1,0,0,,
2722, lets see would these titles copied from the table of contents of the house of representatives report entitled intolerance and the politicization of science at the smithsonian back up you or me  ,have you read the original emails based on which the conclusions were madeyou do understand the meaning of a congressional report by the majority party dont you,0,Attack,C,1,0,0,,
3588,i do not care much either way as long as he never walks around loose again but life in prison is going to cost the taxpayers hundreds of thousands of dollars that money could be better spent in the war on terror,that is why i say kill the bastard,1,Support,C,0,1,0,,
4013,did anybody else find the twist a bit silly i did it was shocking and unexpected alright but also so random ,you are right on all points a very moronic idea for revenge added to this there was no for sure that the guy would even sleep with his kid,1,Support,C,0,1,0,,
2359,  when materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science,jumpstartwhen materialist impose the supernatural all they are doing is saying somethings are beyond being explained through nature and by science,0,Attack,C,0,1,0,,
427,Many racists and especially xenophobes find the UKIP message appealing.,"According to fellow eurosceptic Dr Richard North, this colourful side of Farage's personality hides something steelier.",2,No Relation,C,0,0,1,,
146,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"But it caused tensions in the Tory ranks, with Mr Cameron accused of being out of touch with his grassroots.",0,Attack,C,1,0,0,,
1509,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"If you come here, speak English, it's just polite, it stops racism, it stops ghettos being formed, it stops barriers in society.",2,No Relation,C,0,0,1,,
203,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"In an interview with the Observer, Mr Plevneliev said Britain should not play on people's fears.",2,No Relation,C,0,0,1,,
3030,the first problem with the debate question is that neither time nor space exists per se,one of the major problems that we all have in fact its the same problem adam and eve had in the garden of eden is that we tend to start from outside gods word and then go to what god has written in the bible orin adams casewhat god forbade him to do to try to interpret it on the basis of our own preset ideas,1,Support,C,0,0,1,,
147,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.","I believe in being a big globalist, not a little European, he told the meeting.",2,No Relation,C,1,0,0,,
555,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,I have to say I think David Cameron is not sure whether he wants to these debates.,2,No Relation,C,0,0,1,,
26,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"He came fourth in the ballot in Bexhill and Battle, in East Sussex, at last year's general election.",2,No Relation,C,0,0,1,,
3430, i think youll find there is, anyone who thinks there is no evidence for evolution is either blind stupid or both,1,Support,C,0,1,0,,
3119,if the   bible   is to be taken literally then wouldnt a literal interpretation include a literal interpretation of genesis,by supporting the idea that the bible stands or falls on a  day creation you have proven dr,1,Support,C,0,1,0,,
2585,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,theology it says in his profile,1,Support,C,0,0,1,,
2660,science is testable,if intelligent design says nothing about the supposed designer then of what value is it if the designer created life millions or billions of years ago what was his purpose in doing so what iswas the designer like did the designer give specific instructions to his creations as most religions teach the id promoters delibrately leave such questions unanswered in their official pronouncements about id,1,Support,C,0,0,1,,
3449,like i said i can not take mens position on abortion seriously because their viewpoint must be affected somewhat by the fact that they will never actually have to make the decision themselves,so barren women can not have a valid point of view nor women in the stage of menopause because it does not affect them personally perhaps you should tell the moderator to institute women only forums men only forums gays only forums etc,0,Attack,C,1,0,0,,
3212,prove it my good fellowdont proven itby the way,the process of evolution is fact,0,Attack,C,1,0,0,,
2332,i am not sure why highlander accuses me of not being honest when i provide the information and my explanation,highlanderthe lack of evidence supporting materialist assumptions complexity is a chance arrangement means the opposite could be true,1,Support,C,0,0,1,,
1807,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"We're not going to do a pact with UKIP anymore than I'm going to do a pact with the Lib Dems and go into the next election with them, said Mr Shapps.",2,No Relation,C,0,0,1,,
510,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",It should be clear Cameron territory.,2,No Relation,C,0,1,0,,
1223,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.","Mr Farage shared a platform with John Howard, the former Australian prime minister, before an audience of 1,000 people at a conference run by Mr Manning's political foundation.",2,No Relation,C,0,0,1,,
1181,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",The Conservative leader said he was angry at the remarks and accused Mr Barroso of lecturing his party.,2,No Relation,C,0,0,1,,
3415, its not falling apart its evolving as new data arrives, people like you should be banned from this website,1,Support,C,1,0,0,,
3829,Bribery is sometimes acceptable,Bribery is sometimes the cost of doing business,1,Support,C,0,1,0,,
1642,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,Downing Street said the prime minister's views about Europe were clear and he believed it was important the public had the evidence and analysis to consider the question of the UK's membership.,2,No Relation,C,0,0,1,,
2947,several scientists have already admitted that the account of creation as described in genesis has definite validity,ricardo the bible was definitely written as is,1,Support,C,0,1,0,,
3846,The voting age should be lowered to sixteen years,Young people would be more likely to misuse their vote,0,Attack,C,1,0,0,,
1519,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","The Conservatives finished third at Eastleigh, in Hampshire, behind the Liberal Democrats, who held the seat, and the UK Independence Party (UKIP).",2,No Relation,C,1,0,0,,
3321, it is very wrong we didnt evolve from apes, the bible says all will proclaim the name of the creator and acknowledge him as lord i want to point out the key word creator in there,1,Support,C,0,1,0,,
1430,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",2,No Relation,C,0,0,1,,
3905,I believe that opinion polls harm the democratic process,Opinion Polls should not be published 2 weeks in advance of an election,1,Support,C,0,1,0,,
448,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"UKIP, which campaigns for the UK to leave the EU, is demanding a referendum on Britain's membership.",2,No Relation,C,0,0,1,,
1790,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,1,Support,C,0,1,0,,
462,"On voting day, this week the vast majority of the British public will not vote for UKIP.",It's sad how anybody can be offended by a reference to a country that doesn't exist.,2,No Relation,C,0,0,1,,
841,UKIP are not rabid racist and not another incarnation of the BNP.,"In 2005, Bhutto, of Leeds, admitted being the gang's boss and was jailed for seven years by a UK court.",2,No Relation,C,0,0,1,,
2324,okay lets start with how id tries to infer design namely by using the design inference,pvm i am sure that highlander is familiar with the  foundational works of behe and dembski  both rely on the absence of science being  able to explain a particular feature to infer design,0,Attack,C,0,1,0,,
1433,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,1,Support,C,0,1,0,,
770,If UKIP is really the best our country can do for an alternative then we are all doomed.,"In 2010 it was led into the general election by Lord Pearson of Rannoch but again lost out, with just 3% of the vote across the UK, although there were signs of progress as it saved its deposit in 100 seats.",2,No Relation,C,0,1,0,,
1534,"The success of UKIP is based more or less on this single factor, or perhaps this and the fact there is no working class voice amongst mainstream parties.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",2,No Relation,C,0,0,1,,
2491,the biologic institutemy my what nonsense,so your argument is by pushing scientists to find more junk dna it is in fact useless to the organism vestigial limbs my tailbone does nothing and has no purpose and i could have it removed with no damage to my functioning and other disproofs of intelligent design id serves the purpose of annoying scientists into progresscouldnt you just advance the cause of science by doing experiments and recording data,1,Support,C,0,1,0,,
2564,intelligent design works off positive predictions about where experience tells us that   intelligent design   is the cause at work,meaningless nonsense of course,0,Attack,C,1,0,0,,
3934,We should allow voting at 16 in European Parliament elections,EU elections would put young people off voting,0,Attack,C,1,0,0,,
639,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,"The UKIP candidate Richard Elvin came second with 5,988 votes, marking an impressive result for the party.",1,Support,C,0,1,0,,
4022,as far as acting and cinematography go this film was great but the content and plot were horrible,are you serious this film is class the way the real world and the fantasy world its not an easy mix to get right,0,Attack,C,1,0,0,,
2634,for years now the intelligent design proponents and the discovery institute have been working the catholic angle getting some of its cardinals into trouble,if the catholic church says it it has just gotta be true,0,Attack,C,0,0,1,,
412,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.","Although levels steadily declined in 2012 after tighter restrictions on non-EU migrants took effect, the trend has since reversed - largely due to the increase in the number of migrants from other EU countries.",2,No Relation,C,0,0,1,,
455,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,Eurosceptic Paul Sykes said UKIP was the last best hope for Britain and he would help fund its election campaign.,0,Attack,C,0,0,1,,
746,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","It isn't going to happen, and Nick Clegg's made it very clear he isn't going to let it happen.",2,No Relation,C,0,0,1,,
4008,i actually really loved moon i was invested the entire way through,yes i was the same as you sam rockwell was just incredible i can understand why some people do not like it but i was mesmerised,1,Support,C,0,1,0,,
1735,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",UKIP leader Nigel Farage said any members proven to have extreme right wing views would be expelled.,2,No Relation,C,0,0,1,,
3911,We should negotiate with terrorists,Negotiation saves lives,1,Support,C,0,1,0,,
2575,your intelligent cause is completely undefined,non sequitur,0,Attack,C,1,0,0,,
1318,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"Of course it is a close contest, Mr Clegg said.",2,No Relation,C,0,0,1,,
2242,"On voting day, this week the vast majority of the British public will not vote for UKIP.",He said people voted for UKIP because they were offering policy solutions and common sense ideas.,0,Attack,C,0,0,1,,
1386,It's a protest vote because (most) people know that UKIP will never net in power.,"He was expelled from the Conservatives, with Mr Cameron saying politics was a team game and, in the end, you're either in the team or not.",2,No Relation,C,0,0,1,,
732,"The UKIP party is a populist party at the right end of the spectrum, which exploits people's fears of the foreign and unknown.",The word slut has different meanings to different generations.,2,No Relation,C,0,0,1,,
2034,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,Sir Menzies Campbell suggested the government was worried about a political backlash amid public concerns about immigration levels in general.,1,Support,C,0,1,0,,
1962,UKIP do have more than Nigel Farage able to deal with media interviews.,But it has been criticised for relying too heavily on leader Nigel Farage to promote its policies.,0,Attack,C,1,0,0,,
2614,you gave  claims of intelligent design intelligent agents sometimes leave traces of their activity behind like fingerprints on evidence,also christians concerned about science,0,Attack,C,0,0,1,,
2105,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"In a wide-ranging interview, Mr Davis also warned about the electoral challenge posed by the UK Independence Party, which campaigns for the UK to leave the European Union.",2,No Relation,C,0,0,1,,
1717,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins, but they seem to fail to do so.",1,Support,C,0,1,0,,
1367,"Much of UKIP's meteoric rise has to do with political correctness, and the fact that ordinary people are sick of it.","While Labour has increased its membership in the past three years, totals are still well below where they were in 2001 - while Lib Dem membership fell sharply between 2010 and 2012.",2,No Relation,C,0,0,1,,
1090,"The momentum is definitely with UKIP at the moment, hopefully that will continue with the up and coming by-elections.","Open-minded, doesn't throw abuse around and thinks issues through - he would be the right kind of person.",2,No Relation,C,0,0,1,,
339,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"This will be only the fifth occasion since the 1945 general election when the Lib Dems, or their predecessors the Liberals, have defended a parliamentary seat in a by-election.",2,No Relation,C,0,0,1,,
2055,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"UKIP beat us in 2009; a year later we won 24% of the vote in the general election and UKIP were nowhere, the deputy prime minister told Channel 4 News.",2,No Relation,C,0,1,0,,
3642,jogging is just as good as walking but it is done at a faster pace which results in higher impact on your knees hips and other joints,walking can be a wonderfully leisurely pastime but the burn is not as significant as running for the same period of time,0,Attack,C,0,1,0,,
2883,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,you still have yet to provide any passages within pandas which state that god is directly implicated saying that the fte is religious therefore so is pandas,0,Attack,C,0,1,0,,
328,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",It just seems ridiculous that on my doorstep is a very good school and I can't get her in and I can't get her in a school nearer.,2,No Relation,C,0,0,1,,
2790,  it sounds like there was an overarching policy limiting students speech on campus for this one, i have been a christian most of my life and the ten years i lived outside the community was hell on earth,0,Attack,C,0,0,1,,
1774,"The sooner we are out of the EU, the sooner we can start making this country great again.",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,C,1,0,0,,
1902,The reason for political failure and the rise of UKIP is all to do with the lack of control people feel about their own lives and the powerlessness.,Man's best friend doesn't look like our best friend from where I'm looking and is leaving us both with the impression that he'll not only demolish the leaflet being offered to his owner but the arm of whoever hands it to him.,2,No Relation,C,0,0,1,,
3488,in the latter case that is because more fornicators are shacking up rather than getting married which is why there is fewer divorces if a state allows gay marriages their spirituality is in the toilet,good the less moronic spirituality in each state the better lets move out of the dark ages as fast as we can,0,Attack,C,1,0,0,,
1079,"UKIP are a two trick pony, Europe and immigration that's it.",He talks about his own life as a former financier - I worked hard in the City for 20 years up until lunch time.,2,No Relation,C,0,0,1,,
78,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Following the 2010 election Lord Pearson announced in August 2010 he was stepping down, saying he did not enjoy party politics - five hopefuls entered the race to succeed him, with Farage triumphing.",2,No Relation,C,0,0,1,,
905,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.","He also said it should be predominantly about people who have a chance of being PM, a category which he said did not include Mr Farage.",2,No Relation,C,0,0,1,,
3206,that is where you are wrong,the processes of evolution have been observed,0,Attack,C,0,1,0,,
3104,we have two different literal interpretations,abraham isaac and jacob belonged to different tribes and were not related but the stories grew together into a collection and the persons were tied together as members of the same family,1,Support,C,0,1,0,,
220,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",They were asked to what extent the Conservative party leadership respects ordinary party members.,2,No Relation,C,0,0,1,,
3980,was anyone else disappointed by the ending of the movie it feels to me like there couldve been a few scenes about what happens next im no writer but i do feel this wasnt appealing at all,to me i was glad to see an ending leaving room for interpretation it was perfect not disrespecting to its viewers,0,Attack,C,1,0,0,,
1573,"UKIPs main issue has always been the EU, immigration has just been the bit that highlights what a failure the project has been.",It comes as William Hague ruled out an electoral pact with UKIP.,2,No Relation,C,0,0,1,,
1970,"I think the view of many supporters (not, necessarily, voters) of UKIP is that they see the Establishment, Labour, Conservatives, a lot of the media, industrialists, globalists, and the culture of political correctness, apology and neo-liberalism all as sides of the same coin.",The BBC understands that the prime minister's new policy chief Jo Johnson has had early sight of the pamphlet and it has been passed on to some of his policy groups.,2,No Relation,C,0,0,1,,
1294,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",Marta Andreasen said Mr Farage had abjectly failed and should go.,1,Support,C,0,1,0,,
3046,everything i say is correct regardless of logic or evidence that attempts to prove me wrong,while aig tries to defend genesis with the weakest possible argument answers in creation explain genesis i in a way that gives it a literal interpretation that is still in line with   science  ,1,Support,C,0,0,1,,
1425,"I suspect the main reason a new Left party hasn't emerged with similar prominence to UKIP is because UK politics has, like that in the USA, become the plaything of the wealthy.",It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,,
2707,id without a designer the cause of the big bang is unknown,the cause of the big bang is currently unknown but it is also undergoing investigation,0,Attack,C,0,1,0,,
1244,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","Mr Nattrass said he had declined to switch to the party until this was completed, but Mr Tilbrook had put out the press release before gaining his authorisation.",2,No Relation,C,0,0,1,,
1035,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","In a report released earlier this month, Amnesty International accused European Union leaders of miserably failing to provide a safe haven to Syrians.",2,No Relation,C,0,0,1,,
3795,We should ban religious symbols in public buildings,Religious symbols are personal therefore they should not matter to others,0,Attack,C,1,0,0,,
1618,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",We need to show respect for people who have taken the choice to support this party.,0,Attack,C,1,0,0,,
