orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
1109,the following is a quote from your points quote the more parts that appear to be arranged for a purpose and the more precisely they fit each other to achieve that purpose the more and more confident we can be in our conclusion of design,behe says intelligent agents can plan ahead and act on their plans,0,Attack,B,0,1,,,
2129,i was only joking it hit me this morning though that if i am willing to talk about abortion without bringing up god i wonder if the pro choicers could argue their position without bringing up womens rights,womens rights actually exist unlike the christian god,0,Attack,B,1,0,,,
1404,liberals will loose this battle,is good science a liberal theme if you love true science you must be a liberalyou are in good company but remember that good science including evolutionary science knows no boundaries christians republicans democrats and independents all accept the facts of science of course given the historical link between evangelicals and republicans we do observe a stronger lack of understanding of science amongst some who also happen to be republicans but do not confuse cause and effect here,0,Attack,B,1,0,,,
854,"Ukip has British values, wants to get British industry kick started back to the fore front again, become more self-sufficient.","That said, Lord Davies told peers the bill was an excellent idea, because he was quite confident that any such inquiry would decide that the benefits of EU membership outweigh the costs.",0,Attack,B,1,0,,,
1929, god created the world we did not evolve from monkeys its in the good book, the evolution that i believe in is not the kind you think,1,Support,B,1,0,,,
1116,behe claims that that is not the sort of process one needs to build complex molecular systems,behe claims that that is not the sort of process one needs to build complex molecular systems,0,Attack,B,0,1,,,
2258,limassol no doubt about it it has the most beautiful beaches and the most fun places to visit,i disagree about the most beautiful beaches part,0,Attack,B,1,0,,,
683,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",For Nigel Farage convincing his fiercest critics among UKIP's members and its estranged onetime supporters that he remains the right man to lead the party may be difficult.,1,Support,B,0,1,,,
868,"The sooner we are out of the EU, the sooner we can start making this country great again.",UKIP leader Nigel Farage said the UK had no real control over either the number or the type of migrants that were settling from elsewhere in the EU.,1,Support,B,0,1,,,
776,The Ukip is only an effect of years and years of fake politics and a lot of radical chic talking nonsense through editorials.,"I believe that what UKIP is doing is vital for this country, and of course the party's financial management is crucial.",1,Support,B,1,0,,,
2537,We should allow voting at 16 in European Parliament elections,There should not be different voting ages for different elections,0,Attack,B,0,1,,,
1933, there are lots of proofs that show evolution is not at all a proper scientific law which can give a perfect explanation to human appearance, i do agree that evolution is wrong in the sense that it does not explain or support our existence,1,Support,B,0,1,,,
260,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,"Asked if this meant he was calling UKIP racist, he replied of course it is racist, of course, who doubts that?",0,Attack,B,1,0,,,
450,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",But Dr North does have other reservations about Nigel Farage - including what he sees as his lack of political acumen.,0,Attack,B,1,0,,,
177,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","Only 33% said they would never consider voting UKIP, with many people seemingly taken by their message.",0,Attack,B,1,0,,,
110,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.","With UKIP keen to be seen as more than a party which just campaigns on leaving the EU, the conference will also discuss defence, education and housing.",0,Attack,B,0,1,,,
2156,databed seems to be proposing that the biblical creation account is metaphorical therefore if reality does not exactly match it it does not invalidate the whole of the bible,very well said thank you for clarifing very helpful,1,Support,B,0,1,,,
624,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",Amjad Bashir was responding to comments on Wednesday's Daily Politics from ex-deputy PM Lord Heseltine that UKIP was a racist party.,0,Attack,B,1,0,,,
1333,ok you are right on this point as well,tjok you are right on this point as well,0,Attack,B,0,1,,,
2394,the best way to protect Scottish interests in the EU is to vote for independence,The Scottish relationship with the EU is likely to change after independence,0,Attack,B,0,1,,,
1118,i dont follow dr,it seems that so far id has focused on malaria and on the bacterial flagellum which shares homology with the type three secretory system used by bacteria responsible for the bubonic plague,1,Support,B,1,0,,,
2273,the wall thickness x should be five millimeter,this wall thickness is too thin,0,Attack,B,0,1,,,
283,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.",There's more to UKIP than our policy of wanting to withdraw from the European Union and we will show that.,0,Attack,B,1,0,,,
1761,not only do i think the young earth creationists are wrong in their opinions i think their teachings should be regarded as blasphemous to god himself,quite so well as christians themselves,1,Support,B,0,1,,,
1585,this thread has been kept going by three people who have voted no to the question of a six day creation,there are two possibilities about the origin of the universe it blinked into existence,1,Support,B,1,0,,,
123,The only reason we are even having a sensible debate about Europe are UKIP.,One Conservative MP who backs a referendum said the party faced a real electoral threat from UKIP and needed to respond.,1,Support,B,0,1,,,
2072,and do you not get a kick out of sp calling herself a rational christian as she blasphemes god and attempts to disprove him in every post,actually he does not believe in a liar god like you so really its you who is the blasphemer and he is a christian you are a biblist,0,Attack,B,1,0,,,
2399,We should ban religious symbols in public buildings,Western societies are secularly focused,1,Support,B,0,1,,,
329,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"In a letter to the Daily Telegraph, which first highlighted his blog posts, Cameron gives a further defence of his views.",1,Support,B,0,1,,,
1316,if id is bait and switch then so is   evolution   considering that its proponents tend to sell it off starting with the least extreme definition and just move on up from there  httpintelligentdesign,in science testing a hypothesis or theory means deriving predictions from them,1,Support,B,1,0,,,
2324,i think he can take a flight but his parents have to check him in and hand him over to the flying company just by himself no,and also have somebody pick him up when he or she lands,1,Support,B,0,1,,,
815,Young people have the most to lose by the UK leaving the EU yet UKIP have the nerve to believe that their view should prevail.,But UKIP claims to be winning support among younger voters and students.,0,Attack,B,1,0,,,
1826,us evolving from chimpanzees yes it is chimps that we share the most dna with not apes and not monkeys is merely an idea just because their dna is so similar to ours,correct the only way that either side could be proven is wether or not we can prove or disprove god,0,Attack,B,0,1,,,
1821,yes you are right it is impossible to call it a certainity but for this reasonall evidence for evolution is proven,to say that evolution has been scientifically proved would require that it be first studied then determined scientifically,0,Attack,B,1,0,,,
256,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",Mr Farage's pitch is attractive to voters.,1,Support,B,0,1,,,
2530,US intervention in Libya lacking congressional approval was illegal,The intervention was necessary in order to protect US interests in the region,0,Attack,B,1,0,,,
2154,murder is always illegal,we agree on something,1,Support,B,0,1,,,
1173,not all this link was identified in my last reply    httpwww,actually the construction of the cell rather suggests chance,0,Attack,B,1,0,,,
1656,the notion that science assumes that theirsic is no creator and then prove it is plainly ridiculous,it is consistent but,1,Support,B,1,0,,,
2043, creation is fantasy and you cant prove a fantasy, it is only belief,1,Support,B,0,1,,,
515,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"But it is also one which means people often dismiss it as a single issue party, unlikely to become a force in Westminster politics.",0,Attack,B,1,0,,,
2441,We should fear the power of government over the internet,Internet regulation is a euphemism for censorship,1,Support,B,0,1,,,
1698,therefore i dont have time to explore any other world viewsin other words religion is easy and science is hard,scientific evidence do you need i mean weve got writing from before  years ago evidence of mankinds making things over  years old,1,Support,B,1,0,,,
2525,We should negotiate with terrorists,Terrorists cannot be trusted better to crush them,0,Attack,B,1,0,,,
1668,what do you think,was the earth created in six days or six thousand years  all evidence points to a accretion of material over the course of millions of years several starting around  billion years ago,0,Attack,B,1,0,,,
1241,if the catholic church says it it has just gotta be true,the fact that the   evolution   lobby is trying to cite statements by ucc ministers to bolster support against id shows just how out of touch they really are,1,Support,B,1,0,,,
270,UKIP are asking the questions that haven't been asked by the opposition or the media.,"Europe had in the last few years become a huge issue due to the euro crisis and the bailouts, and UKIP was the only party addressing this problem head on.",1,Support,B,0,1,,,
1958, did you really just say that no scientist can support evolution  the theory of evolution came about from scientific discovery so your statement makes hardly any sense, evolution is the real deal,1,Support,B,0,1,,,
2019, evolution is one of the most strongly supported theories in all of science, despite every lie told be cretins  i mean creationists  like you nothing has been shown that contradicts the theory of evolution,1,Support,B,0,1,,,
2115,it is the other way around,so you are saying that we determine our dna do you actually think before typing,0,Attack,B,1,0,,,
170,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",I think we should really consider bringing forward the legislation in this parliament that would enable the referendum on EU membership.,0,Attack,B,0,1,,,
275,If UKIP is really the best our country can do for an alternative then we are all doomed.,"Labour saw their majority halved to under 5,000 in Thursday's poll as The UK Independence Party finished second, with a 24% share of the vote, so clearly people seem to think UKIP are not such a bad choice.",0,Attack,B,1,0,,,
200,UKIP are not rabid racist and not another incarnation of the BNP.,"He also suggested that his party might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",1,Support,B,0,1,,,
2048, there is endless evidence what it is evidence for is for each person to decide, yes there is evidence,1,Support,B,0,1,,,
1480,pvmcool now the claim is the arrival of variation,i appreciate that you are making attempts to answer all these issues,1,Support,B,0,1,,,
903,teaching creationism is in no way akin to child abuse,attempts to teach the creationismevolution controversy to students are disingenuous promotions of activist christians,0,Attack,B,1,0,,,
2640,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i wholeheartedly agree ive just seen it tonight and was blown away by it i will be thinking of this movie for a long time,1,Support,B,0,1,,,
1963, evolution is completely true darwin hit the nail right on the head when he defined the theory of evolution and the survival of the fittest understanding, evolution is simply the genetic change in populations of organisms over successive generations,1,Support,B,0,1,,,
2238,i am gravely offended by those who claim to be on a first name basis with god who claim to know exactly what it is that god wants and believesto me somehow it smacks of selfidolatrization prideful in being next to god,what else is new,1,Support,B,1,0,,,
146,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.",Mr Farage said it was very important that UKIP gets a voice in Westminster.,1,Support,B,0,1,,,
2582,i remember being underwhelmed when this first came out but enough time had passed when i caught it on tv so perhaps i had just been in the wrong mood back then maybe this time ill enjoy it but no,this film is totally vacuous and the plot is unbelievable no way could everyone become infertile and if they did no way could one fertile woman save the planet,1,Support,B,0,1,,,
2391,the best way to protect Scottish interests in the EU is to vote for independence,Scotland has different interests to the UK,1,Support,B,0,1,,,
794,"If UKIP took all their anti-establishment guff and turned it on the banks and financial institutions then they would have more legitimacy, but instead they turn on Polish and Roma fruit pickers who do unskilled work for minimum wage.",The announcement comes two weeks after a roll out of Home Office vans with posters warning illegal immigrants to go home or face arrest was cancelled.,1,Support,B,0,1,,,
971,i recently read that after careful study the backwards wiring is essential,if you are going to comment on something in   science   you need to back it up with actual data,0,Attack,B,1,0,,,
2018, this sounds like religious faith speaking, evolution is one of the most strongly supported theories in all of science,1,Support,B,1,0,,,
1701,if you believe in god which one and god gave you the brains to think then use your brains and follow the evidence,evolutionary theories the big bang hypothesis for instancethe big bang theory is not an evolutionary theory,1,Support,B,1,0,,,
2032, wow, evolution is still happening,1,Support,B,0,1,,,
1051,id simply predicted that the appendix would have a function,if it cannot make predictions then it is not a viable theory,0,Attack,B,1,0,,,
738,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,"UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,B,0,1,,,
396,"If you want an insight into just how mad and bad UKIP are, go and read what their members, candidates and supporters write on the Telegraph.",Marta Andreasen said Mr Farage had abjectly failed and should go.,1,Support,B,1,0,,,
2402,We should ban religious symbols in public buildings,If you ban one thing you have to ban lots of things,0,Attack,B,1,0,,,
1705,agreed  percent  this is my frustration with people who want to find every possible motive to discredit creationism they seem to want everyone to accept their viewpoints without question while they seemingly want to question and discredit anyone who does not see from their points of view,god created the universe therefore god created   science  ,0,Attack,B,1,0,,,
261,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","But judging from recent opinion polls UKIP's wider policies - grammar schools, curbing immigration and opposing gay marriage - seem to have struck a chord with disenchanted voters from the big three.",0,Attack,B,0,1,,,
1464,id may assert but as a science their contributions remain largely with content,id may assert but as a science their contributions remain largely with content,0,Attack,B,0,1,,,
604,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","He said his party had fundamentally changed the national debate on Europe, immigration and education.",0,Attack,B,1,0,,,
1265,no id does not claim the designer is human like but since humans are the only known intelligence that is the only thing they have to compare id to,science is testable,0,Attack,B,1,0,,,
2516,I believe that opinion polls harm the democratic process,Opinion polls provide useful information to politicians,0,Attack,B,1,0,,,
141,"As far as immigration is concerned all Ukip want is a level playing field for non EU migrants and to control the numbers so, if anything, Ukip are too soft on immigration.",Eurosceptic UKIP's success in the local elections has renewed pressure on David Cameron to hold an in-out referendum.,1,Support,B,1,0,,,
1050,so what using   intelligent design    is the purpose of the appendixid simply predicted that the appendix would have a function,id simply predicted that the appendix would have a function,0,Attack,B,0,1,,,
73,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","UKIP has reached unprecedented heights in the opinion polls under Mr Farage, prospering in May's local elections.",0,Attack,B,1,0,,,
2105,the article as a whole never made that argument either,okay yankee fan keep pretending that it does not well if you never read the article you would not be pretending as that would be an argument from position of ignorance,0,Attack,B,1,0,,,
1946, there is no scientist can give strong evidence to support evolution, i am going to borrow from churchill,1,Support,B,1,0,,,
1637,one of the major problems that we all have in fact its the same problem adam and eve had in the garden of eden is that we tend to start from outside gods word and then go to what god has written in the bible orin adams casewhat god forbade him to do to try to interpret it on the basis of our own preset ideas,i dont see what is so hard about it,0,Attack,B,1,0,,,
1070,but i think you dont realize the importance of your concession that the di is correct to point out that a lack of merit of id should not be confused with its religious implications,intelligent design if true would indeed have amazing implications,1,Support,B,0,1,,,
1262,to sneer at aynrandinstitute and ayn rands philosophy is to fail to address the growing primary reason why people are deciding god is not an explanation of anything,youre lucky not enough people know or care enough about your religion to throw out opinions based on it presented as science philosophy logic or fact on the spot,0,Attack,B,1,0,,,
1858,we do seem to be arguing past each other and i will apologize for some of that,this is why i have my doubts about id too but the main premise of it which is why i accept it as probable is still very rational,1,Support,B,1,0,,,
1966, the theories of evolution and creationism are not mutually exclusive but are actually complimentary, mate,1,Support,B,0,1,,,
2459,All nations have a right to nuclear weapons,The threat of nuclear weapons falling into the hands of rogue states and terrorists increases as more countries possess them,0,Attack,B,1,0,,,
2588,movies should be fun entertaining this movie is not waste of my time ,a candle shines brightest in the darkness corny but its true all the horrible events and surroundings only highlight the beauty of hope love humankind etc i find this film so inspirational only film to ever make me cry from happiness,0,Attack,B,1,0,,,
1580,k ,why do we even ask this question  people evolution is a fact   science   measures facts,0,Attack,B,1,0,,,
1806,maths is the only branch of science that offers  proof of its arguments,for macroevolution theory to be valid laws of nature that are generally accepted as true and standard must be repeatedly denied,0,Attack,B,0,1,,,
1094,if theres something on    evolution   news its irrelevant to intelligent design andor distorted beyond all scientific recognition,if biology leads to new design if it is viewed in that contextand it never has and never will,0,Attack,B,0,1,,,
120,"On voting day, this week the vast majority of the British public will not vote for UKIP.","Historically people turned out in European elections to vote for UKIP and then in general elections went back to their normal parties but something has changed since then, he said.",0,Attack,B,1,0,,,
1491,why should god be directly implicated when it looks like a duck smells like a duck walks like a duck,fxl insists that just because god is absent from the book that it therefor could not have been based on creationism even though it defined creationism to be in line with its predecessors and later renamed the term to read design,0,Attack,B,1,0,,,
1883,faith is believeing in something without evidence,evolution has actually never been observed,0,Attack,B,0,1,,,
1822,to say that evolution has been scientifically proved would require that it be first studied then determined scientifically,no but i do call into question the nature of your uncertainty,1,Support,B,1,0,,,
268,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.","UKIP have pledged to do more to help with the cost of living, more to turn the economy round, more to get immigration down, to sort out the welfare system.",0,Attack,B,1,0,,,
1720,just curious but what does the types of rock have to with ex nihilo,the young earth creationist dogma demands that the obvious features of the earths geology can not exist,0,Attack,B,0,1,,,
812,UKIP will not improve public services.,"UKIP warn that long-term youth unemployment is already among the highest in Europe and pressure on job markets from further migration could lead to social unrest, with local authorities and public services unable to cope.",0,Attack,B,1,0,,,
1742,this is not a proof of   evolution   from chimps,yes i understand we didnt evolve from chimps from the position of   evolution   theory  and im sorry for saying it that way considering i truly dont want to encourage the misinformation and typical uninformed view,0,Attack,B,0,1,,,
1902, as an archaeologist i have to say that creationism is wrong, creationism is absurd and wrong and so its fellowtraveller intelligent design,1,Support,B,0,1,,,
1962, evolution is true im a christian but im not in denial adam and eve is a load of sh   its probably meant to be symbolic and easy to understand for the people of the day remember that was over  years ago, evolution is completely true darwin hit the nail right on the head when he defined the theory of evolution and the survival of the fittest understanding,1,Support,B,0,1,,,
420,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,The government's introduction of gay marriage legislation has also dismayed many Conservative activists.,1,Support,B,0,1,,,
2442,We should fear the power of government over the internet,Internet regulation is an attempt by big interest groups to regulate the internet in their favour,1,Support,B,0,1,,,
1305,pvm  ask yourself this simple question how does id explain the bacterial flagella  it doesnt it merely calls it designed which is a placeholder for our ignorance as to how to explain the flagella,i asked ask yourself this simple question how does id explain the bacterial flagella it doesnt it merely calls it designed which is a placeholder for our ignorance as to how to explain the flagella,0,Attack,B,0,1,,,
1772,a lot of them are stupid and come up with outright stupid ignorant arguments against it,not stupid but ignorant and perhaps even foolish,1,Support,B,0,1,,,
159,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,But immigration is still the issue that opinion polls and focus groups suggest resonates most with UKIP supporters.,0,Attack,B,1,0,,,
262,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,UKIP failed to increase its number of councillors despite Mr Farage claiming it was on course for significant gains.,1,Support,B,0,1,,,
2225,the only difference is that the gene for making short hair has been eradicated from the population by natural selection that is it,right the frenquecy of the alles ,1,Support,B,0,1,,,
1798,that is your opinion,whether or not something is scientifically proven or a theory are simply human conventions that we try to apply to the unexplanable,0,Attack,B,0,1,,,
1827,correct the only way that either side could be proven is wether or not we can prove or disprove god,evolution has never been proven and will never be proven because it never happened,1,Support,B,1,0,,,
2616,this movie absolutely fell flat after the discovery at the crash site was made,the movie isnt about the twist its about the interactions between the two clones its about character and character development i know twist endings are the thing now but thats not what this movie is,0,Attack,B,1,0,,,
179,"The sooner we are out of the EU, the sooner we can start making this country great again.",Britain needs to be free to set its own trading relationships with the rest of the world.,1,Support,B,0,1,,,
2107,that is really simplified it is not like a woman body is a suitcase and the fetus is biologically selfreliant,picture an astronaut connected to a spaceshuttle without that cord he wouldnt be able to live so is he really able to live on his own or is he depending on something else to live i really do not see your point,0,Attack,B,0,1,,,
1951, no no no  we are evolving constantly we have evolve so much that now we have the power to create, they all kinds of evidence that evolution exists,1,Support,B,0,1,,,
1146,all design is intelligent it takes thought to construct any type of design when you see things take place in science they happen because of all the laws that were put into place by an intelligent designergoing back to the idea of a storm and engines when you get in a car and turn the key you have a spontaneous violent storm erupt inside the engine it all takes place because of all the elements of the design working in concert to produce the effect this and all design requireintelligent thought ,icdesig,0,Attack,B,0,1,,,
508,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The charge put by its deputy leader David Campbell Bannerman when he defected to the Conservatives in the wake of the May elections was that UKIP remained, at heart, a single issue pressure group.",1,Support,B,0,1,,,
1700,speaking as a nonchristian this argument that the days of creation could not be allegorical simply because the author used an ordinal and the phrase evening and morning is juvenile and unconvincing,if you believe in god which one and god gave you the brains to think then use your brains and follow the evidence,1,Support,B,1,0,,,
1191,anybody that thinks there is currently a healthy scientific debate over intelligent design has missed the history of the last  years,theology it says in his profile,1,Support,B,1,0,,,
1706,god created the universe therefore god created   science  ,once again we are attempting to split hairs over things that are beyond the frailty of the human brain,0,Attack,B,1,0,,,
504,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.",But the peer said the choice for British voters at a general election was between David Cameron and Ed Miliband as prime minister.,0,Attack,B,1,0,,,
98,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","UKIP has reached unprecedented heights in the opinion polls under Mr Farage, prospering in May's local elections.",0,Attack,B,1,0,,,
1293,pandasthumb also explored these accusations    httpwww,the question who designed the designer is outside the scope of the scientific theory of id and is thus a philosophical or theological question that can only be addressed via philosophy or theology,1,Support,B,0,1,,,
2255,i think that cancer research uk cafod and action aid are the best charities,can you please explain why you chose those ones,0,Attack,B,0,1,,,
975,pvm those are merely my opinions,i cannot argue with your opinions as to what you want to believe,0,Attack,B,0,1,,,
1409,agreed that religious belief should not necessarily compel the rejection of wellestablished results from welldeveloped scientific fields,tjopen debate is all we are asking for,0,Attack,B,0,1,,,
1078,should we just reject the bigbang as being unscientific since it would require a supernatural cause according to the nd premise you list is the best you can really come up with is who designed the designer,why would consideration of the designer necessarily introduce religious discussions about theological questions clearly it is because his concept of the designer is a supernatural onewhich was exactly what i was arguing,1,Support,B,0,1,,,
1310,natural pertaining to or part of the observable world,i dont really believe in the supernatural unless you wanted to say that the first cause behind the big bang is beyond the observable world and therefor supernatural,0,Attack,B,1,0,,,
631,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","He suggested that as many as 20 Conservative MPs shared common ground with UKIP on tax, energy and education and there was a whole list of areas where they agree with us.",0,Attack,B,1,0,,,
1530,your friend pvm gave out in this discussion  httpwww,um this thread is months old and no one is reading it,0,Attack,B,1,0,,,
849,"The UKIP party is a populist party at the right end of the spectrum, which exploits people's fears of the foreign and unknown.","The responsibility of politicians in this situation when people are getting anxious is to try to reassure them and give the facts, not panic and resort to populist measures that do harm.",1,Support,B,0,1,,,
1199,jay richards says theres especially intriguing evidence of design in cosmology physics and astronomy,islandthe wmap anamoly indicates that we are at the center of the universe   httpcerncourier,1,Support,B,0,1,,,
865,"UKIP are a fairly right wing group as I'm sure will become clear when they actually produce some policies other than the ""its all the eu's"" fault.",You all think euroscepticism is a right-wing view - it is not.,0,Attack,B,1,0,,,
97,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,"Meanwhile, the Bulgarian President Rosen Plevneliev has warned that Britain's immigration policy could harm its image as a great global power that pioneered integration.",1,Support,B,1,0,,,
1553,several scientists have already admitted that the account of creation as described in genesis has definite validity,ricardo the bible was definitely written as is,1,Support,B,0,1,,,
533,"It feels like UKIP is anti most things and base their politics on this: Anti-aid, Anti-immigrant – at times even anti-politics; it is therefore difficult to understand what they actually stand for and want to work towards.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",1,Support,B,0,1,,,
