orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
44,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",The other trend that continued here was the Liberal Democrats getting a thumping.,2,No Relation,C,0,0,1,,
1593,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",Farage admitted the party had not had time to properly vet all of its new recruits and he was forced to suspend a handful of them following newspaper reports of alleged racist comments.,2,No Relation,C,0,1,0,,
3143,but i can see she didnt teach you much,i didnt respond to a word of your post because you didnt give me a word to respond to that wasnt an attack itself,1,Support,C,1,0,0,,
2718,for goodness sakes guys very few people are advocating the mandatory teaching of id in schools,tjlook what happened to richard stenburg when he had the courage to allow an id piece get published scientists and his peers jumped all over him,0,Attack,C,1,0,0,,
3605,and the organism is not equipped to function in any predetermined fashion,that is right it merely has the capacity to make errors which sometimes slightly improves function in a particular environment and those tend to accumulate over time,1,Support,C,0,1,0,,
1824,I would hazard that it‚Äôs UKIP‚Äôs appeal to tradition and ‚ÄúBritish values‚Äù that appeals ‚Äì it‚Äôs a cosy reimagining of a glorious past and taps into the Little England mentality of a large swathe of tory supporters.,"Conservative chairman Baroness Warsi said the result was disappointing for her party, although not unexpected.",2,No Relation,C,0,0,1,,
913,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,"In opposition, David Cameron said the Tories would reduce the figure from a peak of about 250,000 under the previous Labour government to the tens of thousands.",2,No Relation,C,0,0,1,,
2363,if youre tired of debating pandas fine,if intelligent design is a valid scientific concept why is it that we have examples of idiotic design in so many organism including vertbrates all their eyes are wired backwards making their retinas vulnerable to damage,0,Attack,C,1,0,0,,
1249,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,In 1982 he decided not go to university but instead chose to work in the City as a commodities trader - which is where he met friend Steven Spencer.,2,No Relation,C,0,0,1,,
1157,Many racists and especially xenophobes find the UKIP message appealing.,UK Independence Party leader Nigel Farage told the same programme that he was continuing to talk to Conservative MPs disaffected about European policy about joining his party.,2,No Relation,C,0,0,1,,
2987,i had always been taught it was the plants,  httpeesc,1,Support,C,0,0,1,,
1606,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,"Labour leader Ed Miliband said the victory of the party's candidate Dan Jarvis, a 38-year-old former soldier who served in Afghanistan and Iraq, was fantastic and accused the Lib Dem leader of complacency.",0,Attack,C,0,0,1,,
3655,it would be nice if you could add the ability to rate questions as well,but is this not implied by the popularity of the question the number of answers it has,0,Attack,C,1,0,0,,
1183,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","He claimed UKIP could top the polls in the 2014 European elections if it could could take 27% of the vote, and recalled it has risen from third to second in last euro elections.",1,Support,C,0,1,0,,
626,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.","Labour leader Ed Miliband said he would have preferred to have done better but it was tough territory for his party as it had never come close to winning Eastleigh before, even in its 1997 landslide election year.",2,No Relation,C,0,0,1,,
994,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","Thirdly the party wants to introduce binding local referendums on issues of particular local concern, such as controversial planning decisions.",2,No Relation,C,1,0,0,,
1818,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",There are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,C,0,1,0,,
1364,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.","Asked if this meant he was calling UKIP racist, he replied of course it is racist, of course, who doubts that?",0,Attack,C,0,1,0,,
2858,id may assert but as a science their contributions remain largely with content,id may assert but as a science their contributions remain largely with content,0,Attack,C,0,1,0,,
3661,nowadays you ca not find food that is  percent healthy and natural stories do not really make me change my habits just make me hesitate sometimes,but you can find food that is  percent unhealthy and unnatural,0,Attack,C,1,0,0,,
2067,"The sooner we are out of the EU, the sooner we can start making this country great again.","In a separate interview with BBC Radio 5 live, he warned of the possible consequences of an in-out referendum on the UK's relationship with the EU.",0,Attack,C,0,0,1,,
1324,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"Some of the money had gone on buying Ray-Ban sunglasses, apartments in Paris, Ferraris and all the rest of it, he added.",2,No Relation,C,0,0,1,,
1106,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","The 2009 poll saw its total grow to 13 seats, pushing Labour into third place with 16% of the vote.",2,No Relation,C,0,0,1,,
14,I would hazard that it’s UKIP’s appeal to tradition and “British values” that appeals – it’s a cosy reimagining of a glorious past and taps into the Little England mentality of a large swathe of tory supporters.,"In contrast, the Conservatives have seen their membership levels fall.",2,No Relation,C,0,1,0,,
1371,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,And in the South Shields by-election the Lib Dem candidate came seventh - after the BNP.,2,No Relation,C,0,0,1,,
1636,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"Nigel Farage said the prime minister was terrified of losing votes to UKIP, and its rising poll rating and doubted any referendum would take place under the present government.",2,No Relation,C,0,1,0,,
3860,We should promote democratisation,Democracy is good for economy as the ability to trade freely and openly with all countries promotes growth and wealth worldwide,1,Support,C,0,1,0,,
3809,We should grant politicians immunity from prosecution,In the event of major abuses of power it should be the public that holds politicians to account,1,Support,C,1,0,0,,
1861,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"He debated with journalist and historian Sir Max Hastings who said Britain can't stay in Europe on any terms, but said leaving could mean the UK could find a very tough time out there.",1,Support,C,0,1,0,,
2247,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.","The message that only the Liberal Democrats can be relied on to build a stronger economy and a fairer society is a message which, where we communicate successfully, gains support for us.",2,No Relation,C,0,1,0,,
1058,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"On Friday, Mr Farage accepted the Lib Dem leader's offer of a debate, saying he could hardly wait.",2,No Relation,C,0,0,1,,
3110,the scientific investigation into the question of the age of the earth and of the universe has been going on for hundreds of years,maybe get someone to do your studies who doesnt pay a tithe  someone who perhaps doesnt own a   bible  ,1,Support,C,0,0,1,,
2494,to those unfamiliar with nick matzke he was one of the many instrumental contributors to the success of the kitzmiller v dover ruling as part of the plaintiffs team,i understand that michael behe is one of the participants on this forum and i am looking forward to his contributions addressing matzkes observations,1,Support,C,0,1,0,,
1674,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.","Here is how I see it - immigration, welfare and education are totally linked.",0,Attack,C,1,0,0,,
3871,We should create a United Nations standing army,A United Nations standing army renders the United Nations a de facto state but without a territory or a population,0,Attack,C,1,0,0,,
3441, two darwinists spent hours standing at a flag pole trying to find the height of it, there is endless evidence what it is evidence for is for each person to decide,1,Support,C,0,0,1,,
3865,We should create a United Nations standing army,A United Nations Standing Army would solve the problem of American military hegemony,1,Support,C,0,1,0,,
3668,the wall thickness x should be five millimeter,thickness on a continued section should be as uniform as possible,0,Attack,C,0,1,0,,
2829,id is not science because it can never make a prediction that is meaningful,id is not science because it can never make a prediction that is meaningful,0,Attack,C,0,1,0,,
1659,"The People's Army is on the march and UKIP will get Britain back from the Liblabcon, Establishment and MSM political abusers of our country.",UKIP has won 42 seats so far and is averaging 26 per cent of the vote in the wards where it is standing.,1,Support,C,0,1,0,,
2301,because students are impressionable if you teach them the literal truth of genesis as science they may well believe you,if creationism should be taught it should not be taught in science classes,1,Support,C,0,1,0,,
322,A vote for UKIP is a vote to leave the EU and recover power over our national life.,"We do need a reformed relationship with Europe, and that's exactly what we're proposing.",1,Support,C,1,0,0,,
1327,"In UKIP, we have a new political force which looks likely to poll very well in a national election.","Due to what the party says was a clerical error, between December 2004 and January 2006 he was not on the electoral register - making him an impermissible donor under UK electoral law.",2,No Relation,C,1,0,0,,
1212,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,Those of us who believe in national democracy do not want to take us back to the Western Front or 1914.,2,No Relation,C,1,0,0,,
1935,"No doubt ordinary people are fed up with the behaviour of the Westminster bubble, but the other reason why UKIP is doing well is that they're articulating the concerns of working people, which Tories never do and Labour hasn't done since if fell under the spell of Tony Blair.","UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,C,0,1,0,,
272,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.",The Liberal Democrats would not allow it to be introduced as government legislation - arguing that should focus on the big issues like the economy.,2,No Relation,C,0,0,1,,
88,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"But the Conservative leader's strategy has angered senior EU officials including Mr Barroso, who accused Conservative leader in the European Parliament, Martin Callanan, of not being a genuine Eurosceptic.",0,Attack,C,0,0,1,,
1450,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,0,Attack,C,1,0,0,,
1549,UKIP seems overwhelmingly to be staffed by racists who want to keep people not born in this country outside this country.,Conservative MEP Daniel Hannan said the Tories and UKIP should start having conversations and stop calling each other names.,0,Attack,C,0,0,1,,
2959,the bible is the most published and most wide spread book of all times,people tend to focus on the trees,0,Attack,C,0,0,1,,
2348,in a recent article casey luskin addresses the recent findings that changes in a regulatory gene can help explain the morphological differences between the chimpansee and humans,the question is somewhat meaningless because you can believe that we were created by design and still conclude that intelligent design as proposed by the discovery institute and its fellows  is a scientifically vacuous concept,1,Support,C,0,1,0,,
2035,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","The opposition can oppose the writ when it is moved but if they were to succeed in voting it down, it would not be moved again this session - leaving the constituency without an MP for more than a year.",2,No Relation,C,0,0,1,,
1869,"The whole UKIP-for-the-working-class narrative is utterly insane since, if we left the EU, the poor would still be competing with cheap foreign labor.","Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,C,0,1,0,,
729,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.","Viscount Monckton inherited his title from his father who died in 2006 - who had been a member of the House of Lords until 1999, when the legislation was introduced.",2,No Relation,C,0,0,1,,
3982,movies should be fun entertaining this movie is not waste of my time ,a candle shines brightest in the darkness corny but its true all the horrible events and surroundings only highlight the beauty of hope love humankind etc i find this film so inspirational only film to ever make me cry from happiness,0,Attack,C,0,1,0,,
2747,when the supreme court formulated valid secular purpose which is not a sham the court unlikely believed that any future unstated secular purpose would be sufficient for something to pass this requirement,discovery institute amicus curiae briedvalid secular purposes for teaching students about the theory of intelligent design include   informing students about competing theories of biological origins as  they exist within the scientific communitythere are no competing theories of biological origins certainly id provides none  helping students to better understand neodarwinism by  understanding a theory with which it competesagain there is no competing theory of id,1,Support,C,0,1,0,,
2874,pvmcool now the claim is the arrival of variation,i appreciate that you are making attempts to answer all these issues,1,Support,C,0,1,0,,
